country,type,party_abbreviation,party_native,party_english,partyfacts_id,election_years,party_id,dup
EST,ep,RESPUBLICA,Uhendus vabariigi eest / Res Publica,"Union for the Republic / Res
Publica Party",491,2004,EST-RESPUBLICA,FALSE
EST,ep,RL,Eestimaa Rahvalliit,People's Union of Estonia,110,2009,EST-RL,FALSE
EST,ep,ROH,Erakonna Eestimaa Rohelised,Estonian Greens,1040,2009,EST-ROH,FALSE
EST,ep,SDE,"Sotsiaaldemokraatli k Erakond -
Moodukad",Social Democratic Party - Moderates,1150,"2004, 2009, 2014,
2019",EST-SDE,FALSE
FIN,parliament,GREENS,Vihrea Liitto,Green League,479,"1987, 1991, 1995,
1999, 2003, 2007,
2011, 2015, 2019",FIN-GREENS,FALSE
FIN,parliament,KD,Kristillisdemokraatit,"Christian Democrats
/ League",703,"1983, 1987, 1991,
1995, 1999, 2003,
2007, 2011, 2015,
2019",FIN-KD,FALSE
FIN,parliament,KESK,Maalaisliitto / Keskusta,Agrarian Union / Centre Party,901,"1983, 1987, 1991,
1995, 1999, 2003,
2007, 2011, 2015,
2019",FIN-KESK,FALSE
FIN,parliament,KOK,Kansallinen Kokoomus,National Coalition Party,495,"1983, 1987, 1991,
1995, 1999, 2003,
2007, 2011, 2015,
2019",FIN-KOK,FALSE
FIN,parliament,LEFT,Vasemmistoliitto,Left Alliance,1044,"1983, 1987, 1991,
1995, 1999, 2003,
2007, 2011, 2015,
2019",FIN-LEFT,FALSE
FIN,parliament,PS,Perussuomalaiset,Finns Party,1689,"1983, 1987, 1991,
1995, 2003, 2007,
2011, 2015, 2019",FIN-PS,FALSE
FIN,parliament,RKP,Ruotsalainen Kansanpuolue / Svenska Folkepartiet i Finland,Swedish People's Party of Finland,1229,"1983, 1987, 1991,
1995, 1999, 2003,
2007, 2011, 2015,
2019",FIN-RKP,FALSE
FIN,parliament,SDP,Suomen Sosialidemokraattine n Puolue,Social Democratic Party of Finland,1303,"1983, 1987, 1991,
1995, 1999, 2003,
2007, 2011, 2015,
2019",FIN-SDP,FALSE
FIN,parliament,SEP (1999),Suomen Elakelaisten Puolue,Finnish Pensioners’ Party,1573,1987,FIN-SEP (1999),FALSE
FIN,ep,KIPU,"Kirjava ""Puolue"" - Elonkehan Puolesta",Ecological Party the Greens,1223,1999,FIN-KIPU,FALSE
FIN,ep,NUORS,Nuorsuomalaiset,Young Finns,856,1996,FIN-NUORS,FALSE
FIN,ep,VAS,Vasemmistoliitto,Left Alliance,1044,"1996, 1999, 2004,
2009, 2014, 2019",FIN-VAS,FALSE
FIN,ep,VEU,Vaihtoehto EU:Lle,Anti-EU Movement,6128,1996,FIN-VEU,FALSE
FIN,ep,VIHR,Vihrea Liitto,Green League,479,"1996, 1999, 2004,
2009, 2014, 2019",FIN-VIHR,FALSE
FRA,parliament,DIV,other,other,1898,"1993, 1997, 2017",FRA-DIV,FALSE
FRA,parliament,ECO,Aujour'hui l'Ecologie,Ecology Today,5953,2017,FRA-ECO,FALSE
FRA,parliament,FG,Front de Gauche,Left Front,4363,2012,FRA-FG,FALSE
FRA,parliament,FI,La France Insoumise,Unbowed France,5858,2017,FRA-FI,FALSE
FRA,parliament,FN,Front National / Rassemblement national,National Front / National Rally,433,"1993, 1997, 2002,
2012, 2017, 2007",FRA-FN,FALSE
FRA,parliament,GE++,Generation ecologie,Ecology Generation,1273,"1993, 2002",FRA-GE++,FALSE
FRA,parliament,LCR,Ligue communiste revolutionnaire,Revolutionary Communist League,1506,2002,FRA-LCR,FALSE
FRA,parliament,LES VERTS,Les Verts,Greens,1108,2007,FRA-LES VERTS,FALSE
FRA,parliament,MAJ,Parti de la Majorite presidentielle,Party of Presidential Majority,3157,"1993, 2007",FRA-MAJ,FALSE
FRA,parliament,NCE,Nouveau centre,New Centre,1255,2012,FRA-NCE,FALSE
FRA,parliament,OTHER FAR-LEFT,extreme gauche,other far-left,1594,"1993, 1997, 2007",FRA-OTHER FAR-LEFT,FALSE
FRA,parliament,OTHER LEFT,divers gauche,other left,126,"2007, 1997, 2002,
2012, 2017",FRA-OTHER LEFT,FALSE
FRA,parliament,OTHER RIGHT,divers droite,other right,1776,"1993, 1997, 2002,
2007, 2012, 2017",FRA-OTHER RIGHT,FALSE
FRA,parliament,PCF,Parti communiste francaise,French Communist Party,1251,"2017, 2007, 1993,
1997, 2002",FRA-PCF,FALSE
FRA,parliament,PRG,Parti radical de gauche,Radical Party of the Left,1783,"1997, 2002, 2007,
2012",FRA-PRG,FALSE
FRA,parliament,PRV,Parti radical [socialiste],Radical [Socialist] Party,14,2012,FRA-PRV,FALSE
FRA,parliament,PS,Parti socialiste,Socialist Party,1478,"1993, 1997, 2002",FRA-PS,FALSE
FRA,parliament,REM,La Republique En Marche!,The Republic Onwards!,5857,2017,FRA-REM,FALSE
FRA,parliament,SOC,Parti socialiste,Socialist Party,1478,"2012, 2017",FRA-SOC,FALSE
FRA,parliament,SOCIALISTE,Parti socialiste,Socialist Party,1478,2007,FRA-SOCIALISTE,FALSE
FRA,parliament,UDF,Union pour la democratie francaise,Union for French Democracy,213,"1993, 1997, 2002",FRA-UDF,FALSE
FRA,parliament,UDF-MOUVEMENT DEMOCRATE,Union pour la democratie francaise,Union for French Democracy,,2007,FRA-UDF-MOUVEMENT DEMOCRATE,FALSE
FRA,parliament,UDI,Union des democrates et independants,Union of Democrats and Independents,3229,2017,FRA-UDI,FALSE
FRA,parliament,UMP,Union pour un mouvement populaire,Union for a Popular Movement,8168,"2017, 2002, 2012,
2007",FRA-UMP,FALSE
FRA,parliament,VEC,Europe Ecologie - Les Verts,Europe Ecology - The Greens,5650,2012,FRA-VEC,FALSE
FRA,parliament,VERTS,Les Verts,Greens,1108,"1993, 1997, 2002",FRA-VERTS,FALSE
FRA,ep,,divers ecologistes,other greens,8657,"2009, 2014",FRA-ALLIANCE ECOLOGISTE INDEPENDANTE,FALSE
FRA,ep,CPNT,"Chasse, peche, nature, traditions","Hunting, Fishing, Nature, Tradition",1313,"1994, 1999, 2004",FRA-CPNT,FALSE
FRA,ep,DLF,Debout la France,France Arise,3207,"2009, 2014",FRA-DLF,FALSE
FRA,ep,EUROPE ECOLOGIE,Europe Ecologie - Les Verts,Europe Ecology - The Greens,5650,"2009, 2014, 2019",FRA-EUROPE ECOLOGIE,FALSE
FRA,ep,GE,Generation ecologie,Ecology Generation,1273,1994,FRA-GE,FALSE
FRA,ep,LA FRANCE INSOUMISE,La France Insoumise,Unbowed France,5858,2019,FRA-LA FRANCE INSOUMISE,FALSE
FRA,ep,LO,Lutte ouvriere,Workers' Struggle,617,"1994, 2014",FRA-LO,FALSE
FRA,ep,LO-LCR,Ligue communiste revolutionnaire,Revolutionary Communist League,1506,"1999, 2004",FRA-LO-LCR,FALSE
FRA,ep,MODEM,Mouvement democrate,Democratic Movement,496,2009,FRA-MODEM,FALSE
FRA,ep,MPF,Mouvement pour la France,Movement for France,364,2004,FRA-MPF,FALSE
FRA,ep,MRG,Parti radical de gauche,Radical Party of the Left,1783,1994,FRA-MRG,FALSE
FRA,ep,NPA,Nouveau Parti Anticapitaliste,New Anticapitalist Party,6684,2009,FRA-NPA,FALSE
FRA,ep,PARTI ANIMALISTE,Parti animaliste,Animalist Party,7343,2019,FRA-PARTI ANIMALISTE,FALSE
FRA,ep,LA REPUBLIQUE EN MARCHE,La Republique En Marche!,The Republic Onwards!,5857,2019,FRA-LA REPUBLIQUE EN MARCHE,FALSE
FRA,ep,UDI-MODEM,Union des democrates et independants,Union of Democrats and Independents,3229,2014,FRA-UDI-MODEM,FALSE
DEU,parliament,AFD,Alternative fur Deutschland,Alternative for Germany,1976,"2013, 2017",DEU-AFD,FALSE
DEU,parliament,B90/GR,Bundnis 90 / Grune - BurgerInnenbewegu ng,"Greens / Alliance 90 -
- Citizens' Movement [East Germany]",865,1990,DEU-B90/GR,FALSE
DEU,parliament,CDU,Christlich Demokratische Union,Christian Democratic Union,1375,"1990, 1994, 1998,
2002, 2005, 2009,
2013, 2017",DEU-CDU,FALSE
DEU,parliament,CSU,Christlich Soziale Union,Christian Social Union,1731,"1990, 1994, 1998,
2002, 2005, 2009,
2013, 2017",DEU-CSU,FALSE
DEU,parliament,DIE LINKE,Die Linke,The Left,1545,"2009, 2013, 2017",DEU-DIE LINKE,FALSE
DEU,parliament,FDP,Freie Demokratische Partei,Free Democratic Party,573,"1990, 1994, 1998,
2002, 2005, 2009,
2013, 2017",DEU-FDP,FALSE
DEU,parliament,GRUNE,Bundnis 90 / Die Grunen,Alliance 90 / Greens,1816,"1990, 1994, 1998,
2002, 2005, 2009,
2013, 2017",DEU-GRUNE,FALSE
DEU,parliament,NPD,Nationaldemokratisc he Partei Deutschlands,National Democratic Party,1723,"2005, 2009",DEU-NPD,FALSE
DEU,parliament,PDS,Partei des Demokratischen Sozialismus,Party for Democratic Socialism,86,"1990, 1994, 1998,
2002, 2005",DEU-PDS,FALSE
DEU,parliament,PIRATEN,Piratenpartei Deutschland,German Pirate Party,1287,"2009, 2013",DEU-PIRATEN,FALSE
DEU,parliament,REP,Die Republikaner,The Republicans,720,"1990, 1994, 1998",DEU-REP,FALSE
DEU,parliament,SPD,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,383,"1990, 1994, 1998,
2002, 2005, 2009,
2013, 2017",DEU-SPD,FALSE
DEU,ep,B90/GRU,Bundnis 90 / Die Grunen,Alliance 90 / Greens,1816,"1994, 1999, 2004",DEU-B90/GRU,FALSE
DEU,ep,CDU/CSU,"Christlich Demokratische Union / Christlich
Soziale Union","Christian Democratic Union / Christian Social
Union",211,"1994, 1999, 2004",DEU-CDU/CSU,FALSE
DEU,ep,DIE PARTEI,Die PARTEI,THE PARTY,6126,2019,DEU-DIE PARTEI,FALSE
DEU,ep,FREIE WAHLER,Freie Wahler,Free Voters,1090,"2014, 2019",DEU-FREIE WAHLER,FALSE
DEU,ep,FW,Freie Wahler,Free Voters,1090,2009,DEU-FW,FALSE
DEU,ep,GRAUE,"Die Grauen - Graue
Panther","The Grays - Gray
Panthers",1652,2004,DEU-GRAUE,FALSE
DEU,ep,LINKE,Die Linke,The Left,1545,2009,DEU-LINKE,FALSE
DEU,ep,TIERSCHUTZPARTEI,Tierschutzpartei,Animal Welfare Party,749,"2009, 2014, 2019",DEU-TIERSCHUTZPARTEI,FALSE
GRC,parliament,AE,Anexartitoi Ellines,Independent Greeks,1651,"2012, 2015",GRC-AE,FALSE
GRC,parliament,ANOIX,Politiki Anixi,Political Spring,312,"1993, 1996",GRC-ANOIX,FALSE
GRC,parliament,CHRYSI.AYGI,Laikos Syndesmos / Chrysi Avgi,"People’s Association
/ Golden Dawn",1660,"2012, 2015, 2019",GRC-CHRYSI.AYGI,FALSE
GRC,parliament,DIKKI,Dimokratiko Koinoniko Kinima,Democratic Social Movement,1682,"1996, 2000, 2004",GRC-DIKKI,FALSE
GRC,parliament,DIMAR,Dimokratiki Aristera,Democratic Left,1160,2012,GRC-DIMAR,FALSE
GRC,parliament,ELLINIKI LYSI,Elliniki Lisi,Greek Solution,7347,2019,GRC-ELLINIKI LYSI,FALSE
GRC,parliament,EN.KENT,Enosi Kentroon,Union of Centrists,2510,"2015, 2019",GRC-EN.KENT,FALSE
GRC,parliament,KIN.AL.,Kinima Allagis,Movement for Change,7909,2019,GRC-KIN.AL.,FALSE
GRC,parliament,KKE,Kommounistiko Komma Elladas,Communist Party of Greece,48,"1993, 1996, 2000,
2004, 2007, 2009,
2012, 2015, 2019",GRC-KKE,FALSE
GRC,parliament,LA.O.S,Laikos Orthodoxos Synagermos,Popular Orthodox Rally,965,"2004, 2007, 2009,
2012",GRC-LA.O.S,FALSE
GRC,parliament,LAE,Laiki Enotita,Popular Unity,4512,2015,GRC-LAE,FALSE
GRC,parliament,MERA25,European Realistic Disobedience Front [MeRa25],European Realistic Disobedience Front [MeRa25],7348,2019,GRC-MERA25,FALSE
GRC,parliament,ND,Nea Dimokratia,New Democracy,794,"1990, 1993, 1996,
2000, 2004, 2007,
2009, 2012, 2015,
2019",GRC-ND,FALSE
GRC,parliament,OIK.PRAS,Oikologoi Prasinoi,Ecologist Greens,378,"2007, 2009",GRC-OIK.PRAS,FALSE
GRC,parliament,PASOK,Panellinio Sosialistiko Kinima,Panhellenic Socialist Movement,1468,"1990, 1993, 1996,
2000, 2004, 2007,
2009, 2012",GRC-PASOK,FALSE
GRC,parliament,POTAMI,To Potami,The River,3118,2015,GRC-POTAMI,FALSE
GRC,parliament,SYN,Synaspismos tis Aristeras,Coalition of the Left,516,"1990, 1993, 1996,
2000, 2004",GRC-SYN,FALSE
GRC,parliament,SYRIZA,Synaspismos Rizospastikis Aristeras,Coalition of the Radical Left,301,"2007, 2009, 2012,
2015, 2019",GRC-SYRIZA,FALSE
GRC,parliament,XANA,Dimiourgia Xana,Recreate Greece,471,2012,GRC-XANA,FALSE
GRC,ep,Course of Freedom,Laiki Enotita,Popular Unity,4512,2019,GRC-Course of Freedom,FALSE
GRC,ep,DIANA,Dimokratiki Ananeosi,Democratic Renewal,648,1994,GRC-DIANA,FALSE
GRC,ep,Golden Dawn,Laikos Syndesmos / Chrysi Avgi,"People's Association
/ Golden Dawn",1660,"2014, 2019",GRC-Golden Dawn,FALSE
GRC,ep,"Greece, the Other Way",Ellada - O Allos Dromos,"Greece, the Other Way",7346,2019,"GRC-Greece, the Other Way",FALSE
GRC,ep,Greek European Citizens,Ellines Eyropaioi Polites,Greek European Citizens,3120,2014,GRC-Greek European Citizens,FALSE
GRC,ep,Greek Solution,Elliniki Lisi,Greek Solution,7347,2019,GRC-Greek Solution,FALSE
GRC,ep,KEK,Komma Ellenon Kynegon,Party of Greek Hunters,2508,2009,GRC-KEK,FALSE
GRC,ep,KINAL,Kinima Allagis,"Movement for
Change",7909,2019,GRC-KINAL,FALSE
GRC,ep,LAOS,Laikos Orthodoxos Synagermos,Popular Orthodox Rally,965,"2004, 2009, 2014,
2019",GRC-LAOS,FALSE
GRC,ep,POLAN,Politiki Anixi,Political Spring,312,"1994, 1999",GRC-POLAN,FALSE
GRC,ep,The Liberals,Oi Fileleftheroi,The Liberals,2509,1999,GRC-The Liberals,FALSE
HUN,parliament,ASZ,Agrarszovetseg,Agrarian Alliance,1132,"1990, 1994",HUN-ASZ,FALSE
HUN,parliament,DK,Demokratikus Koalicio,Democratic Coalition,,2018,HUN-DK,FALSE
HUN,parliament,FIDESZ,Fidesz - Magyar Polgari Szovetseg,Fidesz – Hungarian Civic Alliance,1691,"1990, 1994, 1998,
2002, 2006, 2010",HUN-FIDESZ,FALSE
HUN,parliament,FIDESZ-KDNP,Fidesz - Hungarian Civic Alliance -- Christian Democratic People's Party,Alliance of Hungarian Solidarity,6366,"2014, 2018",HUN-FIDESZ-KDNP,FALSE
HUN,parliament,FKGP,Fuggetlen Kisgazdapart,Independent Smallholders Party (1988),1294,"1990, 1994, 1998",HUN-FKGP,FALSE
HUN,parliament,HVK,Hazafias Valasztasi Koalicio,Patriotic Elections Coalition,1323,1990,HUN-HVK,FALSE
HUN,parliament,JOBBIK,Jobbik Magyarorszagert Mozgalom,Movement for a Better Hungary,42,"2010, 2014, 2018",HUN-JOBBIK,FALSE
HUN,parliament,KDNP,Keresztenydemokrata Neppart,Christian Democratic People's Party,1412,"1990, 1994, 1998",HUN-KDNP,FALSE
HUN,parliament,KP-CONS,Koztarsasag Part,Republican Party,3795,1994,HUN-KP-CONS,FALSE
HUN,parliament,LMP,Lehet Mas a Politika,Politics Can Be Different,1650,"2010, 2014, 2018",HUN-LMP,FALSE
HUN,parliament,MDF,Magyar Demokrata Forum,Hungarian Democratic Forum,1697,"1990, 1994, 1998,
2006, 2010",HUN-MDF,FALSE
HUN,parliament,MIEP,Magyar Igazsag es Elet Partja,Hungarian Justice and Life Party,1597,"1994, 1998, 2002",HUN-MIEP,FALSE
HUN,parliament,MIEP-JOBBIK,MIEP-Jobbik a Harmadik Ut partszovetseg,MIÉP–Jobbik Third Way Alliance of Parties,8264,2006,HUN-MIEP-JOBBIK,FALSE
HUN,parliament,MKKP,Magyar Ketfarku Kutya Part,Hungarian Two-tailed Dog Party,6129,2018,HUN-MKKP,FALSE
HUN,parliament,MOMENTUM,Momentum Mozgalom,Momentum Movement,8249,2018,HUN-MOMENTUM,FALSE
HUN,parliament,MSZDP,Magyarorszagi Szocialdemokrata Part,Social Democratic Party of Hungary (1989),1726,1990,HUN-MSZDP,FALSE
HUN,parliament,MSZMP,Magyar Szocialista Part,Hungarian Socialist Party,299,1990,HUN-MSZMP,FALSE
HUN,parliament,MSZP,Magyar Szocialista Part,Hungarian Socialist Party,1408,"1990, 1994, 1998,
2002, 2006, 2010",HUN-MSZP,FALSE
HUN,parliament,MUNKASPART,Magyar Kommunista Munkaspart,Hungarian Communist Workers' Party,859,"1994, 1998, 2002",HUN-MUNKASPART,FALSE
HUN,parliament,OMC,alliance,alliance,3948,2002,HUN-OMC,FALSE
HUN,parliament,SZDSZ,Szabad Demokratak Szovetsege,Alliance of Free Democrats,910,"1990, 1994, 1998,
2002, 2006",HUN-SZDSZ,FALSE
HUN,parliament,UNITY,Osszefogas,Unity,8265,2014,HUN-UNITY,FALSE
HUN,parliament,VP,Vallalkozok Partja Egyesulet,Entrepreneurs' Party,184,1990,HUN-VP,FALSE
IRL,parliament,CATHOLIC DEMOCRATS,National Party,National Party,2053,1997,IRE-CATHOLIC DEMOCRATS,FALSE
IRL,parliament,DEMOCRATIC LEFT,Democratic Left,Democratic Left,1172,"1992, 1997",IRE-DEMOCRATIC LEFT,FALSE
IRL,parliament,FF,Fianna Fail,Fianna Fail – The Republican Party,1055,"1992, 1997, 2002,
2007, 2011, 2016,
2020",IRE-FF,FALSE
IRL,parliament,FG,Fine Gael,Fine Gael (Familiy of the Irish),1288,"1992, 1997, 2002,
2007, 2011, 2016,
2020",IRE-FG,FALSE
IRL,parliament,GREEN,Green Party- Comhaontas Glas,Green Party,1775,"1997, 2002, 2007,
2011, 2016, 2020",IRE-GREEN,FALSE
IRL,parliament,LABOUR,Pairti Lucht Oibre,Labour Party,562,"1992, 1997, 2002,
2007, 2011, 2016,
2020",IRE-LABOUR,FALSE
IRL,parliament,PD,An Pairti Daonlathach,Progressive Democrats,924,"1992, 1997, 2002,
2007",IRE-PD,FALSE
IRL,parliament,RENUA,Renua Ireland,Renua Ireland,4869,2016,IRE-RENUA,FALSE
IRL,parliament,SD,Daonlathaigh Shoisialta,Social Democrats,4870,"2016, 2020",IRE-SD,FALSE
IRL,parliament,SF,Sinn Fein (Provisional),Sinn Fein (Provisional),4,"1997, 2002, 2007,
2011, 2016, 2020",IRE-SF,FALSE
IRL,parliament,SOCIALIST PARTY,Pairti Soisialach,Socialist Party,1448,"2011, 2016",IRE-SOCIALIST PARTY,FALSE
IRL,parliament,SOLIDARITY-PBP,Solidarity-People Before Profit,Solidarity–People Before Profit,8241,"2016, 2020",IRE-SOLIDARITY-PBP,FALSE
IRL,ep,DDI,Direct Democracy Ireland,Direct Democracy Ireland,3209,2014,IRE-DDI,FALSE
IRL,ep,DL,Democratic Left,Democratic Left,1172,1994,IRE-DL,FALSE
IRL,ep,GP,Green Party- Comhaontas Glas,Green Party,1775,"1994, 1999, 2004,
2009, 2014, 2019",IRE-GP,FALSE
IRL,ep,I4C,Neamhspleaigh ar son an Athraithe,Independents 4 Change,8181,2019,IRE-I4C,FALSE
IRL,ep,IND.,independent,independent,2735,"2009, 2014, 2019",IRE-IND.,FALSE
IRL,ep,LAB,Pairti Lucht Oibre,Labour Party,562,"2014, 2019",IRE-LAB,FALSE
IRL,ep,LIB,Libertas Ireland,Libertas Ireland,880,2009,IRE-LIB,FALSE
IRL,ep,LP,Pairti Lucht Oibre,Labour Party,562,"1994, 1999, 2004,
2009",IRE-LP,FALSE
IRL,ep,PBP,People Before Profit Alliance,People Before Profit Alliance,242,2014,IRE-PBP,FALSE
IRL,ep,SP,Pairti Soisialach,Socialist Party,1448,"2009, 2014",IRE-SP,FALSE
IRL,ep,SPBP,Solidarity - People Before Profit,Solidarity - People Before Profit,8241,2019,IRE-SPBP,FALSE
IRL,ep,WP,Pairti na nOibrithe,Workers Party,208,1994,IRE-WP,FALSE
ITA,parliament,ALLEANZA DEMOCRATICA,Alleanza Democratica,Democratic Alliance,614,1994,ITA-ALLEANZA DEMOCRATICA,FALSE
ITA,parliament,ALLEANZA NAZIONALE,Alleanza Nazionale,National Alliance,813,"1994, 1996, 2001,
2006",ITA-ALLEANZA NAZIONALE,FALSE
ITA,parliament,CCD-CDU,Centro Cristiano Democratico  / Cristiani Democratici Uniti (Biancofiore),Christian Democratic Center / United Christian Democrats (White Flower),962,"1996, 2001",ITA-CCD-CDU,FALSE
ITA,parliament,COMUNISTI ITALIANI,Partito dei Comunisti Italiani,Party of Italian Communists,1635,"2001, 2006",ITA-COMUNISTI ITALIANI,FALSE
ITA,parliament,DC,Democrazia Cristiana,Christian Democrats,934,1992,ITA-DC,FALSE
ITA,parliament,DEMOCRATICI SINISTRA,Democratici di Sinistra,Democrats of the Left,878,2001,ITA-DEMOCRATICI SINISTRA,FALSE
ITA,parliament,DEMOCRAZIA EUROPEA,Democrazia Europea,European Democracy,1327,2001,ITA-DEMOCRAZIA EUROPEA,FALSE
ITA,parliament,,Lista di Pietro -- Italia del Valori,List Di Pietro -- Italy of Values,768,"2006, 2008",ITA-DI PIETRO ITALIA DEI VALORI,FALSE
ITA,parliament,,Fermare il Declino,Stop the Decline,2279,2013,ITA-FARE PER FERMARE IL DECLINO,FALSE
ITA,parliament,FEDERAZIONE DEI VERDI,Federazione dei Verdi,Federation of the Greens,851,"1992, 1994, 1996,
2006",ITA-FEDERAZIONE DEI VERDI,FALSE
ITA,parliament,FORZA ITALIA,Forza Italia,Go Italy,1626,"1994, 1996, 2001,
2006, 2018",ITA-FORZA ITALIA,FALSE
ITA,parliament,FRATELLI D'ITALIA,Fratelli d'Italia,Brothers of Italy,2280,"2013, 2018",ITA-FRATELLI D'ITALIA,FALSE
ITA,parliament,IL GIRASOLE,Il Girasole,Greens and Social Democrats,1782,2001,ITA-IL GIRASOLE,FALSE
ITA,parliament,IL POPOLO DELLA LIBERTA',Il Popolo della Liberta,The People of Freedom,365,"2008, 2013",ITA-IL POPOLO DELLA LIBERTA',FALSE
ITA,parliament,L'ULIVO,L'Ulivo,The Olive Tree,1737,2006,ITA-L'ULIVO,FALSE
ITA,parliament,,Fiamma Tricolore,Fiamma Tricolore,1101,2008,ITA-LA DESTRA - FIAMMA TRICOLORE,FALSE
ITA,parliament,LA MARGHERITA,"Democrazia e Liberta
- La Margherita",Democracy is Freedom -- The Daisy,279,2001,ITA-LA MARGHERITA,FALSE
ITA,parliament,LA RETE-MOV.DEM.,La Rete / Movimento per la Democrazia,The Network / Movement for Democracy,131,"1992, 1994",ITA-LA RETE-MOV.DEM.,FALSE
ITA,parliament,LA ROSA NEL PUGNO,Rosa nel Pugno,Rose in the Fist,1711,2006,ITA-LA ROSA NEL PUGNO,FALSE
ITA,parliament,LA SINISTRA L'ARCOBALENO,Sinistra Italiana,Italian Left,1212,2008,ITA-LA SINISTRA L'ARCOBALENO,FALSE
ITA,parliament,LEGA LOMBARDA,Liga Lombarda,Lombard League,744,1992,ITA-LEGA LOMBARDA,FALSE
ITA,parliament,LEGA NORD,Lega Nord,North League,1221,"2018, 1994, 1996,
2001, 2006, 2008,
2013",ITA-LEGA NORD,FALSE
ITA,parliament,LISTA DI PIETRO,Lista di Pietro -- Italia del Valori,List Di Pietro -- Italy of Values,768,2001,ITA-LISTA DI PIETRO,FALSE
ITA,parliament,LISTA PANNELLA,Lista PanneIIa,Pannella List,3742,"1992, 1994",ITA-LISTA PANNELLA,FALSE
ITA,parliament,MOVIMENTO 5 STELLE,Movimento 5 Stelle,Five Star Movement,2046,"2018, 2013",ITA-MOVIMENTO 5 STELLE,FALSE
ITA,parliament,,Movimento per l'Autonomia,Movement for Autonomy,1045,2008,ITA-MOVIMENTO PER L'AUTONOMIA ALL.PER IL SUD,FALSE
ITA,parliament,MSI-DN,Movimento Sociale Italiano / Movimento sociale italiano- Destra nazionale,Italian Social Movement / Italian Social Movement- National Right,1696,1992,ITA-MSI-DN,FALSE
ITA,parliament,P.POPOLARE ITALIANO,Partito Popolare Italiano,Italian People's Party,1701,1994,ITA-P.POPOLARE ITALIANO,FALSE
ITA,parliament,PANNELLA-BONINO,Lista Bonino,Bonino List,2134,2001,ITA-PANNELLA-BONINO,FALSE
ITA,parliament,PARTITO DEMOCRATICO,Partito Democratico,Democratic Party,802,"2008, 2013, 2018",ITA-PARTITO DEMOCRATICO,FALSE
ITA,parliament,PATTO SEGNI,Patto Segni,Segni Pact,688,1994,ITA-PATTO SEGNI,FALSE
ITA,parliament,PDS,Partito Democratico della Sinistra,Democratic Party of the Left,8054,"1992, 1994, 1996",ITA-PDS,FALSE
ITA,parliament,PLI,Partito Liberale Italiano,Italian Liberal Party,1461,1992,ITA-PLI,FALSE
ITA,parliament,PRI,Partito Repubblicano Italiano,Italian Republican Party,394,1992,ITA-PRI,FALSE
ITA,parliament,PSDI,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,1126,1992,ITA-PSDI,FALSE
ITA,parliament,PSI,Partito Socialista Italiano,Italian Socialist Party,742,"1992, 1994",ITA-PSI,FALSE
ITA,parliament,RIFONDAZIONE COMUNISTA,Partito della Rifondazione Comunista,Communist Refoundation Party,1404,"1992, 1994, 1996,
2001, 2006",ITA-RIFONDAZIONE COMUNISTA,FALSE
ITA,parliament,RINNOVAMENTO IT- DINI,Rinnovamento Italiano,Italian Renewal,259,1996,ITA-RINNOVAMENTO IT- DINI,FALSE
ITA,parliament,RIVOLUZIONE CIVILE,Rivoluzione Civile,Civil Revolution,2277,2013,ITA-RIVOLUZIONE CIVILE,FALSE
ITA,parliament,,Scelta Civica,Civic Choice,2281,2013,ITA-SCELTA CIVICA CON MONTI PER L'ITALIA,FALSE
ITA,parliament,,Sinistra Ecologia Liberta,Left Ecology Freedom,7031,2013,ITA-SINISTRA ECOLOGIA LIBERTA',FALSE
ITA,parliament,U.D.EUR POPOLARI,Unione Democratici per l'Europa,Union of Democrats for Europe,115,2006,ITA-U.D.EUR POPOLARI,FALSE
ITA,parliament,UNIONE DI CENTRO,Unione di Centro,Union of the Centre,201,"2006, 2008, 2013",ITA-UNIONE DI CENTRO,FALSE
ITA,ep,ALTERNATIVA SOCIALE,Alternativa Sociale Mussolini,Social Alternative Mussolini,327,2004,ITA-ALTERNATIVA SOCIALE,FALSE
ITA,ep,CDU,"Cristiani
Democratici Uniti","United Christian
Democrats",763,1999,ITA-CDU,FALSE
ITA,ep,CENTRO CRIST.DEM.,Centro Cristiano Democratico,Christian Democratic Center,1767,1999,ITA-CENTRO CRIST.DEM.,FALSE
ITA,ep,DEM.PROL,Democrazia Proletaria,Proletarian Democracy,1429,1989,ITA-DEM.PROL,FALSE
ITA,ep,FED.DEI VERDI,Federazione dei Verdi,Federation of the Greens,851,"1989, 1994, 1999,
2004",ITA-FED.DEI VERDI,FALSE
ITA,ep,I DEMOCRATICI,I Democratici,Democracy,643,1999,ITA-I DEMOCRATICI,FALSE
ITA,ep,L.ANTIPROIB.DROG A,Lista Bonino,Bonino List,2134,1989,ITA-L.ANTIPROIB.DROG A,FALSE
ITA,ep,,L'Altra Europa con Tsipras,The Other Europe with Tsipras,6685,2014,ITA-L'ALTRA EUROPA CON TSIPRAS,FALSE
ITA,ep,LEGA LOMBARDA- A.NORD,Liga Lombarda,Lombard League,744,1989,ITA-LEGA LOMBARDA- A.NORD,FALSE
ITA,ep,LISTA EMMA BONINO,Lista Bonino,Bonino List,2134,"1999, 2004, 2009",ITA-LISTA EMMA BONINO,FALSE
