iso3country,party,speaker,date_first,date_last,party.facts.id
AUS,ÖVP,Elisabeth Gehrer,2003-01-23,2003-01-23,1329
AUS,SPÖ,Elisabeth Grossmann,2003-01-23,2017-10-04,1384
AUS,SPÖ,Elisabeth Hakel,2009-05-29,2017-10-13,1384
AUS,SPÖ,Elisabeth Hlavac,1996-01-31,2008-07-09,1384
AUS,BZÖ,Elisabeth Kaufmann-Bruckberger,2011-12-07,2012-07-06,599
AUS,independent,Elisabeth Kaufmann-Bruckberger,2012-10-05,2012-10-17,NA
AUS,STRONACH,Elisabeth Kaufmann-Bruckberger,2012-10-30,2013-03-21,1971
AUS,ÖVP,Elisabeth Köstinger,2017-11-09,2017-11-09,1329
AUS,ÖVP,Elisabeth Pfurtscheller,2014-01-29,2018-12-13,1329
AUS,SPÖ,Elisabeth Pittermann,1996-04-19,2000-12-06,1384
AUS,ÖVP,Elisabeth Scheucher-Pichler,2003-04-29,2006-07-13,1329
AUS,FPÖ,Elke Achleitner,2003-03-06,2006-04-27,463
AUS,BZÖ,Elke Achleitner,2006-05-23,2006-09-21,599
AUS,FPÖ,Elmar Lichtenegger,2003-03-06,2006-04-27,463
AUS,BZÖ,Elmar Lichtenegger,2006-05-23,2006-06-22,599
AUS,SPÖ,Elmar Mayer,2006-12-14,2017-10-13,1384
AUS,FPÖ,Elmar Podgorschek,2010-11-18,2015-09-24,463
AUS,SPÖ,Emmerich Schwemlein,1996-02-27,2002-09-20,1384
AUS,SPÖ,Erhard Koppler,1996-02-27,1999-07-14,1384
AUS,FPÖ,Erich L. Schreiner,1996-11-28,1998-05-12,463
AUS,BZÖ,Erich Tadler,2009-01-21,2009-12-10,599
AUS,independent,Erich Tadler,2010-05-20,2012-07-05,NA
AUS,STRONACH,Erich Tadler,2012-11-13,2013-09-25,1971
AUS,SPÖ,Erika Scharer,2003-02-26,2006-11-29,1384
AUS,FPÖ,Ernest Windholz,1999-12-15,2000-06-07,463
AUS,BZÖ,Ernest Windholz,2008-12-03,2013-07-04,599
AUS,ÖVP,Ernst Fink,1996-04-19,2002-09-19,1329
AUS,ÖVP,Ernst Gödl,2017-12-21,2018-12-13,1329
AUS,FPÖ,Erwin Angerer,2014-10-22,2018-12-11,463
AUS,ÖVP,Erwin Hornek,2000-05-17,2013-07-06,1329
AUS,SPÖ,Erwin Kaipel,1996-04-19,2013-07-06,1384
AUS,SPÖ,Erwin Niederwieser,1996-03-14,2008-07-09,1384
AUS,SPÖ,Erwin Preiner,2010-07-07,2018-12-13,1384
AUS,ÖVP,Erwin Rasinger,1996-04-19,2017-10-13,1329
AUS,SPÖ,Erwin Spindelberger,2003-02-26,2017-10-13,1384
AUS,Grüne,Eva Glawischnig-Piesczek,1999-11-18,2017-05-17,1659
AUS,SPÖ,Eva Maria Holzleitner,2018-01-31,2018-12-13,1384
AUS,Grüne,Eva Mückstein,2013-12-17,2017-10-13,1659
AUS,ÖVP,Eva-Maria Himmelbauer,2012-07-05,2018-12-13,1329
AUS,Grüne,Evelin Lichtenberger,1999-11-18,2004-07-07,1659
AUS,FPÖ,Evelyn Freigaßner,2001-04-04,2002-06-13,463
AUS,SPÖ,Ewald Nowotny,1996-01-31,1999-07-15,1384
AUS,SPÖ,Ewald Sacher,2009-01-22,2013-09-18,1384
AUS,FPÖ,Ewald Stadler,2006-10-30,2008-06-05,463
AUS,independent,Ewald Stadler,2008-09-12,2008-10-20,NA
AUS,BZÖ,Ewald Stadler,2008-10-28,2011-12-06,599
AUS,ÖVP,Ferdinand Maier,2003-02-26,2012-05-15,1329
AUS,STRONACH,Frank Stronach,2013-10-29,2014-01-29,1971
AUS,ÖVP,Franz Eßl,2003-03-26,2018-12-11,1329
AUS,ÖVP,Franz Glaser,2003-04-29,2013-07-06,1329
AUS,ÖVP,Franz Hörl,2006-12-14,2018-11-21,1329
AUS,FPÖ,Franz Hornegger,2000-03-02,2002-07-11,463
AUS,SPÖ,Franz Hums,1997-03-20,1999-05-20,1384
AUS,ÖVP,Franz Kampichler,1996-04-19,2002-06-12,1329
AUS,SPÖ,Franz Kirchgatterer,2006-11-29,2017-06-29,1384
AUS,FPÖ,Franz Koller,1996-04-19,1999-07-15,463
AUS,FPÖ,Franz Lafer,1996-02-27,1999-07-16,463
AUS,FPÖ,Franz Linser,1996-04-26,1996-04-26,463
AUS,FPÖ,Franz Löschnak,1996-07-10,1999-07-16,463
AUS,ÖVP,Franz Morak,1996-04-26,2008-09-25,1329
AUS,SPÖ,Franz Riepl,1996-04-26,2013-07-05,1384
AUS,ÖVP,Franz Stampler,1996-02-27,1999-07-14,1329
AUS,ÖVP,Franz Steindl,1996-03-14,2000-04-27,1329
AUS,ÖVP,Franz Windisch,2012-05-16,2013-07-06,1329
AUS,ÖVP,Franz Xaver Böhm,2003-03-26,2006-07-13,1329
AUS,ÖVP,Franz-Joseph Huainigg,2003-02-26,2017-09-20,1329
AUS,LIF,Friedhelm Frischenschlager,1996-01-31,1996-10-03,605
AUS,ÖVP,Friedrich König,1996-10-02,1999-06-18,1329
AUS,ÖVP,Friedrich Ofenauer,2014-02-25,2018-12-13,1329
AUS,SPÖ,Friedrich Verzetnitsch,1996-06-28,2006-02-13,1384
AUS,ÖVP,Fritz Grillitsch,2002-12-20,2017-04-27,1329
AUS,ÖVP,Fritz Neugebauer,1996-01-31,2013-09-18,1329
AUS,SPÖ,Fritz Verzetnitsch,1996-01-31,1996-05-07,1384
AUS,ÖVP,Gabriel Obernosterer,2007-01-17,2018-12-11,1329
AUS,Grüne,Gabriela Moser,1997-11-05,2017-10-13,1659
AUS,ÖVP,Gabriela Schwarz,2017-12-21,2018-12-13,1329
AUS,SPÖ,Gabriele Binder-Maier,1996-04-19,2013-07-06,1384
AUS,SPÖ,Gabriele Heinisch-Hosek,1999-12-15,2018-12-13,1384
AUS,ÖVP,Gabriele Tamandl,2003-06-10,2017-10-13,1329
AUS,ÖVP,Georg Keuschnigg,2003-03-06,2006-09-21,1329
AUS,SPÖ,Georg Oberhaidinger,1996-02-29,2006-09-21,1384
AUS,ÖVP,Georg Schwarzenberger,1996-01-31,2002-09-19,1329
AUS,ÖVP,Georg Strasser,2014-01-29,2018-12-13,1329
AUS,STRONACH,Georg Vetter,2013-11-20,2015-05-20,1971
AUS,ÖVP,Georg Vetter,2015-06-18,2017-09-20,1329
AUS,Grüne,Georg Willi,2013-12-17,2017-10-13,1659
AUS,ÖVP,Georg Wurmitzer,1996-03-20,1999-01-20,1329
AUS,BZÖ,Gerald Grosz,2008-12-03,2013-09-25,599
AUS,FPÖ,Gerald Hauser,2006-11-29,2018-12-13,463
AUS,SPÖ,Gerald Klug,2016-07-07,2017-09-20,1384
AUS,NEOS,Gerald Loacker,2013-11-20,2018-12-13,1970
AUS,SPÖ,Gerald Tychtl,1996-02-29,1999-07-14,1384
AUS,SPÖ,Gerhard Abraham,2002-06-12,2002-06-12,1384
AUS,FPÖ,Gerhard Bauer,1999-12-15,2002-06-13,463
AUS,FPÖ,Gerhard Deimek,2008-12-03,2018-12-13,463
AUS,FPÖ,Gerhard Fallent,1999-11-18,2002-07-11,463
AUS,FPÖ,Gerhard Hetzl,2000-11-28,2002-07-11,463
AUS,BZÖ,Gerhard Huber,2008-12-03,2013-09-25,599
AUS,FPÖ,Gerhard Kaniak,2018-03-22,2018-12-13,463
AUS,SPÖ,Gerhard Köfer,2007-04-24,2012-06-14,1384
AUS,independent,Gerhard Köfer,2012-11-13,2013-01-30,NA
AUS,FPÖ,Gerhard Kurzmann,1998-06-18,2010-09-22,463
AUS,SPÖ,Gerhard Reheis,1999-04-21,2008-06-07,1384
AUS,FPÖ,Gerhard Schmid,2014-01-29,2015-05-21,463
AUS,independent,Gerhard Schmid,2015-07-08,2017-10-04,NA
AUS,SPÖ,Gerhard Steier,2003-05-07,2010-05-20,1384
AUS,ÖVP,Gerhart Bruckmann,1999-12-15,2002-09-20,1329
AUS,FPÖ,Gernot Darmann,2006-11-17,2016-06-15,463
AUS,SPÖ,Gertraud Knoll,2008-01-31,2008-07-10,1384
AUS,ÖVP,Gertraud Salzmann,2018-06-13,2018-12-13,1329
AUS,ÖVP,Gertrude Aubauer,2006-11-17,2017-10-13,1329
AUS,ÖVP,Gertrude Brinek,1996-03-20,2008-07-10,1329
AUS,FPÖ,Gilbert Trattner,1996-01-31,2002-01-31,463
AUS,SPÖ,Gisela Wurm,1996-04-19,2017-10-13,1384
AUS,ÖVP,Gottfried Feurstein,1996-02-27,2002-09-19,1329
AUS,ÖVP,Gudrun Kugler,2018-03-21,2018-12-13,1329
AUS,SPÖ,Günter Kiermaier,1996-03-14,2002-09-20,1384
AUS,ÖVP,Günter Kößl,2000-04-27,2013-07-05,1329
AUS,ÖVP,Günter Puttinger,1996-01-31,2001-11-23,1329
AUS,ÖVP,Günter Stummvoll,1996-03-14,2013-09-25,1329
AUS,ÖVP,Günther Hütl,2003-06-04,2006-07-13,1329
AUS,SPÖ,Günther Kräuter,1996-01-31,2013-06-14,1384
AUS,FPÖ,Günther Kumpitsch,2015-06-17,2018-12-11,463
AUS,ÖVP,Günther Leiner,1996-04-26,2001-10-24,1329
AUS,ÖVP,Günther Platter,1996-02-29,2000-07-07,1329
AUS,SPÖ,Hannelore Buder,1996-04-19,1999-07-15,1384
AUS,FPÖ,Hannes Amesbauer,2018-03-21,2018-12-13,463
AUS,SPÖ,Hannes Bauer,2000-10-12,2008-09-25,1384
AUS,SPÖ,Hannes Fazekas,2007-01-30,2016-05-18,1384
AUS,ÖVP,Hannes Missethon,2003-05-07,2008-09-25,1329
AUS,SPÖ,Hannes Weninger,2008-06-05,2017-09-20,1384
AUS,LIF,Hans Helmut Moser,1996-02-29,1999-07-16,605
AUS,ÖVP,Hans Langreiter,2001-11-22,2006-07-13,1329
AUS,LIF,Hans Moser,2003-02-26,2004-05-06,605
AUS,FPÖ,Hans Müller,2000-01-26,2002-07-11,463
AUS,LIF,Hans Peter Haselsteiner,1996-01-15,1998-05-28,605
AUS,FPÖ,Hans Schöll,1996-01-31,1996-06-14,463
AUS,FPÖ,Hans Sevignani,1999-05-10,2002-06-12,463
AUS,FPÖ,Hans-Jörg Jenewein,2013-07-05,2018-12-11,463
AUS,FPÖ,Harald Fischl,1998-11-05,2000-09-21,463
AUS,FPÖ,Harald Jannach,2008-12-03,2017-06-07,463
AUS,FPÖ,Harald Ofner,1996-01-15,2002-09-20,463
AUS,FPÖ,Harald Stefan,2008-12-03,2018-12-13,463
AUS,FPÖ,Harald Trettenbrein,2001-11-23,2002-07-11,463
AUS,SPÖ,Harald Troch,2014-04-29,2018-12-13,1384
AUS,FPÖ,Harald Vilimsky,2006-10-30,2014-05-23,463
AUS,Grüne,Harald Walser,2008-12-03,2017-10-04,1659
AUS,SPÖ,Harry Rudolf Buchmayr,2011-05-18,2017-10-13,1384
AUS,FPÖ,Hartmann Lautenschlager,2008-07-09,2008-07-09,463
AUS,SPÖ,Hedwig Wechner,2008-07-09,2008-07-09,1384
AUS,LIF,Heide Schmidt,1996-01-31,1999-07-16,605
AUS,SPÖ,Heidemaria Onodi,1996-04-26,1998-02-25,1384
AUS,Grüne,Heidemarie Rest-Hinterseer,2003-03-06,2006-09-21,1659
AUS,FPÖ,Heidemarie Unterreiner,2008-12-03,2013-06-13,463
AUS,SPÖ,Heidrun Silhavy,1996-03-14,2013-06-12,1384
AUS,SPÖ,Heidrun Walther,2003-05-07,2006-05-24,1384
AUS,FPÖ,Heinz Anton Marolt,1998-06-16,1999-06-18,463
AUS,SPÖ,Heinz Fischer,1997-07-11,2003-12-03,1384
AUS,SPÖ,Heinz Gradwohl,1996-03-14,2006-07-13,1384
AUS,FPÖ,Heinz-Christian Strache,2006-10-30,2017-11-09,463
AUS,FPÖ,Heinz-Peter Hackl,2009-10-22,2014-06-13,463
AUS,Grüne,Helene Jarmer,2009-07-10,2010-03-25,1659
AUS,FPÖ,Helene Partik-Pablé,1996-03-14,2006-04-27,463
AUS,BZÖ,Helene Partik-Pablé,2006-05-23,2006-09-21,599
AUS,SPÖ,Helga Konrad,1997-04-10,1999-07-14,1384
AUS,ÖVP,Helga Machne,2003-03-26,2006-09-21,1329
AUS,SPÖ,Helmut Dietachmayr,1996-02-29,2002-09-19,1384
AUS,FPÖ,Helmut Haigermoser,1996-01-31,2002-01-31,463
AUS,ÖVP,Helmut Kukacka,1996-02-29,2008-09-25,1329
AUS,LIF,Helmut Peter,1996-01-31,1999-07-15,605
AUS,FPÖ,Herbert Haupt,1996-01-31,2005-04-07,463
AUS,BZÖ,Herbert Haupt,2005-04-27,2006-01-25,599
AUS,SPÖ,Herbert Kaufmann,1996-03-20,1999-06-18,1384
AUS,FPÖ,Herbert Kickl,2006-11-17,2017-11-09,463
AUS,FPÖ,Herbert L. Graf,1999-11-18,2002-07-11,463
AUS,FPÖ,Herbert Scheibner,1996-02-29,2006-04-27,463
AUS,BZÖ,Herbert Scheibner,2006-05-08,2013-09-18,599
AUS,ÖVP,Heribert Donnerbauer,2001-10-24,2012-07-05,1329
AUS,FPÖ,Hermann Böhacker,1996-01-31,2002-09-20,463
AUS,FPÖ,Hermann Brückl,2015-11-12,2018-12-11,463
AUS,ÖVP,Hermann Gahr,2000-03-02,2018-12-11,1329
AUS,SPÖ,Hermann Krist,2003-05-07,2018-12-13,1384
AUS,ÖVP,Hermann Kröll,1996-03-14,1999-07-15,1329
AUS,SPÖ,Hermann Lipitsch,2009-02-27,2017-10-13,1384
AUS,FPÖ,Hermann Mentil,1996-04-19,1998-05-12,463
AUS,independent,Hermann Mentil,1999-05-20,1999-07-14,NA
AUS,FPÖ,Hermann Reindl,2000-03-21,2002-09-19,463
AUS,ÖVP,Hermann Schultes,2000-09-20,2017-10-13,1329
AUS,ÖVP,Herta Mikesch,2003-05-07,2008-07-08,1329
AUS,FPÖ,Holger Bauer,1996-03-14,1999-07-16,463
AUS,FPÖ,Hubert Fuchs,2013-12-03,2017-12-13,463
AUS,SPÖ,Hubert Kuzdas,2006-11-29,2015-07-07,1384
AUS,FPÖ,Ilse Burket,2000-04-27,2002-06-13,463
AUS,SPÖ,Ilse Mertel,1996-01-31,2002-09-19,1384
AUS,SPÖ,Inge Jäger,1996-02-29,2002-05-22,1384
AUS,ÖVP,Ingrid Turkovic-Wendl,1996-03-14,2006-06-22,1329
AUS,SPÖ,Irene Hochstetter-Lackner,2018-02-28,2018-11-21,1384
AUS,SPÖ,Irene Szep,2013-04-22,2013-06-13,1384
AUS,NEOS,Irmgard Griss,2017-11-09,2018-12-13,1970
AUS,SPÖ,Irmtraut Karlsson,1996-04-19,1999-07-14,1384
AUS,ÖVP,Jakob Auer,1996-02-29,2017-10-13,1329
AUS,FPÖ,Jakob Pistotnig,2000-03-02,2001-07-06,463
AUS,STRONACH,Jessi Lintl,2014-02-24,2015-07-17,1971
AUS,independent,Jessi Lintl,2015-09-01,2015-12-10,NA
AUS,FPÖ,Jessi Lintl,2016-03-17,2018-12-13,463
AUS,ÖVP,Jochen Pack,2003-05-07,2013-07-05,1329
AUS,FPÖ,Johann Ewald Stadler,1996-01-31,1999-04-21,463
AUS,ÖVP,Johann Georg Schelling,2007-04-24,2008-07-09,1329
AUS,FPÖ,Johann Gudenus,2017-12-21,2018-12-13,463
AUS,SPÖ,Johann Hechtl,2009-02-27,2017-10-13,1384
AUS,SPÖ,Johann Hell,2008-07-10,2017-10-13,1384
AUS,ÖVP,Johann Höfinger,2007-03-07,2018-12-13,1329
AUS,ÖVP,Johann Kurzbauer,1996-04-19,2006-07-13,1329
AUS,ÖVP,Johann Ledolter,2003-06-10,2006-07-13,1329
AUS,ÖVP,Johann Loos,2000-05-10,2002-07-11,1329
AUS,SPÖ,Johann Maier,1996-04-19,2013-07-06,1384
AUS,SPÖ,Johann Moser,2004-06-16,2006-07-13,1384
AUS,ÖVP,Johann Rädler,2003-06-04,2018-12-11,1329
AUS,ÖVP,Johann Schuster,1996-03-21,1999-07-16,1329
AUS,ÖVP,Johann Singer,2009-01-21,2018-12-13,1329
AUS,SPÖ,Johann Stippel,1996-03-14,1999-05-20,1384
AUS,ÖVP,Johanna Jachs,2017-12-13,2018-12-13,1329
AUS,ÖVP,Johanna Mikl-Leitner,2000-03-21,2002-07-11,1329
AUS,FPÖ,Johannes Hübner,2008-12-03,2017-09-20,463
AUS,SPÖ,Johannes Jarolim,1997-04-16,2018-11-21,1384
AUS,ÖVP,Johannes Rauch,2014-02-25,2017-06-29,1329
AUS,ÖVP,Johannes Schmuckenschlager,2009-02-27,2018-10-25,1329
AUS,ÖVP,Johannes Schweisgut,2000-05-11,2006-07-13,1329
AUS,Grüne,Johannes Voggenhuber,1996-01-15,1996-01-15,1659
AUS,ÖVP,Johannes Zweytick,1996-04-19,2008-07-08,1329
AUS,FPÖ,Jörg Haider,1996-01-15,1999-02-16,463
AUS,SPÖ,Jörg Leichtfried,2017-12-13,2018-12-13,1384
AUS,FPÖ,Josef A. Riemer,2010-12-01,2018-12-13,463
AUS,SPÖ,Josef Auer,2008-12-03,2013-07-04,1384
AUS,FPÖ,Josef Blasisker,2002-01-31,2002-06-12,463
AUS,SPÖ,Josef Broukal,2003-01-23,2008-09-25,1384
AUS,FPÖ,Josef Bucher,2003-02-26,2006-04-27,463
AUS,BZÖ,Josef Bucher,2006-05-23,2013-09-25,599
AUS,SPÖ,Josef Cap,1996-02-27,2017-07-13,1384
AUS,SPÖ,Josef Edler,1996-03-14,2002-06-13,1384
AUS,ÖVP,Josef Höchtl,1996-01-31,1999-07-16,1329
AUS,SPÖ,Josef Horn,2001-10-24,2002-07-11,1384
AUS,BZÖ,Josef Jury,2008-12-03,2009-12-10,599
AUS,independent,Josef Jury,2010-01-30,2010-11-18,NA
AUS,FPÖ,Josef Jury,2010-12-01,2013-07-06,463
AUS,ÖVP,Josef Lettenbichler,2008-12-10,2018-12-13,1329
AUS,FPÖ,Josef Meisinger,1996-04-19,1999-05-20,463
AUS,SPÖ,Josef Muchitsch,2006-12-14,2018-12-13,1384
AUS,ÖVP,Josef Mühlbachler,1996-02-27,2002-09-19,1329
AUS,ÖVP,Josef Pröll,2008-10-28,2008-11-25,1329
AUS,NEOS,Josef Schellhorn,2014-07-08,2018-12-13,1970
AUS,ÖVP,Josef Schrefel,1996-02-29,1999-07-15,1329
AUS,ÖVP,Josef Smolle,2018-03-21,2018-12-13,1329
AUS,FPÖ,Josef Trenk,1996-03-20,1996-07-11,463
AUS,ÖVP,Josef Trinkl,1996-04-19,2004-03-24,1329
AUS,ÖVP,Josef Winkler,2003-06-04,2006-07-14,1329
AUS,Grüne,Judith Schwentner,2008-12-03,2017-10-13,1659
AUS,Grüne,Julian Schmid,2013-11-20,2017-10-13,1659
AUS,SPÖ,Jürgen Schabhüttl,2015-07-17,2017-09-20,1384
AUS,FPÖ,Jutta Wochesländer,2000-09-05,2002-06-13,463
AUS,SPÖ,Kai Jan Krainer,2003-02-26,2018-12-11,1384
AUS,NEOS,Karin Doppelbauer,2017-04-26,2018-12-13,1970
AUS,SPÖ,Karin Greiner,2013-07-06,2018-12-11,1384
AUS,ÖVP,Karin Hakl,2000-03-22,2013-07-06,1329
AUS,FPÖ,Karin Praxmarer,1999-05-10,1999-07-14,463
AUS,SPÖ,Karl Dobnigg,1999-12-15,2008-04-10,1384
AUS,ÖVP,Karl Donabauer,1996-01-31,2013-07-05,1329
AUS,ÖVP,Karl Freund,1996-03-21,2008-07-09,1329
AUS,SPÖ,Karl Gerfried Müller,1996-04-19,1999-07-15,1384
AUS,ÖVP,Karl Mahrer,2017-12-21,2018-12-13,1329
AUS,ÖVP,Karl Maitz,1996-02-29,1999-07-14,1329
AUS,ÖVP,Karl Nehammer,2017-12-13,2018-12-11,1329
AUS,Grüne,Karl Öllinger,1996-01-31,2017-10-13,1659
AUS,SPÖ,Karl Schlögl,2000-02-10,2000-07-06,1384
AUS,FPÖ,Karl Schweitzer,1996-04-19,2003-02-26,463
AUS,LIF,Karl Smolle,1998-06-16,1999-07-15,605
AUS,ÖVP,Karl-Heinz Dernoscheg,2005-11-16,2006-07-13,1329
AUS,FPÖ,Karlheinz Klement,2006-11-29,2008-07-10,463
AUS,independent,Karlheinz Klement,2008-09-12,2008-09-12,NA
AUS,ÖVP,Karlheinz Kopf,1996-03-14,2018-12-13,1329
AUS,ÖVP,Karlheinz Töchterle,2014-02-24,2017-10-04,1329
AUS,ÖVP,Katharina Cortolezis-Schlager,2009-01-22,2013-07-06,1329
AUS,ÖVP,Katharina Horngacher,1996-03-21,1999-07-16,1329
AUS,SPÖ,Katharina Kucharowits,2013-11-20,2018-12-13,1384
AUS,SPÖ,Katharina Pfeffer,1999-11-18,2008-07-08,1384
AUS,STRONACH,Kathrin Nachbaur,2013-10-29,2015-07-07,1971
AUS,ÖVP,Kathrin Nachbaur,2015-09-01,2017-09-20,1329
AUS,ÖVP,Kira Grünberg,2018-03-21,2018-12-13,1329
AUS,LIF,Klara Motter,1996-02-29,1999-07-16,605
AUS,SPÖ,Klaudia Friedl,2018-02-28,2018-11-22,1384
AUS,ÖVP,Klaus Fürlinger,2017-12-21,2018-12-13,1329
AUS,ÖVP,Klaus Hubert Auer,2003-05-07,2008-07-10,1329
AUS,ÖVP,Klaus Lindinger,2018-03-01,2018-12-13,1329
AUS,SPÖ,Klaus Uwe Feichtinger,2014-02-25,2018-12-13,1384
AUS,FPÖ,Klaus Wittauer,2002-02-27,2006-04-27,463
AUS,BZÖ,Klaus Wittauer,2006-05-23,2006-07-13,599
AUS,SPÖ,Konrad Antoni,2014-04-30,2018-12-13,1384
AUS,ÖVP,Konrad Steindl,2003-06-04,2013-07-06,1329
AUS,FPÖ,Konstanze Röhrs,2002-08-19,2002-08-19,463
AUS,SPÖ,Kurt Eder,1996-01-31,2007-12-05,1384
AUS,SPÖ,Kurt Gartlehner,1996-03-21,2013-07-06,1384
AUS,SPÖ,Kurt Gaßner,1997-11-12,2013-07-06,1384
AUS,Grüne,Kurt Grünewald,1999-12-15,2013-09-25,1659
AUS,SPÖ,Kurt Heindl,1996-01-31,2002-07-11,1384
AUS,BZÖ,Kurt List,2008-12-03,2013-07-04,599
AUS,SPÖ,Kurt Nekula,2008-09-25,2008-09-25,1384
AUS,FPÖ,Kurt Ruthofer,1996-04-19,1996-11-28,463
AUS,FPÖ,Kurt Scheuch,2000-12-06,2002-07-11,463
AUS,SPÖ,Kurt Wallner,1996-02-29,1999-07-14,1384
AUS,SPÖ,Laura Rudas,2007-01-30,2014-01-29,1384
AUS,ÖVP,Leopold Maderthaner,1996-01-31,2001-06-06,1329
AUS,FPÖ,Leopold Mayerhofer,2007-01-17,2012-12-05,463
AUS,FPÖ,Leopold Schöggl,1996-02-29,2000-10-19,463
AUS,STRONACH,Leopold Steinbichler,2013-11-20,2017-07-13,1971
AUS,independent,Leopold Steinbichler,2017-09-20,2017-10-13,NA
AUS,FPÖ,Liane Höbinger-Lehrer,1996-02-29,1999-07-15,463
AUS,SPÖ,Ludmilla Parfuss,1996-03-20,2002-07-11,1384
AUS,FPÖ,Lutz Weinzinger,2006-11-29,2010-10-20,463
AUS,Grüne,Madeleine Petrovic,1996-01-31,2003-03-26,1659
AUS,FPÖ,Magda Bleckmann,2003-01-23,2006-04-27,463
AUS,BZÖ,Magda Bleckmann,2006-06-21,2006-09-21,599
AUS,FPÖ,Manfred Haimbuchner,2006-12-14,2009-10-21,463
AUS,ÖVP,Manfred Hofinger,2014-01-29,2018-12-13,1329
AUS,SPÖ,Manfred Lackner,1996-04-19,2006-07-13,1384
AUS,STRONACH,Marcus Franz,2013-11-20,2015-05-21,1971
AUS,ÖVP,Marcus Franz,2015-06-17,2016-01-28,1329
AUS,independent,Marcus Franz,2016-03-08,2017-10-13,NA
AUS,FPÖ,Mares Rossmann,1996-02-29,2006-04-27,463
AUS,BZÖ,Mares Rossmann,2006-05-23,2006-09-21,599
AUS,ÖVP,Maria Fekter,1996-01-31,1996-03-20,1329
AUS,ÖVP,Maria Grander,2003-03-26,2008-07-09,1329
AUS,ÖVP,Maria Großbauer,2017-12-21,2018-12-13,1329
AUS,SPÖ,Maria Kubitschek,2000-04-27,2002-09-19,1384
AUS,ÖVP,Maria Rauch-Kallat,1996-01-31,2011-07-06,1329
AUS,LIF,Maria Schaffenrath,1996-03-14,1999-07-16,605
AUS,ÖVP,Maria Smodics-Neumann,2018-03-21,2018-12-13,1329
AUS,ÖVP,Maria Theresia Fekter,1996-04-19,2017-09-20,1329
AUS,ÖVP,Maria Theresia Niss,2017-12-21,2018-12-13,1329
AUS,FPÖ,Marialuise Mittermüller,2005-03-03,2006-04-27,463
AUS,BZÖ,Marialuise Mittermüller,2006-05-24,2006-07-13,599
AUS,SPÖ,Marianne Gusenbauer-Jäger,2014-02-25,2017-06-29,1384
AUS,SPÖ,Marianne Hagenhofer,1996-03-21,2010-12-22,1384
AUS,FPÖ,Mario Kunasek,2008-12-03,2015-05-21,463
AUS,SPÖ,Mario Lindner,2018-01-31,2018-11-21,1384
AUS,FPÖ,Markus Fauland,2004-07-07,2006-04-27,463
AUS,BZÖ,Markus Fauland,2006-05-18,2006-07-14,599
AUS,FPÖ,Markus Tschank,2018-02-28,2018-12-13,463
AUS,SPÖ,Markus Vogl,2014-02-24,2018-11-22,1384
AUS,FPÖ,Marlene Svazek,2017-12-13,2018-05-17,463
AUS,PILZ,Martha Bißmann,2017-12-13,2018-07-05,6137
AUS,independent,Martha Bißmann,2018-09-07,2018-12-11,NA
AUS,ÖVP,Martin Bartenstein,2009-01-21,2013-07-05,1329
AUS,ÖVP,Martin Engelberg,2018-01-31,2018-12-13,1329
AUS,FPÖ,Martin Graf,1996-01-31,2018-12-13,463
AUS,ÖVP,Martin Preineder,2003-06-10,2006-07-13,1329
AUS,BZÖ,Martin Strutz,2009-03-31,2009-12-11,599
AUS,independent,Martin Strutz,2010-01-30,2010-11-18,NA
AUS,FPÖ,Martin Strutz,2010-11-30,2013-05-24,463
AUS,ÖVP,Martina Diesner-Wais,2014-01-29,2018-12-13,1329
AUS,LIF,Martina Gredler,1996-10-30,1999-07-16,605
AUS,ÖVP,Martina Kaufmann,2018-02-28,2018-12-13,1329
AUS,ÖVP,Martina Pecher,2000-01-26,2002-07-11,1329
AUS,BZÖ,Martina Schenk,2008-12-03,2013-02-28,599
AUS,STRONACH,Martina Schenk,2013-04-03,2017-06-07,1971
AUS,independent,Martina Schenk,2017-09-20,2017-10-13,NA
AUS,FPÖ,Mathias Reichhold,1996-02-29,1998-05-28,463
AUS,FPÖ,Mathias Venier,2011-10-20,2013-04-26,463
AUS,SPÖ,Matthias Achs,1996-04-19,1999-07-16,1384
AUS,ÖVP,Matthias Ellmauer,1996-04-19,2006-09-21,1329
AUS,Grüne,Matthias Köchl,2013-12-17,2017-10-13,1659
AUS,NEOS,Matthias Strolz,2013-10-29,2018-09-26,1970
AUS,SPÖ,Maurice Androsch,2018-01-31,2018-12-13,1384
AUS,FPÖ,Maximilian Hofmann,1996-01-31,2006-04-27,463
AUS,BZÖ,Maximilian Hofmann,2006-05-23,2006-09-21,599
AUS,BZÖ,Maximilian Linder,2008-12-03,2009-12-11,599
AUS,independent,Maximilian Linder,2010-01-30,2010-11-18,NA
AUS,FPÖ,Maximilian Linder,2010-11-30,2018-12-13,463
AUS,SPÖ,Maximilian Unterrainer,2013-12-17,2018-12-13,1384
AUS,FPÖ,Maximilian Walch,2003-02-26,2006-04-27,463
AUS,BZÖ,Maximilian Walch,2006-05-08,2006-09-21,599
AUS,SPÖ,Melanie Erasim,2018-03-01,2018-12-13,1384
AUS,SPÖ,Melitta Trunk,2003-02-26,2008-07-10,1384
AUS,NEOS,Michael Bernhard,2016-09-21,2018-12-13,1970
AUS,SPÖ,Michael Ehmann,2007-05-03,2016-05-18,1384
