country,dataset_key,dataset_party_id,name_short,name,name_english,year_first,year_last,share,share_year,description,comment,created,modified,external_id,partyfacts_id
SVN,essold,NA,ZLSD,NA,United List of Social Democrats (ZLSD),2002,2004,NA,NA,United List of Social Democrats - ZLSD --- United List of Social Democrats (ZLSD),NA,2014-06-09T08:55:11Z,2017-06-15T16:10:25Z,4710,1403
SVN,essold,NA,ZARES,NA,ZARES - New Politics,2008,2012,NA,NA,ZARES - New Politics,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:43Z,5027,474
ESP,essold,NA,AMAIUR,AMAIUR,NA,2012,2012,NA,NA,AMAIUR,NA,2014-06-09T08:55:12Z,2017-06-15T16:10:40Z,4733,1671
ESP,essold,NA,BNG,Bloque Nacionalista Galego (BNG),NA,2002,2012,NA,NA,Bloque Nacionalista Galego (BNG),NA,2014-06-09T08:55:12Z,2017-06-15T16:10:45Z,4730,1011
ESP,essold,NA,CHA,Chunta Aragonesista (CHA),NA,2002,2006,NA,NA,Chunta Aragonesista (CHA),NA,2014-06-09T08:55:10Z,2017-06-15T16:10:34Z,4634,1564
ESP,essold,NA,CC,Coalición Canaria (CC),NA,2002,2012,NA,NA,Coalición Canaria - Nueva Canarias --- Coalición Canaria (CC) --- Coalición Canaria-Partido Nacionalista Canario (CC-PNC),NA,2014-06-09T08:55:17Z,2017-06-15T16:10:36Z,5095,81
ESP,essold,NA,EQUO,Compromís - EQUO,NA,2012,2012,NA,NA,Compromís - EQUO,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:21Z,4979,NA
ESP,essold,NA,NA,Convergčncia i Unió (CiU),NA,2002,2012,NA,NA,Convergčncia i Unió (CiU),NA,2014-06-09T08:55:17Z,2017-06-15T16:10:37Z,5124,139
ESP,essold,NA,ERC,Esquerra Repubicana de Catalunya (ERC),NA,2002,2012,NA,NA,Esquerra Repubicana de Catalunya (ERC) --- Esquerra Republicana de Catalunya (ERC),NA,2014-06-09T08:55:13Z,2017-06-15T16:10:32Z,4813,848
ESP,essold,NA,EA,Eusko Alkartasuna (EA),NA,2002,2006,NA,NA,Eusko Alkartasuna (EA),NA,2014-06-09T08:55:16Z,2017-06-15T16:10:32Z,5001,1324
ESP,essold,NA,NA,Foro de Ciudadanos,NA,2012,2012,NA,NA,Foro de Ciudadanos,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:37Z,5018,NA
ESP,essold,NA,NA,Geroa Bai,NA,2012,2012,NA,NA,Geroa Bai,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:37Z,5003,NA
ESP,essold,NA,ICV,Iniciativa per Catalunya-Verds (ICV),NA,2002,2006,NA,NA,Iniciativa per Catalunya-Verds (ICV),NA,2014-06-09T08:55:10Z,2017-06-15T16:10:35Z,4635,1260
ESP,essold,NA,IU,Izquierda Unida (IU),NA,2002,2012,NA,NA,Izquierda Unida (IU) --- Izquierda Unida (IU)-(ICV en Cataluńa),NA,2014-06-09T08:55:17Z,2017-06-15T16:10:41Z,5088,247
ESP,essold,NA,NA,Nafarroa-Bai (NA-BAI),NA,2004,2010,NA,NA,Nafarroa-Bai (NA-BAI),NA,2014-06-09T08:55:16Z,2017-06-15T16:10:41Z,4997,611
ESP,essold,NA,PA,Partido Andalucista (PA),NA,2002,2006,NA,NA,Partido Andalucista (PA),NA,2014-06-09T08:55:15Z,2017-06-15T16:10:26Z,4931,1497
ESP,essold,NA,PNV,Partido Nacionalista Vasco (PNV),NA,2002,2012,NA,NA,Partido Nacionalista Basco (PNV) --- Partido Nacionalista Vasco (PNV),NA,2014-06-09T08:55:17Z,2017-06-15T16:10:34Z,5142,1637
ESP,essold,NA,PSOE,Partido Socialista Obrero Espańol (PSOE),NA,2002,2012,NA,NA,Partido Socialista Obrero Espańol (PSOE),NA,2014-06-09T08:55:18Z,2017-06-15T16:10:36Z,5164,1338
ESP,essold,NA,UP,Unión Progreso y Democracia (UPyD),NA,2008,2012,NA,NA,"Unión Progreso y Democracia (UPyD) --- Unión, Progreso y Democracia (UPyD)",NA,2014-06-09T08:55:13Z,2017-06-15T16:10:36Z,4829,55
ESP,essold,NA,NA,NA,Partido Popular,2002,2012,NA,NA,Partido Popular --- Partido Popular - PP (con UPN en Navarra) --- Partido Popular (PP),NA,2014-06-09T08:55:10Z,2017-06-15T16:10:33Z,4643,441
SWE,essold,NA,NA,Centern,NA,2002,2012,NA,NA,Centern --- Centre party --- Centre Party,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:34Z,4887,199
SWE,essold,NA,FI,FI (Feministiskt initiativ),NA,2010,2012,NA,NA,FI (Feministiskt initiativ),NA,2014-06-09T08:55:16Z,2017-06-15T16:10:42Z,5004,1240
SWE,essold,NA,NA,Junilistan,NA,2010,2010,NA,NA,Junilistan,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:35Z,5019,1093
SWE,essold,NA,NA,Kristdemokraterna,NA,2002,2012,NA,NA,Christian democrats --- Christian Democrats --- Kristdemokraterna,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:32Z,4913,651
SWE,essold,NA,NA,Liberals,NA,2002,2012,NA,NA,Folkpartiet liberalerna --- Liberals,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:27Z,5065,1274
SWE,essold,NA,NA,Piratpartiet,NA,2012,2012,NA,NA,Piratpartiet,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:22Z,4958,1485
SWE,essold,NA,NA,Sverigedemokraterna,NA,2010,2012,NA,NA,Sverigedemokraterna,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:22Z,5010,409
SWE,essold,NA,NA,NA,Conservative,2002,2012,NA,NA,Conservative --- Moderata samlingspartiet,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:28Z,4908,690
SWE,essold,NA,NA,NA,Green party,2002,2012,NA,NA,Green party --- Green Party --- Miljöpartiet de gröna,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:37Z,4560,456
SWE,essold,NA,NA,NA,Left,2002,2012,NA,NA,Left --- Vänsterpartiet,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:37Z,4945,830
SWE,essold,NA,NA,NA,Social democrats,2002,2012,NA,NA,Social democrats --- Social Democrats --- Socialdemokraterna,NA,2014-06-09T08:55:12Z,2017-06-15T16:10:27Z,4755,487
CHE,essold,NA,NA,Freiheits-Partei,NA,2002,2006,NA,NA,Freiheits-Partei,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:34Z,5029,1311
CHE,essold,NA,NA,Radicals,NA,2002,2010,NA,NA,Radicals,NA,2014-06-09T08:55:12Z,2017-06-15T16:10:33Z,4767,360
CHE,essold,NA,NA,NA,Alliance of the Independents,2002,2004,NA,NA,Alliance of the Independents,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:37Z,4862,1194
CHE,essold,NA,NA,NA,Alternative Left,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:12Z,2017-06-15T16:10:35Z,4749,NA
CHE,essold,NA,NA,NA,Bourgois-democratic Party,2010,2012,NA,NA,Bourgois-democratic Party --- Conservative Democratic Party,NA,2014-06-09T08:55:11Z,2017-06-15T16:10:28Z,4679,1415
CHE,essold,NA,NA,NA,Christian-democrats,2002,2012,NA,NA,Christian democrats --- Christian Democrats --- Christian-democrats,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:22Z,5127,1808
CHE,essold,NA,NA,NA,Christian-social,2002,2012,NA,NA,Christian Social Party --- Christian-social --- Christian-Social Party,NA,2014-06-09T08:55:10Z,2017-06-15T16:10:38Z,4631,1122
CHE,essold,NA,NA,NA,Evangelical People's Party,2002,2012,NA,NA,Evangelical People's Party --- Evangelical People’s Party,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:30Z,5074,1123
CHE,essold,NA,NA,NA,Federal Democratic Union,2002,2012,NA,NA,Federal Democratic Union,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:39Z,4524,631
CHE,essold,NA,NA,NA,Green liberal party,2008,2012,NA,NA,Green liberal party --- Green Liberal Party,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:31Z,4541,1759
CHE,essold,NA,NA,NA,Green Party,2002,2012,NA,NA,Green party --- Green Party,NA,2014-06-09T08:55:10Z,2017-06-15T16:10:42Z,4660,1006
CHE,essold,NA,NA,NA,Liberal Party,2002,2010,NA,NA,Liberal party --- Liberal Party,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:42Z,4554,444
CHE,essold,NA,NA,NA,Movement of the Citizens belonging to French-speaking Switzerland,2012,2012,NA,NA,Movement of the Citizens belonging to French-speaking Switzerland,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:30Z,4943,1270
CHE,essold,NA,NA,NA,Pirate Party Switzerland,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:10Z,2017-06-15T16:10:33Z,4655,NA
CHE,essold,NA,NA,NA,Radical Liberals,2010,2012,NA,NA,FDP. The Liberals --- Radical Liberals,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:44Z,4553,1231
CHE,essold,NA,NA,NA,Socialist party,2002,2012,NA,NA,Social-democrats --- Socialist party --- Socialist Party,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:34Z,4852,29
CHE,essold,NA,NA,NA,Swiss Democrats,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:12Z,2017-06-15T16:10:38Z,4769,NA
CHE,essold,NA,NA,NA,Swiss labor party,2002,2012,NA,NA,Swiss labor party --- Swiss Labour Party,NA,2014-06-09T08:55:13Z,2017-06-15T16:10:27Z,4837,669
CHE,essold,NA,NA,NA,Swiss Nationalist Party,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:13Z,2017-06-15T16:10:40Z,4819,NA
CHE,essold,NA,NA,NA,Swiss people party,2002,2012,NA,NA,Swiss people party --- Swiss People's Party --- Swiss People’s Party,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:39Z,4866,308
CHE,essold,NA,NA,NA,Ticino League,2002,2012,NA,NA,Lega dei Ticinese --- Lega dei Ticinesi --- Ticino League,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:46Z,5066,1661
CHE,essold,NA,NA,NA,Women's Parties,2002,2006,NA,NA,Women's Parties,NA,2014-06-09T08:55:18Z,2017-06-15T16:10:44Z,5168,1201
TUR,essold,NA,AKP,Adalet Kalkinma Partisi (AKP),NA,2004,2008,NA,NA,Adalet Kalkinma Partisi (AKP) --- AKP-Adalet ve Kalkinma Partisi,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:36Z,5112,306
TUR,essold,NA,ANAP,ANAP-Anavatan Partisi,NA,2004,2008,NA,NA,ANAP-Anavatan Partisi --- Anavatan Partisi (ANAP),NA,2014-06-09T08:55:09Z,2017-06-15T16:10:37Z,4533,1190
TUR,essold,NA,BBP,BBP-Buyuk Birlik Partisi,NA,2004,2008,NA,NA,BBP-Buyuk Birlik Partisi --- Buyuk Birlik Partisi (BBP),NA,2014-06-09T08:55:17Z,2017-06-15T16:10:43Z,5084,1330
TUR,essold,NA,CHP,CHP-Cumhuriyet Halk Partisi,NA,2004,2008,NA,NA,CHP-Cumhuriyet Halk Partisi --- Cumhuriyet Halk Partisi (CHP),NA,2014-06-09T08:55:17Z,2017-06-15T16:10:45Z,5073,1060
TUR,essold,NA,DEHAP,DEHAP-DTH,NA,2004,2004,NA,NA,DEHAP-DTH,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:25Z,5022,1355
TUR,essold,NA,DTP,Demokratik Toplum Partisi (DTP),NA,2008,2008,NA,NA,Demokratik Toplum Partisi (DTP),NA,2014-06-09T08:55:17Z,2017-06-15T16:10:42Z,5105,1606
TUR,essold,NA,DP,Demokrat Parti (DP),NA,2008,2008,NA,NA,Demokrat Parti (DP),NA,2014-06-09T08:55:16Z,2017-06-15T16:10:28Z,4995,899
TUR,essold,NA,DSP,DSP-Demokratik Sol Parti,NA,2004,2008,NA,NA,Demokratik Sol Parti (DSP) --- DSP-Demokratik Sol Parti,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:46Z,4909,1740
TUR,essold,NA,DYP,DYP-Dogru Yol Partisi,NA,2004,2004,NA,NA,DYP-Dogru Yol Partisi,NA,2014-06-09T08:55:13Z,2017-06-15T16:10:35Z,4801,351
TUR,essold,NA,EMEP,Emek Partisi (EMEP),NA,2008,2008,NA,NA,NA,NA,2014-06-09T08:55:10Z,2017-06-15T16:10:37Z,4616,NA
TUR,essold,NA,GP,GP-Genc Parti,NA,2004,2004,NA,NA,GP-Genc Parti,NA,2014-06-09T08:55:18Z,2017-06-15T16:10:31Z,5183,159
TUR,essold,NA,IP,Isci Partisi (IP),NA,2008,2008,NA,NA,NA,NA,2014-06-09T08:55:10Z,2017-06-15T16:10:38Z,4640,NA
TUR,essold,NA,MHP,MHP-Milliyetci Hareket Partisi,NA,2004,2008,NA,NA,MHP-Milliyetci Hareket Partisi --- Milliyetci Hareket Partisi (MHP),NA,2014-06-09T08:55:18Z,2017-06-15T16:10:37Z,5193,1610
TUR,essold,NA,ODP,Ozgurluk Dayanisma Partisi (ODP),NA,2004,2008,NA,NA,ODP- Ozgurluk ve Dayanisma Partisi --- Ozgurluk Dayanisma Partisi (ODP),NA,2014-06-09T08:55:16Z,2017-06-15T16:10:22Z,5069,1622
TUR,essold,NA,SHP,SHP-Sosyal Demokrat Halkci Parti,NA,2004,2008,NA,NA,SHP-Sosyal Demokrat Halkci Parti --- Sosyal Demokrat Halkci Parti (SHP),NA,2014-06-09T08:55:10Z,2017-06-15T16:10:23Z,4661,1253
TUR,essold,NA,SP,SP-Saadet Partisi,NA,2004,2008,NA,NA,Saadet Partisi (SP) --- SP-Saadet Partisi,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:23Z,4571,572
TUR,essold,NA,TKP,T. Komunist Partisi (TKP),NA,2008,2008,NA,NA,T. Komunist Partisi (TKP),NA,2014-06-09T08:55:15Z,2017-06-15T16:10:41Z,4953,818
UKR,essold,NA,NA,Bloc of Yulia Tymoshenko,NA,2004,2012,NA,NA,NA,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:37Z,4544,2228
UKR,essold,NA,NA,NA,All-Ukrainian Labor Party,2004,2012,NA,NA,NA,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:30Z,4572,NA
UKR,essold,NA,NA,NA,All-Ukrainian Party 'New Power',2004,2012,NA,NA,NA,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:37Z,4864,3265
UKR,essold,NA,NA,NA,"All Ukrainian Union ""Fatherland""",2004,2012,NA,NA,NA,NA,2014-06-09T08:55:10Z,2017-06-15T16:10:42Z,4641,3266
UKR,essold,NA,NA,NA,"All Ukrainian Union ""Freedom""",2004,2012,NA,NA,NA,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:45Z,4854,3267
UKR,essold,NA,NA,NA,All-Ukrainian union 'Freedom' (O.Tyagnybok),2004,2012,NA,NA,NA,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:41Z,4575,3267
UKR,essold,NA,NA,NA,Block of Lytvyn,2006,2010,NA,NA,Block of Lytvyn --- Peoples' bloc of Lytvyn,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:37Z,4914,2230
UKR,essold,NA,NA,NA,Block of Yulia Tymoshenko,2004,2012,NA,NA,NA,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:42Z,4879,2228
UKR,essold,NA,NA,NA,Block 'Our Ukraine - People's self-defense',2004,2012,NA,NA,NA,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:38Z,5090,2231
UKR,essold,NA,NA,NA,Bloc of Natalya Vitrenko 'Peoples' opposition',2004,2012,NA,NA,NA,NA,2014-06-09T08:55:13Z,2017-06-15T16:10:41Z,4838,2208
UKR,essold,NA,NA,NA,Bloc 'Our Ukraine',2006,2010,NA,NA,'People's Self-defense' (Yu.Lutsenko) --- Bloc 'Our Ukraine' --- Political party 'Our Ukraine' (V.Yuschenko),NA,2014-06-09T08:55:10Z,2017-06-15T16:10:38Z,4644,2231
UKR,essold,NA,PORA,NA,Civil bloc PORA-PRP,2004,2012,NA,NA,NA,NA,2014-06-09T08:55:13Z,2017-06-15T16:10:26Z,4823,NA
UKR,essold,NA,NA,NA,Communist Party of Ukraine,2004,2012,NA,NA,Communist party of Ukraine --- Communist Party of Ukraine --- Communist Party of Ukraine (renew),NA,2014-06-09T08:55:14Z,2017-06-15T16:10:44Z,4880,2220
UKR,essold,NA,NA,NA,Communist Party of Workers and Peasants,2004,2012,NA,NA,NA,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:36Z,4924,NA
UKR,essold,NA,NA,NA,Election bloc of Political Parties 'Against All',2004,2012,NA,NA,NA,NA,2014-06-09T08:55:12Z,2017-06-15T16:10:38Z,4753,NA
UKR,essold,NA,NA,NA,Election bloc of Political Parties 'Democratic Party of Ukra,2004,2012,NA,NA,NA,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:24Z,5082,NA
UKR,essold,NA,NA,NA,Election bloc of Political Parties 'For One Ukraine!',2004,2004,NA,NA,Election bloc of Political Parties 'For One Ukraine!',NA,2014-06-09T08:55:11Z,2017-06-15T16:10:41Z,4669,2224
UKR,essold,NA,NA,NA,Election bloc of Political Parties 'Juliya Tymoshenko electi,2004,2012,NA,NA,NA,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:34Z,5146,NA
UKR,essold,NA,NA,NA,Election bloc of Political Parties 'Nataliya Vitrenko Bloc',2004,2012,NA,NA,NA,NA,2014-06-09T08:55:18Z,2017-06-15T16:10:34Z,5190,2208
UKR,essold,NA,NA,NA,Election bloc of Political Parties 'People's Movement of Ukr,2004,2012,NA,NA,NA,NA,2014-06-09T08:55:18Z,2017-06-15T16:10:43Z,5184,NA
UKR,essold,NA,NA,NA,Election bloc of Political Parties 'Ruses bloc',2004,2012,NA,NA,NA,NA,2014-06-09T08:55:10Z,2017-06-15T16:10:43Z,4601,NA
UKR,essold,NA,NA,NA,Election bloc of Political Parties 'Team of Winter Generatio,2004,2012,NA,NA,NA,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:35Z,5039,NA
UKR,essold,NA,NA,NA,Election bloc of Political Parties Ukrainian party and All U,2004,2012,NA,NA,NA,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:44Z,4942,NA
UKR,essold,NA,NA,NA,Election bloc of Political Parties 'Unity',2004,2012,NA,NA,NA,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:40Z,4869,NA
UKR,essold,NA,NA,NA,Election bloc of Political Parties 'Victor Yushchenko Bloc ',2004,2012,NA,NA,NA,NA,2014-06-09T08:55:12Z,2017-06-15T16:10:33Z,4723,2231
UKR,essold,NA,ZUBR,NA,"Election bloc of Political Parties 'ZUBR' (For Ukraine, Byel",2004,2012,NA,NA,NA,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:22Z,5024,NA
UKR,essold,NA,NA,NA,Liberal Party of Ukraine (renew),2004,2012,NA,NA,NA,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:27Z,4925,NA
UKR,essold,NA,NOT,NA,Oppositional bloc 'NOT THIS WAY',2004,2012,NA,NA,NA,NA,2014-06-09T08:55:12Z,2017-06-15T16:10:39Z,4735,NA
UKR,essold,NA,NA,NA,Party 'New Generation of Ukraine',2004,2012,NA,NA,NA,NA,2014-06-09T08:55:12Z,2017-06-15T16:10:37Z,4736,NA
UKR,essold,NA,NA,NA,Party of All-Ukrainian union of the left 'Justice',2004,2012,NA,NA,NA,NA,2014-06-09T08:55:11Z,2017-06-15T16:10:39Z,4674,NA
UKR,essold,NA,NA,NA,Party of Regions,2006,2012,NA,NA,Party of regions --- Party of Regions,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:30Z,4568,2234
UKR,essold,NA,NA,NA,Party of Rehabilitation of Invalids of Ukraine,2004,2012,NA,NA,NA,NA,2014-06-09T08:55:10Z,2017-06-15T16:10:38Z,4654,NA
UKR,essold,NA,PUNCH,NA,Party 'PUNCH' of Vitaly Klychko,2004,2012,NA,NA,NA,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:31Z,5058,NA
UKR,essold,NA,NA,NA,Party 'Veche',2004,2012,NA,NA,NA,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:47Z,5077,NA
UKR,essold,NA,NA,NA,Peasant Party of Ukraine,2004,2012,NA,NA,NA,NA,2014-06-09T08:55:18Z,2017-06-15T16:10:39Z,5159,2220
UKR,essold,NA,NA,NA,People's Party of Depositors and of Social Protection,2004,2012,NA,NA,NA,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:22Z,4870,NA
UKR,essold,NA,NA,NA,Political Party 'All-Ukrainian Union of Christians',2004,2012,NA,NA,NA,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:43Z,5044,NA
UKR,essold,NA,NA,NA,Political Party 'Apple',2004,2012,NA,NA,NA,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:43Z,4956,NA
UKR,essold,NA,NA,NA,Political party 'Civil position' (A.Grytsenko),2004,2012,NA,NA,NA,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:36Z,4562,NA
UKR,essold,NA,NA,NA,Political party 'Front of changes' (A.Yatsenuk),2004,2012,NA,NA,NA,NA,2014-06-09T08:55:13Z,2017-06-15T16:10:28Z,4817,NA
UKR,essold,NA,NA,NA,Political pary 'Power Ukraine' (S.Tygypko),2004,2012,NA,NA,NA,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:42Z,4579,NA
UKR,essold,NA,NA,NA,Progressive socialist party of Ukraine,2008,2010,NA,NA,Progressive socialist party of Ukraine,NA,2014-06-09T08:55:12Z,2017-06-15T16:10:33Z,4780,2208
UKR,essold,NA,NA,NA,Social-democratic Party of Ukraine,2004,2004,NA,NA,Social-democratic Party of Ukraine,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:30Z,5100,NA
UKR,essold,NA,NA,NA,Social-Democratic Party of Ukraine (united),2004,2004,NA,NA,Social-Democratic Party of Ukraine (united),NA,2014-06-09T08:55:16Z,2017-06-15T16:10:36Z,5052,2210
UKR,essold,NA,NA,NA,Socialist Party of Ukraine,2004,2010,NA,NA,Socialist party of Ukraine --- Socialist Party of Ukraine,NA,2014-06-09T08:55:12Z,2017-06-15T16:10:26Z,4778,2211
UKR,essold,NA,NA,NA,The Green Party of Ukraine,2004,2012,NA,NA,NA,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:22Z,5030,2226
UKR,essold,NA,UDAR,NA,UDAR (Ukrainian Democratic Alliance for Reform) of Vitali Klitschko,2004,2012,NA,NA,NA,NA,2014-06-09T08:55:18Z,2017-06-15T16:10:43Z,5173,NA
UKR,essold,NA,NA,NA,Ukrainian National Assembly,2004,2004,NA,NA,Ukrainian National Assembly,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:33Z,5050,2213
UKR,essold,NA,NA,NA,Ukrainian Peoples' bloc of Kostenko and Plyusch,2004,2012,NA,NA,NA,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:39Z,5110,NA
UKR,essold,NA,NA,NA,Ukrainian Political Party 'Christian Movement',2004,2012,NA,NA,NA,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:39Z,4894,NA
UKR,essold,NA,NA,NA,Ukrainian Sea Party,2004,2012,NA,NA,NA,NA,2014-06-09T08:55:13Z,2017-06-15T16:10:38Z,4833,NA
UKR,essold,NA,NA,NA,'Woman for the Future' All-Ukrainian Political Union,2004,2012,NA,NA,NA,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:33Z,5083,NA
GBR,essold,NA,NA,Plaid Cymru,NA,2002,2012,NA,NA,Plaid Cymru,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:25Z,4989,NA
GBR,essold,NA,NA,Sinn Fein,NA,2002,2012,NA,NA,Sinn Fein --- Sinn Fein (nir),NA,2014-06-09T08:55:09Z,2017-06-15T16:10:37Z,4567,NA
GBR,essold,NA,NA,NA,Alliance Party,2002,2012,NA,NA,Alliance Party  --- Alliance Party (nir),NA,2014-06-09T08:55:09Z,2017-06-15T16:10:23Z,4523,1477
GBR,essold,NA,NA,NA,British National Party,2006,2006,NA,NA,British National Party,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:33Z,5123,855
GBR,essold,NA,NA,NA,Conservative,2002,2012,NA,NA,Conservative --- Conservative,NA,2014-06-09T08:55:10Z,2017-06-15T16:10:45Z,4630,NA
GBR,essold,NA,NA,NA,Democratic Unionist Party,2002,2012,NA,NA,Democratic Unionist Party --- Democratic Unionist Party (nir),NA,2014-06-09T08:55:15Z,2017-06-15T16:10:45Z,4916,NA
GBR,essold,NA,NA,NA,Green Party,2002,2012,NA,NA,Green Party,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:38Z,5067,1794
GBR,essold,NA,NA,NA,Labour,2002,2012,NA,NA,Labour --- Labour,NA,2014-06-09T08:55:12Z,2017-06-15T16:10:26Z,4745,1516
GBR,essold,NA,NA,NA,Liberal Democrat,2002,2012,NA,NA,Liberal Democrat --- Liberal Democrat,NA,2014-06-09T08:55:10Z,2017-06-15T16:10:37Z,4637,1388
GBR,essold,NA,NA,NA,Northern Ireland Unionist Party,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:30Z,4882,NA
GBR,essold,NA,NA,NA,Northern Ireland Unionist Party (nir),2002,2012,NA,NA,NA,NA,2014-06-09T08:55:10Z,2017-06-15T16:10:23Z,4615,NA
GBR,essold,NA,NA,NA,Progressive Unionist Party,2002,2012,NA,NA,Progressive Unionist Party  --- Progressive Unionist Party (nir),NA,2014-06-09T08:55:17Z,2017-06-15T16:10:41Z,5115,NA
GBR,essold,NA,NA,NA,Scottish National Party,2002,2012,NA,NA,Scottish National Party,NA,2014-06-09T08:55:13Z,2017-06-15T16:10:40Z,4809,986
GBR,essold,NA,NA,NA,Social Democratic and Labour Party,2002,2012,NA,NA,Social Democratic and Labour Party  --- Social Democratic and Labour Party (nir),NA,2014-06-09T08:55:10Z,2017-06-15T16:10:21Z,4620,762
GBR,essold,NA,NA,NA,Uk Independence Party,2006,2006,NA,NA,Uk Independence Party,NA,2014-06-09T08:55:10Z,2017-06-15T16:10:33Z,4649,601
GBR,essold,NA,NA,NA,Ulster Unionist Party,2002,2012,NA,NA,Ulster Unionist Party --- Ulster Unionist Party (nir),NA,2014-06-09T08:55:12Z,2017-06-15T16:10:38Z,4786,NA
GBR,essold,NA,NA,NA,United Kingdom Unionist Party,2002,2012,NA,NA,United Kingdom Unionist Party --- United Kingdom Unionist Party (nir),NA,2014-06-09T08:55:18Z,2017-06-15T16:10:41Z,5165,1318
GBR,essold,NA,NA,NA,United Unionist Assembly Party,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:41Z,4876,NA
GBR,essold,NA,NA,NA,United Unionist Assembly Party (nir),2002,2012,NA,NA,NA,NA,2014-06-09T08:55:11Z,2017-06-15T16:10:43Z,4696,NA
GBR,essold,NA,NA,NA,Women's Coalition,2002,2012,NA,NA,Women's Coalition --- Women's Coalition (nir) --- Womens Coalition (nir),NA,2014-06-09T08:55:16Z,2017-06-15T16:10:42Z,5053,NA
GBR,essold,NA,NA,NA,Workers Party,2002,2012,NA,NA,Workers Party --- Workers Party (nir),NA,2014-06-09T08:55:17Z,2017-06-15T16:10:42Z,5143,NA
