country,dataset_key,dataset_party_id,name_short,name,name_english,year_first,year_last,share,share_year,description,comment,created,modified,external_id,partyfacts_id
NOR,essold,NA,KYST,NA,Coast Party (KYST),2002,2012,NA,NA,Coast Party (KYST) --- Coastal Party (KYST),NA,2014-06-09T08:55:13Z,2017-06-15T16:10:32Z,4827,677
NOR,essold,NA,NA,NA,Conservative Party (H),2002,2012,NA,NA,Conservative Party (H),NA,2014-06-09T08:55:12Z,2017-06-15T16:10:31Z,4747,503
NOR,essold,NA,NA,NA,Labour Party (A),2002,2012,NA,NA,Labour Party (A),NA,2014-06-09T08:55:15Z,2017-06-15T16:10:40Z,4987,448
NOR,essold,NA,NA,NA,Liberal Party (V),2002,2012,NA,NA,Liberal party (V) --- Liberal Party (V),NA,2014-06-09T08:55:10Z,2017-06-15T16:10:43Z,4589,1173
NOR,essold,NA,NA,NA,Progress Party (FrP),2002,2012,NA,NA,Progress Party (FrP) --- Progress Party (FRP),NA,2014-06-09T08:55:09Z,2017-06-15T16:10:34Z,4581,101
NOR,essold,NA,RV,NA,Red Electoral Alliance (RV),2002,2008,NA,NA,Red Electoral Alliance (RV),NA,2014-06-09T08:55:18Z,2017-06-15T16:10:40Z,5187,44
NOR,essold,NA,SV,NA,Socialist left party (SV),2002,2012,NA,NA,Socialist left party (SV) --- Socialist Left Party (SV),NA,2014-06-09T08:55:10Z,2017-06-15T16:10:46Z,4645,719
NOR,essold,NA,DT,NA,The Party Red (RŘDT),2010,2012,NA,NA,The Party Red (RŘDT),NA,2014-06-09T08:55:11Z,2017-06-15T16:10:41Z,4708,NA
POL,essold,NA,NA,Akcja Wyborcza Solidarnosc Prawicy,NA,2002,2004,NA,NA,Akcja Wyborcza Solidarnosc Prawicy,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:40Z,4975,863
POL,essold,NA,NA,Alternatywa Partia Pracy,NA,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:13Z,2017-06-15T16:10:44Z,4796,NA
POL,essold,NA,NA,Alternatywa Ruch Spoleczny,NA,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:10Z,2017-06-15T16:10:43Z,4639,NA
POL,essold,NA,NA,Centrolewica Rzeczypospolitej Polskiej,NA,2004,2004,NA,NA,Centrolewica Rzeczypospolitej Polskiej,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:32Z,5071,132
POL,essold,NA,NA,Centrum,NA,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:29Z,4936,NA
POL,essold,NA,NA,Demokratyczna Partia Lewicy,NA,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:40Z,4930,NA
POL,essold,NA,NA,Dom Ojczysty,NA,2006,2006,NA,NA,Dom Ojczysty,NA,2014-06-09T08:55:11Z,2017-06-15T16:10:46Z,4705,988
POL,essold,NA,NA,Inicjatywa dla Polski,NA,2004,2004,NA,NA,Inicjatywa dla Polski,NA,2014-06-09T08:55:11Z,2017-06-15T16:10:45Z,4711,1608
POL,essold,NA,NA,Konfederacja,NA,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:30Z,5122,NA
POL,essold,NA,KPN,KPN-Oboz Patriotyczny,NA,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:41Z,4896,NA
POL,essold,NA,NA,Krajowa Partia Emerytow i Rencistow,NA,2002,2010,NA,NA,Krajowa Partia Emerytow i Rencistow --- National Party of Retirees and Pensioners,NA,2014-06-09T08:55:12Z,2017-06-15T16:10:28Z,4739,391
POL,essold,NA,NA,Liga Polskich Rodzin,NA,2002,2010,NA,NA,League of Polish Families --- Liga Polskich Rodzin,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:27Z,4892,1768
POL,essold,NA,NA,Mniejszosc Niemiecka,NA,2002,2004,NA,NA,Mniejszosc Niemiecka --- Niemiecka Mniejszosc Gornego Slaska,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:42Z,5093,1439
POL,essold,NA,NA,Narodowe Odrodzenie Polski,NA,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:10Z,2017-06-15T16:10:45Z,4646,NA
POL,essold,NA,NA,Nowa Lewica,NA,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:32Z,5072,NA
POL,essold,NA,NA,Ogolnopolska Koalicja Obywatelska,NA,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:34Z,4921,NA
POL,essold,NA,RP,Partia Inicjatywa RP,NA,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:13Z,2017-06-15T16:10:37Z,4790,NA
POL,essold,NA,NA,Partia Ludowo-Demokratyczna,NA,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:18Z,2017-06-15T16:10:44Z,5189,NA
POL,essold,NA,NA,Polska Konfederacja Godnosc i Praca,NA,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:41Z,4980,NA
POL,essold,NA,NA,Polska Partia Narodowa,NA,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:27Z,4543,NA
POL,essold,NA,NA,Polska Partia Pracy,NA,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:21Z,4923,NA
POL,essold,NA,NA,Polska Partia Socjalistyczna,NA,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:44Z,4988,NA
POL,essold,NA,PPS,Polska Partia Socjalistyczna-PPS,NA,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:12Z,2017-06-15T16:10:33Z,4774,NA
POL,essold,NA,NA,Polska Unia Gospodarcza,NA,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:23Z,4994,NA
POL,essold,NA,NA,Polska Wspolnota Narodowa,NA,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:10Z,2017-06-15T16:10:46Z,4602,NA
POL,essold,NA,NA,Ruch Katolicko-Narodowy,NA,2004,2004,NA,NA,Ruch Katolicko-Narodowy,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:23Z,4959,1666
POL,essold,NA,NA,Ruch Patriotyczny,NA,2006,2006,NA,NA,Ruch Patriotyczny,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:24Z,5102,66
POL,essold,NA,NA,Ruch Spoleczny,NA,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:12Z,2017-06-15T16:10:41Z,4785,NA
POL,essold,NA,NA,Socjaldemokracja Polska,NA,2004,2010,NA,NA,Social Democracy of Poland --- Social Democratic Party of Poland --- Socjaldemokracja Polska,NA,2014-06-09T08:55:13Z,2017-06-15T16:10:26Z,4836,1328
POL,essold,NA,NA,Sojusz Lewicy Demokratycznej/Unia Pracy,NA,2002,2004,NA,NA,Sojusz Lewicy Demokratycznej/Unia Pracy,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:47Z,4917,NA
POL,essold,NA,SD,Stronnictwo Demokratyczne-SD,NA,2002,2002,NA,NA,Stronnictwo Demokratyczne-SD,NA,2014-06-09T08:55:11Z,2017-06-15T16:10:46Z,4676,919
POL,essold,NA,NA,Stronnictwo Konserwatywno-Ludowe-Ruch Nowej Polski,NA,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:18Z,2017-06-15T16:10:42Z,5158,NA
POL,essold,NA,NA,Unia Pracy,NA,2002,2010,NA,NA,Labour Union --- Unia Pracy --- Unia Pracy-UP,NA,2014-06-09T08:55:12Z,2017-06-15T16:10:31Z,4738,1104
POL,essold,NA,NA,Unia Wolnosci,NA,2002,2004,NA,NA,Unia Wolnosci --- Unia Wolnosci-UW,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:24Z,5043,1566
POL,essold,NA,NA,Zjednoczenie Chrzescijansko-Narodowe,NA,2002,2004,NA,NA,Zjednoczenie Chrzescijansko-Narodowe --- Zjednoczenie Chrzescijansko-Narodowe-ZChN,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:40Z,4955,70
POL,essold,NA,NA,NA,Civic Platform,2002,2012,NA,NA,Civic Platform --- Platforma Obywatelska --- Platforma Obywatelska RP --- Platforma Obywatelska Rzeczypospolitej Polskiej,NA,2014-06-09T08:55:13Z,2017-06-15T16:10:24Z,4799,1117
POL,essold,NA,NA,NA,Congress of the New Right,2006,2012,NA,NA,Congress of the New Right --- Platforma Janusza Korwin-Mikke,NA,2014-06-09T08:55:10Z,2017-06-15T16:10:42Z,4604,913
POL,essold,NA,NA,NA,Democratic Left Alliance,2002,2012,NA,NA,Democratic Left Alliance --- Sojusz Lewicy Demokratycznej --- Sojusz Lewicy Demokratycznej-SLD,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:34Z,4885,57
POL,essold,NA,NA,NA,Law and Justice,2002,2012,NA,NA,Law and Justice --- Prawo i Sprawiedliwosc,NA,2014-06-09T08:55:08Z,2017-06-15T16:10:46Z,4519,1565
POL,essold,NA,NA,NA,Left and Democrats,2008,2010,NA,NA,Left and Democrats,NA,2014-06-09T08:55:12Z,2017-06-15T16:10:34Z,4742,1588
POL,essold,NA,NA,NA,Palikot Movement,2012,2012,NA,NA,Palikot Movement,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:29Z,4532,731
POL,essold,NA,NA,NA,Poland Comes First,2012,2012,NA,NA,Poland Comes First,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:37Z,5109,41
POL,essold,NA,NA,NA,Polish Labour Party,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:43Z,5097,3699
POL,essold,NA,NA,NA,Polish Labour Party-August '80,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:10Z,2017-06-15T16:10:25Z,4622,NA
POL,essold,NA,NA,NA,Polish Peasants Party,2002,2012,NA,NA,Polish Peasants Party --- Polish Peasants' Party --- Polskie Stronnictwo Ludowe --- Polskie Stronnictwo Ludowe-PSL,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:40Z,4586,602
POL,essold,NA,NA,NA,Real Politics Union,2002,2010,NA,NA,Real Politics Union --- Unia Polityki Realnej --- Unia Polityki Realnej-UPR,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:37Z,4578,283
POL,essold,NA,NA,NA,Right of the Republic,2010,2010,NA,NA,Right of the Republic,NA,2014-06-09T08:55:10Z,2017-06-15T16:10:32Z,4621,876
POL,essold,NA,NA,NA,Self-defence,2002,2010,NA,NA,Samoobrona RP --- Samoobrona Rzeczypospolitej Polskiej --- Self-defence,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:29Z,4991,727
POL,essold,NA,NA,NA,United Poland,2012,2012,NA,NA,United Poland,NA,2014-06-09T08:55:18Z,2017-06-15T16:10:22Z,5188,328
PRT,essold,NA,BE,BE - Bloco de Esquerda,NA,2002,2012,NA,NA,B.E. -  Bloco de Esquerda --- BE - Bloco de Esquerda --- Bloco de Esquerda (BE),NA,2014-06-09T08:55:11Z,2017-06-15T16:10:40Z,4672,1310
PRT,essold,NA,CDU,Coligaçăo Democrática Unitária (CDU),NA,2006,2012,NA,NA,Coligaçăo Democrática Unitária (CDU) --- PCP-PEV - Partido Comunista Portuguęs - Partido Ecologista os Verdes,NA,2014-06-09T08:55:10Z,2017-06-15T16:10:41Z,4599,284
PRT,essold,NA,MPT,MPT - Movimento Partido da Terra,NA,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:28Z,4566,NA
PRT,essold,NA,NA,Partido Democrático do Atlântico,NA,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:08Z,2017-06-15T16:10:24Z,4521,NA
PRT,essold,NA,PDA,Partido Democrático do Atlântico (PDA),NA,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:32Z,4555,NA
PRT,essold,NA,PH,Partido Humanista (PH),NA,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:34Z,4564,NA
PRT,essold,NA,PNR,Partido Nacional Renovador (PNR),NA,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:13Z,2017-06-15T16:10:36Z,4824,NA
PRT,essold,NA,PCP,PCP- Partido Comunista Portuguęs,NA,2002,2004,NA,NA,PCP- Partido Comunista Portuguęs  --- PCP/PEV - Partido Comunista Portuguęs  Partido Ecolo,NA,2014-06-09T08:55:18Z,2017-06-15T16:10:23Z,5151,310
PRT,essold,NA,PCTP,PCTP/MRPP - Partido Comunista dos Trabalhadores Po,NA,2002,2012,NA,NA,Partido Comunista dos Trabalhadores Portugueses/Movimento Reorganizativo do Partido do Proletariado (PCTP-MRPP) --- PCTP-MRPP - Partido Comunista dos Trabalhadores Portugueses - Movimento Reorganizativo do Proletariado Portuguęs --- PCTP/MRPP - Partido Comunista dos Trabalhadores Po,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:35Z,5023,857
PRT,essold,NA,PDA,PDA - Partido Democrático do Atlântico,NA,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:10Z,2017-06-15T16:10:22Z,4647,NA
PRT,essold,NA,PEV,PEV - Partido Ecologista os Verdes,NA,2004,2004,NA,NA,PEV - Partido Ecologista os Verdes,NA,2014-06-09T08:55:12Z,2017-06-15T16:10:22Z,4763,886
PRT,essold,NA,NA,P.H. - Partido Humanista,NA,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:11Z,2017-06-15T16:10:26Z,4689,NA
PRT,essold,NA,PH,PH - Partido Humanista,NA,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:47Z,4933,NA
PRT,essold,NA,PNR,PNR - Partido Nacional Renovador,NA,2002,2012,NA,NA,NA,NA,2014-06-09T08:55:10Z,2017-06-15T16:10:34Z,4608,NA
PRT,essold,NA,POUS,POUS - Partido Operário de Unidade Socialista,NA,2002,2012,NA,NA,Partido Operário de Unidade Socialista (POUS) --- POUS - Partido Operário de Unidade Socialista,NA,2014-06-09T08:55:12Z,2017-06-15T16:10:41Z,4732,1106
PRT,essold,NA,PS,PS - Partido Socialista,NA,2002,2012,NA,NA,Partido Socialista (PS) --- PS - Partido Socialista,NA,2014-06-09T08:55:11Z,2017-06-15T16:10:30Z,4701,655
PRT,essold,NA,CDS,NA,CDS/PP - Centro Democrático Social/Partido Popular,2002,2012,NA,NA,CDS/PP - Centro Democrático Social / Partido Popular --- CDS/PP - Centro Democrático Social/Partido Popular --- Centro Democrático Social - Partido Popular (CDS-PP),NA,2014-06-09T08:55:14Z,2017-06-15T16:10:44Z,4905,1308
PRT,essold,NA,PND,NA,Nova democracia (PND),2006,2012,NA,NA,Nova democracia (PND) --- PND - Partido da Nova Democracia,NA,2014-06-09T08:55:12Z,2017-06-15T16:10:42Z,4787,1095
PRT,essold,NA,PPM,NA,PPM - Partido Popular Monárquico,2002,2004,NA,NA,PPM - Partido Popular Monárquico,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:40Z,5098,1480
PRT,essold,NA,PSD,NA,PSD - Partido Social Democrata,2002,2012,NA,NA,Partido Social Democrata (PSD) --- PSD - Partido Social Democrata,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:44Z,5106,1359
ROU,essold,NA,PSD,Alianta PSD-PC,NA,2006,2008,NA,NA,Alianta PSD-PC --- Alliance National Liberal Party and Democratic Party --- Alliance National Liberal Party and Democratic Party (DA),NA,2014-06-09T08:55:15Z,2017-06-15T16:10:29Z,4978,215
ROU,essold,NA,PC,PC,NA,2006,2008,NA,NA,Conservative Party --- PC,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:45Z,5138,1443
ROU,essold,NA,PD,PD-L,NA,2008,2008,NA,NA,PD-L,NA,2014-06-09T08:55:13Z,2017-06-15T16:10:35Z,4842,660
ROU,essold,NA,PIN,PIN,NA,2006,2008,NA,NA,National Initiative Party --- Other: PIN --- PIN,NA,2014-06-09T08:55:18Z,2017-06-15T16:10:45Z,5153,1579
ROU,essold,NA,PNG,PNG-CD,NA,2006,2008,NA,NA,New Generation Party --- PNG-CD,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:39Z,5036,296
ROU,essold,NA,PNL,PNL,NA,2006,2008,NA,NA,National Liberal Party --- PNL,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:33Z,4907,481
ROU,essold,NA,PNTCD,PNTCD,NA,2006,2008,NA,NA,PNTCD --- Popular Chirstian Democratic Party --- Popular Christian Democratic Party --- PPCD (PNTCD),NA,2014-06-09T08:55:16Z,2017-06-15T16:10:26Z,5046,1750
ROU,essold,NA,PRM,PRM,NA,2006,2008,NA,NA,Greater Romania Party --- PRM,NA,2014-06-09T08:55:12Z,2017-06-15T16:10:33Z,4773,1305
ROU,essold,NA,PSD,PSD,NA,2006,2008,NA,NA,PSD --- Social Democratic Party,NA,2014-06-09T08:55:18Z,2017-06-15T16:10:44Z,5167,120
ROU,essold,NA,UDMR,UDMR,NA,2006,2008,NA,NA,Democratic Union of Ethnic Hungarians --- UDMR,NA,2014-06-09T08:55:12Z,2017-06-15T16:10:45Z,4748,1105
ROU,essold,NA,NA,NA,Alliance Social Democratic Party and Humanistic Party,2006,2006,NA,NA,Alliance Social Democratic Party and Humanistic Party,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:39Z,4993,1347
ROU,essold,NA,NA,NA,Democratic Party,2006,2006,NA,NA,Democratic Party,NA,2014-06-09T08:55:12Z,2017-06-15T16:10:38Z,4759,1715
ROU,essold,NA,FDGR,NA,Other: FDGR,2008,2008,NA,NA,Other: FDGR,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:22Z,5094,291
RUS,essold,NA,NA,Edinenie,NA,2006,2012,NA,NA,NA,NA,2014-06-09T08:55:11Z,2017-06-15T16:10:42Z,4693,NA
RUS,essold,NA,NA,Rodina,NA,2006,2006,NA,NA,Rodina,NA,2014-06-09T08:55:10Z,2017-06-15T16:10:43Z,4628,2246
RUS,essold,NA,NA,Solidarity (Solidarnost),NA,2006,2012,NA,NA,NA,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:41Z,5131,NA
RUS,essold,NA,NA,Yabloko,NA,2006,2012,NA,NA,Yabloko,NA,2014-06-09T08:55:13Z,2017-06-15T16:10:44Z,4847,2252
RUS,essold,NA,PR,NA,98. Other: Patriots of Russia (PR),2006,2012,NA,NA,NA,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:27Z,5012,NA
RUS,essold,NA,APR,NA,Agrarian Party of Russia (APR),2006,2010,NA,NA,98. Other: Agrarian Party of Russia (APR) --- Agrarian Party of Russia (APR),NA,2014-06-09T08:55:14Z,2017-06-15T16:10:42Z,4860,2235
RUS,essold,NA,NA,NA,Civic platform,2006,2012,NA,NA,NA,NA,2014-06-09T08:55:11Z,2017-06-15T16:10:38Z,4670,NA
RUS,essold,NA,KRPK,NA,Coalition for Russia without despotism and corruption (KRPK),2006,2012,NA,NA,NA,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:35Z,5032,NA
RUS,essold,NA,KPRF,NA,Communist Party of the Russian Federation (KPRF),2006,2012,NA,NA,Communist Party of the Russian Federation (KPRF),NA,2014-06-09T08:55:09Z,2017-06-15T16:10:32Z,4539,2236
RUS,essold,NA,NA,NA,Democratic party of Russia,2006,2006,NA,NA,Democratic party of Russia,NA,2014-06-09T08:55:11Z,2017-06-15T16:10:27Z,4695,2238
RUS,essold,NA,SR,NA,Fair Russia (SR),2006,2012,NA,NA,Fair Russia (SR),NA,2014-06-09T08:55:10Z,2017-06-15T16:10:28Z,4611,2244
RUS,essold,NA,NA,NA,Free Russia,2006,2012,NA,NA,NA,NA,2014-06-09T08:55:18Z,2017-06-15T16:10:40Z,5170,NA
RUS,essold,NA,NA,NA,Green party,2006,2012,NA,NA,NA,NA,2014-06-09T08:55:13Z,2017-06-15T16:10:41Z,4806,NA
RUS,essold,NA,NA,NA,Just Cause,2006,2012,NA,NA,NA,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:31Z,4897,NA
RUS,essold,NA,LDPR,NA,Liberal Democratic Party of Russia (LDPR),2006,2012,NA,NA,Liberal Democratic Party of Russia (LDPR),NA,2014-06-09T08:55:15Z,2017-06-15T16:10:32Z,4928,2245
RUS,essold,NA,NA,NA,Nash Vybor - Our choice,2006,2012,NA,NA,NA,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:36Z,5000,NA
RUS,essold,NA,NA,NA,Party of Revival of Russia - Russian Party of Life,2006,2012,NA,NA,NA,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:40Z,4904,NA
RUS,essold,NA,NA,NA,Party of Revival of Russia – Russian Party of Life,2006,2012,NA,NA,NA,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:39Z,4858,NA
RUS,essold,NA,NA,NA,Party of the development of entrepreneurship,2006,2012,NA,NA,NA,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:45Z,4883,NA
RUS,essold,NA,NA,NA,Patriots of Russia,2006,2012,NA,NA,NA,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:35Z,5108,NA
RUS,essold,NA,NA,NA,People-republican party of Russia,2006,2012,NA,NA,NA,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:38Z,5068,NA
RUS,essold,NA,RF,NA,People's Party of RF,2006,2012,NA,NA,NA,NA,2014-06-09T08:55:18Z,2017-06-15T16:10:25Z,5181,NA
RUS,essold,NA,NA,NA,Real Patriots of Russia,2006,2012,NA,NA,NA,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:32Z,4585,NA
RUS,essold,NA,NA,NA,Republican party of Russian-Party of people's freedom (Parnas),2006,2012,NA,NA,NA,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:38Z,5014,NA
RUS,essold,NA,PD,NA,Right Cause (PD),2006,2012,NA,NA,NA,NA,2014-06-09T08:55:13Z,2017-06-15T16:10:40Z,4816,NA
RUS,essold,NA,NA,NA,Russian party of pensioners and party of social justice,2006,2012,NA,NA,NA,NA,2014-06-09T08:55:13Z,2017-06-15T16:10:32Z,4788,NA
RUS,essold,NA,SPS,NA,Union of Right Forces (SPS),2006,2010,NA,NA,Union of Right Forces (SPS),NA,2014-06-09T08:55:13Z,2017-06-15T16:10:43Z,4839,2255
RUS,essold,NA,ER,NA,United Russia (ER),2006,2012,NA,NA,United Russia (ER),NA,2014-06-09T08:55:11Z,2017-06-15T16:10:46Z,4687,2256
RUS,essold,NA,NA,NA,Youth party of Revival,2006,2012,NA,NA,NA,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:24Z,5103,NA
SVK,essold,NA,SMER,SMER,NA,2004,2012,NA,NA,SMER --- SMER-Social Democracy,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:34Z,5060,311
SVK,essold,NA,ANO,NA,ANO New Citizen's Alliance,2004,2004,NA,NA,ANO New Citizen's Alliance,NA,2014-06-09T08:55:18Z,2017-06-15T16:10:43Z,5204,217
SVK,essold,NA,NA,NA,Freedom and Solidarity (SaS),2010,2012,NA,NA,Freedom and Solidarity (SaS),NA,2014-06-09T08:55:09Z,2017-06-15T16:10:33Z,4538,1386
SVK,essold,NA,HZDS,NA,HZDS Movement for a Democratic Slovakia,2004,2008,NA,NA,HZDS Movement for a Democratic Slovakia  --- Movement for a Democratic Slovakia (HZDS),NA,2014-06-09T08:55:17Z,2017-06-15T16:10:35Z,5118,560
SVK,essold,NA,KDH,NA,KDH Christian Democratic Movement,2004,2012,NA,NA,Christian Democratic Movement (KDH) --- KDH Christian Democratic Movement,NA,2014-06-09T08:55:13Z,2017-06-15T16:10:32Z,4815,63
SVK,essold,NA,KSS,NA,KSS Communist Party of Slovakia,2004,2004,NA,NA,KSS Communist Party of Slovakia,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:43Z,5049,340
SVK,essold,NA,NA,NA,Most-Híd,2010,2012,NA,NA,Most-Híd,NA,2014-06-09T08:55:11Z,2017-06-15T16:10:39Z,4699,258
SVK,essold,NA,OL,NA,Ordinary People and Independent Personalities (OLaNO),2012,2012,NA,NA,Ordinary People and Independent Personalities (OLaNO),NA,2014-06-09T08:55:17Z,2017-06-15T16:10:31Z,5148,2130
SVK,essold,NA,SDKU,NA,SDKU Slovak Democratic Christian Union,2004,2004,NA,NA,SDKU Slovak Democratic Christian Union,NA,2014-06-09T08:55:10Z,2017-06-15T16:10:41Z,4607,582
SVK,essold,NA,SDKU,NA,Slovak Democratic Christian Union (SDKU),2006,2012,NA,NA,Slovak Democratic Christian Union (SDKU),NA,2014-06-09T08:55:10Z,2017-06-15T16:10:34Z,4618,1617
SVK,essold,NA,SNS,NA,Slovak National Party (SNS),2006,2010,NA,NA,Slovak National Party (SNS),NA,2014-06-09T08:55:16Z,2017-06-15T16:10:39Z,5040,730
SVK,essold,NA,SMK,NA,SMK Party of Hungarian Coalition,2004,2008,NA,NA,Party of Hungarian Coalition (SMK) --- SMK Party of Hungarian Coalition,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:37Z,5099,349
SVN,essold,NA,DL,NA,Civic List - DL,2012,2012,NA,NA,Civic List - DL,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:43Z,5116,98
SVN,essold,NA,DESUS,NA,Democratic Party of Pensioners of Slovenia (DESUS),2002,2012,NA,NA,Democratic Party of Pensioners of Slovenia - DESUS --- Democratic Party of Pensioners of Slovenia (DESUS),NA,2014-06-09T08:55:11Z,2017-06-15T16:10:29Z,4663,467
SVN,essold,NA,LDS,NA,Liberal Democracy of Slovenia (LDS),2002,2012,NA,NA,Liberal Democracy of Slovenia - LDS --- Liberal Democracy of Slovenia (LDS),NA,2014-06-09T08:55:11Z,2017-06-15T16:10:24Z,4662,975
SVN,essold,NA,LIPA,NA,LIPA  - Party,2008,2010,NA,NA,LIPA  - Party,NA,2014-06-09T08:55:11Z,2017-06-15T16:10:26Z,4685,881
SVN,essold,NA,NS,NA,New Slovenia - Christian Peoples Party - NSi,2002,2012,NA,NA,New Slovenia - Christian People's Party (NSi) --- New Slovenia - Christian Peoples Party - NSi,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:47Z,5141,1618
SVN,essold,NA,TRS,NA,Party for Sustainable Development - TRS,2012,2012,NA,NA,Party for Sustainable Development - TRS,NA,2014-06-09T08:55:10Z,2017-06-15T16:10:23Z,4592,1015
SVN,essold,NA,PS,NA,Positive Slovenia - PS,2012,2012,NA,NA,Positive Slovenia - PS,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:41Z,4550,1773
SVN,essold,NA,SNS,NA,Slovene National Party (SNS),2002,2012,NA,NA,Slovene National Party - SNS --- Slovene National Party (SNS),NA,2014-06-09T08:55:15Z,2017-06-15T16:10:46Z,4919,96
SVN,essold,NA,SLS,NA,Slovene Peoples Party - SLS,2002,2012,NA,NA,Slovene People's Party (SLS) --- Slovene Peoples Party - SLS,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:23Z,4545,764
SVN,essold,NA,SMS,NA,Slovene Youth Party (SMS),2002,2002,NA,NA,Slovene Youth Party (SMS),NA,2014-06-09T08:55:11Z,2017-06-15T16:10:21Z,4694,1401
SVN,essold,NA,SDS,NA,Slovenian Democratic Party- SDS,2002,2012,NA,NA,Slovenian Democratic Party - SDS --- Slovenian Democratic Party- SDS --- Social Democratic Party of Slovenia (SDS),NA,2014-06-09T08:55:13Z,2017-06-15T16:10:22Z,4798,472
SVN,essold,NA,SD,NA,Social Democrats - SD,2006,2012,NA,NA,Social Democrats - SD,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:27Z,4972,2275
