"id","country_short","country","party_short","party_english","party_name","name","year_first","year_last","comment","ess_round_1","ess_round_2","ess_round_3","ess_round_4","ess_round_5","ess_round_6"
1393,"EST","Estonia","","","Eesti Iseseisvuspartei","eesti iseseisvuspartei",2010,2012,"","","","","","Eesti Iseseisvuspartei","Eesti Iseseisvuspartei"
1036,"EST","Estonia","","Estonian Centre Party/The Estonian Centre Party","Eesti Keskerakond","eesti keskerakond",2004,2012,"","","Estonian Centre Party","Estonian Centre Party","The Estonian Centre Party","Eesti Keskerakond","Eesti Keskerakond"
1074,"EST","Estonia","","Estonian People's Union/The People's Union of Estonia","Eestimaa Rahvaliit/Eesti Konservatiivne Rahvaerakond endine Rahvaliit","eesti konservatiivne rahvaerakond endine rahvaliit",2004,2012,"","","Estonian People's Union","Estonian People's Union","The People's Union of Estonia","Eestimaa Rahvaliit","Eesti Konservatiivne Rahvaerakond (endine Rahvaliit)"
1062,"EST","Estonia","","Estonian Reform Party","Eesti Reformierakond","eesti reformierakond",2004,2012,"","","Estonian Reform Party","Estonian Reform Party","Estonian Reform Party","Eesti Reformierakond","Eesti Reformierakond"
1464,"EST","Estonia","","","Eesti Vabaduspartei – Põllumeeste Kogu","eesti vabaduspartei põllumeeste kogu",2012,2012,"","","","","","","Eesti Vabaduspartei – Põllumeeste Kogu"
1618,"EST","Estonia","","","Eestimaa Ühendatud Vasakpartei","eestimaa ühendatud vasakpartei",2012,2012,"","","","","","","Eestimaa Ühendatud Vasakpartei"
1086,"EST","Estonia","","Estonian Christian Peoples Party/Party of Estonian Christian Democrats","Erakond Eesti Kristlikud Demokraadid","erakond eesti kristlikud demokraadid",2004,2012,"","","Estonian Christian Peoples Party","","Party of Estonian Christian Democrats","Erakond Eesti Kristlikud Demokraadid","Erakond Eesti Kristlikud Demokraadid"
1675,"EST","Estonia","","Estonian Greens","Erakond Eestimaa Rohelised","erakond eestimaa rohelised",2008,2012,"","","","","Estonian Greens","Erakond Eestimaa Rohelised","Erakond Eestimaa Rohelised"
1874,"EST","Estonia","","Pro Patria and Res Publica Union","Erakond Isamaa ja Res Publica Liit","erakond isamaa ja res publica liit",2008,2012,"","","","","Pro Patria and Res Publica Union","Erakond Isamaa ja Res Publica Liit","Erakond Isamaa ja Res Publica Liit"
1169,"EST","Estonia","","Estonian Independence Party","","estonian independence party",2008,2008,"","","","","Estonian Independence Party","",""
1417,"EST","Estonia","","Estonian National Party","","estonian national party",2008,2008,"","","","","Estonian National Party","",""
1403,"EST","Estonia","","Estonian Social-Democratic Labour Party","","estonian social democratic labour party",2004,2004,"","","Estonian Social-Democratic Labour Party","","","",""
1631,"EST","Estonia","","Estonian United Left Party","","estonian united left party",2008,2008,"","","","","Estonian United Left Party","",""
1869,"EST","Estonia","","Estonian United People's Party","","estonian united people s party",2004,2004,"","","Estonian United People's Party","","","",""
1825,"EST","Estonia","","Independence Party","","independence party",2004,2004,"","","Independence Party","","","",""
2017,"EST","Estonia","","","Mitte kellegi poolt","mitte kellegi poolt",2010,2010,"","","","","","Mitte kellegi poolt",""
1222,"EST","Estonia","","Other","","other",2004,2010,"","","Other","Other","","Other",""
1402,"EST","Estonia","","Pro Patria Union","","pro patria union",2004,2006,"","","Pro Patria Union","Pro Patria Union","","",""
1181,"EST","Estonia","","Party Res Publica","Res Publica","res publica",2004,2006,"","","Party Res Publica","Res Publica","","",""
1799,"EST","Estonia","","Russian Party in Estonia","","russian party in estonia",2004,2008,"","","Russian Party in Estonia","","Russian Party in Estonia","",""
1817,"EST","Estonia","","Estonian Social Democratic Party/Estonian Social Democrats/The Social Democratic Party","Sotsiaaldemokraatlik Erakond","sotsiaaldemokraatlik erakond",2004,2012,"","","Estonian Social Democratic Party","Estonian Social Democrats","The Social Democratic Party","Sotsiaaldemokraatlik Erakond","Sotsiaaldemokraatlik Erakond"
1637,"EST","Estonia","","Independent candidates","Üksikkandidaat/Üksikkandidaadi poolt","üksikkandidaadi poolt",2004,2012,"","","Independent candidates","","","Üksikkandidaat","Üksikkandidaadi poolt"
1691,"FIN","Finland","","Change 2011","","change 2011",2012,2012,"","","","","","","Change 2011"
1010,"FIN","Finland","","Christian Democrats","","christian democrats",2002,2012,"","Christian Democrats","Christian Democrats","Christian Democrats","Christian Democrats","Christian Democrats","Christian Democrats"
1346,"FIN","Finland","","Communist Party of Finland","","communist party",2002,2012,"","Communist Party of Finland","Communist Party of Finland","Communist Party of Finland","Communist Party of Finland","Communist Party of Finland","Communist Party"
1792,"FIN","Finland","","Finnish People's Blue-Whites","","finnish people s blue whites",2010,2010,"","","","","","Finnish People's Blue-whites",""
1226,"FIN","Finland","","For the Poor","","for the poor",2010,2012,"","","","","","For the Poor","For the Poor"
1689,"FIN","Finland","","Freedom Party","","freedom party",2012,2012,"","","","","","","Freedom Party"
1903,"FIN","Finland","","Green League","","green league",2002,2012,"","The Green League","The Green League","The Green League","The Green League","The Green League","Green League"
1555,"FIN","Finland","","Independence Party","","independence party",2010,2012,"","","","","","Independence Party","Independence Party"
1845,"FIN","Finland","","Joint Responsibility Party","","joint responsibility party",2010,2010,"","","","","","Joint Responsibility Party",""
1723,"FIN","Finland","","League for Free Finland","","league for free finland",2002,2006,"","League for Free Finland","League for Free Finland","League for Free Finland","","",""
1247,"FIN","Finland","","Left Alliance","","left alliance",2002,2012,"","The Left Alliance","The Left Alliance","The Left Alliance","The Left Alliance","The Left Alliance","Left Alliance"
1055,"FIN","Finland","","Liberals","","liberals the liberal party of finland",2002,2010,"","Liberals, (The liberal party of Finland)","Liberals, (The liberal party of Finland)","Liberals, (The liberal party of Finland)","Liberals, (The liberal party of Finland)","Liberals, (The liberal party of Finland)",""
1688,"FIN","Finland","","Natural law party","","natural law party",2002,2006,"","Natural law party","Natural law party","Natural law party","","",""
1510,"FIN","Finland","","Other","","other",2002,2012,"","Other","Other","Other","Other","Other","Other"
1493,"FIN","Finland","","Patriotic People's Movement","","patriotic people s movement",2010,2010,"","","","","","Patriotic People's Movement",""
1185,"FIN","Finland","","Pirate Party","","pirate party",2012,2012,"","","","","","","Pirate Party"
1266,"FIN","Finland","","Senior Citizens' Party","","senior citizens party",2010,2012,"","","","","","Senior Citizens' Party","Senior Citizens' Party"
1031,"FIN","Finland","","Finnish Social Democratic Party/Social Democratic Party","","social democratic party",2002,2012,"","Finnish Social Democratic Party","Finnish Social Democratic Party","Finnish Social Democratic Party","Finnish Social Democratic Party","Finnish Social Democratic Party","Social Democratic Party"
1269,"FIN","Finland","","Centre Party","","the centre party",2002,2012,"","The Centre Party","The Centre Party","The Centre Party","The Centre Party","The Centre Party","The Centre Party"
1143,"FIN","Finland","","Communist Workers' Party","","the communist workers party",2002,2012,"","The Communist Workers' Party","The Communist Workers' Party","The Communist Workers' Party","The Communist Workers' Party","The Communist Workers' Party","The Communist Workers' Party"
2019,"FIN","Finland","","Communist Workers' Party of Finland","","the communist workers party of finland",2002,2010,"","The Communist Workers' Party of Finland","The Communist Workers' Party of Finland","The Communist Workers' Party of Finland","The Communist Workers' Party of Finland","The Communist Workers' Party of Finland",""
1542,"FIN","Finland","","National Coalition Party","","the national coalition party",2002,2012,"","The National Coalition Party","The National Coalition Party","The National Coalition Party","The National Coalition Party","The National Coalition Party","The National Coalition Party"
1049,"FIN","Finland","SPP","Swedish People´s Party","","the swedish people s party spp",2002,2012,"","The Swedish People´s Party (SPP)","The Swedish People´s Party (SPP)","The Swedish People´s Party (SPP)","The Swedish People´s Party (SPP)","The Swedish People´s Party (SPP)","The Swedish People´s Party (SPP)"
1394,"FIN","Finland","","True Finns","","true finns",2002,2012,"","True Finns","True Finns","True Finns","True Finns","True Finns","True Finns"
1831,"FIN","Finland","","Workers Party","","workers party",2010,2012,"","","","","","Workers Party","Workers Party"
1914,"FRA","France","","","Autre","autre",2002,2012,"","Autre","Autre","Autre","Autre","Autre","Autre"
2025,"FRA","France","","","Autres mouvements écologistes","autres mouvements écologistes",2002,2012,"","Autres mouvements écologistes","Autres mouvements écologistes","Autres mouvements écologistes","Autres mouvements écologistes","Autres mouvements écologistes","Autres mouvements écologistes"
1201,"FRA","France","","","Blanc","blanc",2006,2012,"","","","Blanc","Blanc","Blanc","Blanc"
1856,"FRA","France","CPNT","","Chasse, Pêche, Nature et Traditions","cpnt chasse pêche nature et traditions",2002,2010,"","CPNT (Chasse, Pêche, Nature et Traditions)","CPNT (Chasse, Pêche, Nature et Traditions)","CPNT (Chasse, Pêche, Nature et Traditions)","CPNT (Chasse, Pêche, Nature et Traditions)","CPNT (Chasse, Pêche, Nature et Traditions)",""
1191,"FRA","France","","","Divers droite","divers droite",2008,2010,"","","","","Divers droite","Divers droite",""
1588,"FRA","France","","","Divers gauche","divers gauche",2008,2010,"","","","","Divers gauche","Divers gauche",""
1963,"FRA","France","DL","","Démocratie libérale","dl démocratie libérale",2006,2006,"","","","DL (Démocratie libérale)","","",""
1750,"FRA","France","EELV","","Les Verts – Europe Ecologie","eelv europe ecologie les verts",2002,2012,"","Les Verts","Les Verts","Les Verts","Les Verts","Les Verts – Europe Ecologie","EELV (Europe Ecologie Les Verts)"
1718,"FRA","France","FDG","","Front de Gauche","fdg front de gauche",2012,2012,"","","","","","","FDG (Front de Gauche)"
1911,"FRA","France","FN","","Front National","fn front national",2002,2012,"","FN (Front National)","FN (Front National)","FN (Front National)","FN (Front National)","FN (Front National)","FN (Front National)"
1081,"FRA","France","LCR","","Ligue Communiste Révolutionnaire","lcr ligue communiste révolutionnaire",2002,2010,"","LCR (ligue communiste révolutionnaire)","LCR (ligue communiste révolutionnaire)","LCR (Ligue communiste révolutionnaire)","LCR (Ligue Communiste Révolutionnaire)","LCR (Ligue Communiste Révolutionnaire)",""
2024,"FRA","France","","","Les Verts","les verts",2002,2010,"","LO (Lutte ouvrière)","","","","Les Verts",""
1700,"FRA","France","LO","","Lutte Ouvrière","lo lutte ouvrière",2002,2012,"","LO (Lutte Ouvrière)","LO (Lutte Ouvrière)","LO (Lutte Ouvrière)","LO (Lutte Ouvrière)","LO (Lutte Ouvrière)","LO (Lutte Ouvrière)"
1673,"FRA","France","MDC","","Mouvement des citoyens","mdc mouvement des citoyens",2002,2006,"","MDC (Mouvement des citoyens)","MDC (Mouvement des citoyens)","MDC (Mouvement des citoyens)","","",""
1677,"FRA","France","MNR","","Mouvement national républicain","mnr mouvement national républicain",2002,2006,"","MNR (Mouvement National Républicain)","MNR (Mouvement National Républicain)","MNR (Mouvement national républicain)","","",""
1842,"FRA","France","MODEM","","Mouvement Démocrate","modem mouvement démocrate",2008,2012,"","","","","UDF-MoDem (Mouvement Democrate)","MoDem (Mouvement Démocrate)","MODEM (Mouvement Démocrate)"
1850,"FRA","France","MPF","","Mouvement pour la France","mpf mouvement pour la france",2002,2012,"","MPF (Mouvement pour la France)","MPF (Mouvement pour la France)","MPF (Mouvement pour la France)","MPF (Mouvement pour la France)","MPF (Mouvement pour la France)","MPF (Mouvement pour la France)"
1729,"FRA","France","MRC","","Mouvement républicain et citoyen","mrc mouvement rèpublicain et citoyen",2004,2008,"","","MRC (Mouvement républicain et citoyen)","MRC (Mouvement républicain et citoyen)","MRC (Mouvement Rèpublicain et Citoyen)","",""
1430,"FRA","France","","","Nouveau Centre","nouveau centre",2008,2012,"","","","","Nouveau Centre","Nouveau Centre","Nouveau Centre"
1606,"FRA","France","NPA","","Nouveau Parti Anti-Capitaliste","npa nouveau parti anti capitaliste",2010,2012,"","","","","","NPA (Nouveau Parti Anti-capitaliste)","NPA (Nouveau Parti Anti-Capitaliste)"
2115,"FRA","France","","","Nul","nul",2008,2012,"","","","","Nul","Nul","Nul"
1040,"FRA","France","PRG","","Parti Radical de Gauche","parti radical de gauche",2006,2012,"","","","PRG (Parti radical de gauche)","PRG (Parti Radical de Gauche)","PRG (Parti Radical de Gauche)","Parti Radical de Gauche"
2022,"FRA","France","PC","","Parti Communiste","pcf parti communiste français",2002,2012,"","PC (Parti communiste)","PC (Parti communiste)","PC (Parti communiste)","PC (Parti Communiste)","PC (Parti communiste)","PCF (Parti Communiste Français)"
1770,"FRA","France","PG","","Parti de Gauche","pg parti de gauche",2012,2012,"","","","","","","PG (Parti de Gauche)"
1183,"FRA","France","PR","","Parti Radical Valoisien","pr parti radical valoisien",2012,2012,"","","","","","","PR (Parti Radical Valoisien)"
1404,"FRA","France","PS","","Parti Socialiste","ps parti socialiste",2002,2012,"","PS (Parti Socialiste)","PS (Parti Socialiste)","PS (Parti socialiste)","PS (Parti Socialiste)","PS (Parti Socialiste)","PS (Parti Socialiste)"
1514,"FRA","France","RPF","","Rassemblement du Peuple Français","rpf rassemblement du peuple français",2002,2006,"","RPF (Rassemblement du Peuple Français)","RPF (Rassemblement du Peuple Français)","RPF (Rassemblement du peuple français)","","",""
1175,"FRA","France","UDF","","Union pour la démocratie française","udf modem mouvement democrate",2002,2010,"","UDF (Union pour la Démocratie Française)","UDF (Union pour la Démocratie Française)","UDF (Union pour la démocratie française)","","UDF-MoDem (Mouvement Democrate)",""
1328,"FRA","France","UDI","","Union des Démocrates Indépendants","udi union des démocrates indépendants",2012,2012,"","","","","","","UDI (Union des Démocrates Indépendants)"
1935,"FRA","France","UMP","","Union de la Majorité Présidentielle","ump union de la majorité présidentielle",2002,2008,"","UMP (Union de la Majorité Présidentielle)","UMP (Union de la Majorité Présidentielle)","UMP (Union de la Majorité Présidentielle)","UMP (Union de la Majorité Présidentielle)","",""
1854,"FRA","France","DL/UMP","","Démocratie Libérale/ L’Union","ump union pour un mouvement populaire",2002,2012,"","DL (Démocratie Libérale)","DL (Démocratie Libérale)","UMP (L’Union)","UMP (Union pour la Majorité Présidentielle)","UMP (Union pour la Majorité Présidentielle)","UMP (Union pour un Mouvement Populaire)"
1538,"GBR","United Kingdom","","British National Party","British National Party","british national party",2006,2006,"","","","British National Party","","",""
2052,"GBR","United Kingdom","","Conservative","Conservative","conservative",2002,2012,"","Conservative","Conservative","Conservative","Conservative","Conservative","Conservative"
1274,"GBR","United Kingdom","","Green Party","Green Party","green party",2002,2012,"","Green Party","Green Party","Green Party","Green Party","Green Party","Green Party"
1295,"GBR","United Kingdom","","Independent","Independent","independent",2006,2006,"","","","Independent","","",""
1367,"GBR","United Kingdom","","Labour","Labour","labour",2002,2012,"","Labour","Labour","Labour","Labour","Labour","Labour"
1234,"GBR","United Kingdom","","Liberal Democrat","Liberal Democrat","liberal democrat",2002,2012,"","Liberal Democrat","Liberal Democrat","Liberal Democrat","Liberal Democrat","Liberal Democrat","Liberal Democrat"
1813,"GBR","United Kingdom","","Northern Ireland Unionist Party","Northern Ireland Unionist Party","northern ireland unionist party",2006,2006,"","","","Northern Ireland Unionist Party","","",""
1653,"GBR","United Kingdom","","Other","Other","other",2002,2012,"","Other","Other","Other","Other","Other","Other"
1227,"GBR","United Kingdom","","Plaid Cymru","Plaid Cymru","plaid cymru",2002,2012,"","Plaid Cymru","Plaid Cymru","Plaid Cymru","Plaid Cymru","Plaid Cymru","Plaid Cymru"
1970,"GBR","United Kingdom","","Progressive Unionist Party","Progressive Unionist Party","progressive unionist party",2006,2006,"","","","Progressive Unionist Party","","",""
1198,"GBR","United Kingdom","","Scottish National Party","Scottish National Party","scottish national party",2002,2012,"","Scottish National Party","Scottish National Party","Scottish National Party","Scottish National Party","Scottish National Party","Scottish National Party"
1968,"GBR","United Kingdom","","Social Democratic and Labour Party","Social Democratic and Labour Party","social democratic and labour party",2006,2006,"","","","Social Democratic and Labour Party","","",""
1481,"GBR","United Kingdom","","Uk Independence Party","Uk Independence Party","uk independence party",2006,2006,"","","","Uk Independence Party","","",""
1210,"GBR","United Kingdom","","United Unionist Assembly Party","United Unionist Assembly Party","united unionist assembly party",2006,2006,"","","","United Unionist Assembly Party","","",""
1148,"GRC","Greece","DS","Democratic Alliance","","democratic alliance ds",2010,2010,"","","","","","Democratic Alliance (DS)",""
1776,"GRC","Greece","DIMAR","Democratic Left","","democratic left dimar",2010,2010,"","","","","","Democratic Left (DIMAR)",""
1612,"GRC","Greece","DIKKI","Democratic Social Movement","","dikki democratic social movement",2002,2004,"","DIKKI (Democratic Social Movement)","DIKKI (Democratic Social Movement)","","","",""
1475,"GRC","Greece","","Golden Dawn (Xrusi Augi)","","golden dawn xrusi augi",2010,2010,"","","","","","Golden Dawn (Xrusi Augi)",""
1237,"GRC","Greece","SPITHA","Independent Citizens' Movement","","independent citizens movement spitha",2010,2010,"","","","","","Independent Citizens' Movement (SPITHA)",""
1865,"GRC","Greece","","Invalid","","invalid",2010,2010,"","","","","","Invalid",""
1024,"GRC","Greece","ND","New Democracy - ND/New Democracy (ND)","New Democracy","new democracy nd",2002,2010,"","ND (New Democracy)","ND (New Democracy)","","New Democracy - ND","New Democracy (ND)",""
1483,"GRC","Greece","","No one","","no one",2010,2010,"","","","","","No one",""
1218,"GRC","Greece","","Null","","null",2010,2010,"","","","","","Null",""
1020,"GRC","Greece","","Other","","other",2002,2008,"","Other parties","Other","","Other","",""
1552,"GRC","Greece","KOTES","Smokers' Groups for Art and Visual Formation (KOTES)","","smokers groups for art and visual formation kotes",2010,2010,"","","","","","Smokers' Groups for Art and Visual Formation (KOTES)",""
1566,"GRC","Greece","SYN","Left Wing Coalition","","syn left wing coalition",2002,2004,"","SYN (Left Wing Coalition)","SYN (Left Wing Coalition)","","","",""
1388,"GRC","Greece","ANTARSYA","The Anticapitalist Left Cooperation for the Overthrow (ANTARSYA)","","the anticapitalist left cooperation for the overthrow antarsya",2010,2010,"","","","","","The Anticapitalist Left Cooperation for the Overthrow (ANTARSYA)",""
1350,"GRC","Greece","SYRIZA","Coalition of the Radical Left - SYRIZA/The Coalition of the Radical Left (SYRIZA)","","the coalition of the radical left syriza",2008,2010,"","","","","Coalition of the Radical Left - SYRIZA","The Coalition of the Radical Left (SYRIZA)",""
1649,"GRC","Greece","KKE","The Communist Party of Greece","Communist party","the communist party of greece kke",2002,2010,"","KKE (Communist party)","KKE Communist Party)","","Communist Party - KKE","The Communist Party of Greece (KKE)",""
1450,"GRC","Greece","OP","The Ecologist Greens","","the ecologist greens op",2008,2010,"","","","","Greens","The Ecologist Greens (OP)",""
1347,"GRC","Greece","FS","The Liberal Alliance (FS)","","the liberal alliance fs",2010,2010,"","","","","","The Liberal Alliance (FS)",""
1424,"GRC","Greece","PASOK","Panhellenic Socialist Movement – PASOK/The Panhellenic Socialist Movement (PASOK)","Panhellenic Socialist Movement","the panhellenic socialist movement pasok",2002,2010,"","PASOK (Panhellenic Socialist Movement)","PASOK (Panhellenic Socialist Movement)","","Panhellenic Socialist Movement – PASOK","The Panhellenic Socialist Movement (PASOK)",""
1160,"GRC","Greece","LAOS","LAOS (Popular Orthodox Party)/Popular Orthodox Rally - LAOS/The Popular Orthodox Rally (LAOS)","","the popular orthodox rally laos",2004,2010,"","","LAOS (Popular Orthodox Party)","","Popular Orthodox Rally - LAOS","The Popular Orthodox Rally (LAOS)",""
1712,"HRV","Croatia","HDZ","","Hrvatska demokrtska zajednica /Hrvatska demokratska zajednica","hrvatska demokratska zajednica hdz",2008,2010,"","","","","Hrvatska demokrtska zajednica (HDZ)","Hrvatska demokratska zajednica (HDZ)",""
1118,"HRV","Croatia","HNS","","Hrvatska narodna stranka - Liberalni demokrati","hrvatska narodna stranka liberalni demokrati hns",2008,2010,"","","","","Hrvatska narodna stranka - Liberalni demokrati (HNS)","Hrvatska narodna stranka - Liberalni demokrati (HNS)",""
1421,"HRV","Croatia","HSS","","Hrvatska seljacka stranka","hrvatska seljacka stranka hss",2008,2010,"","","","","Hrvatska seljacka stranka (HSS)","Hrvatska seljacka stranka (HSS)",""
1157,"HRV","Croatia","HSP","","Hrvatska stranka prava","hrvatska stranka prava hsp",2008,2010,"","","","","Hrvatska stranka prava (HSP)","Hrvatska stranka prava (HSP)",""
1151,"HRV","Croatia","HSU","","Hrvatska stranka umirovljenika","hrvatska stranka umirovljenika hsu",2008,2010,"","","","","Hrvatska stranka umirovljenika (HSU)","Hrvatska stranka umirovljenika (HSU)",""
1603,"HRV","Croatia","HDSSB","","Hrvatski demokratski savez Slavonije i Baranje","hrvatski demokratski savez slavonije i baranje hdssb",2008,2010,"","","","","Hrvatski demokratski savez Slavonije i Baranje (HDSSB)","Hrvatski demokratski savez Slavonije i Baranje (HDSSB)",""
1881,"HRV","Croatia","HSLS","","Hrvatsko socijalno-liberalna stranka","hrvatsko socijalno liberalna stranka hsls",2008,2010,"","","","","Hrvatsko socijalno-liberalna stranka (HSLS)","Hrvatsko socijalno-liberalna stranka (HSLS)",""
1385,"HRV","Croatia","IDS","","Istarski demokrtski sabor /Istarski demokratski sabor","istarski demokratski sabor ids",2008,2010,"","","","","Istarski demokrtski sabor (IDS)","Istarski demokratski sabor (IDS)",""
1887,"HRV","Croatia","","Other","","other",2008,2010,"","","","","other","Other",""
1719,"HRV","Croatia","SDSS","","Samostalna demokratska Srpska stranka","samostalna demokratska srpska stranka sdss",2008,2010,"","","","","Samostalna demokratska Srpska stranka (SDSS)","Samostalna demokratska Srpska stranka (SDSS)",""
1019,"HRV","Croatia","SDP","","Socijaldemokratska partija Hrvatske","socijaldemokratska partija hrvatske sdp",2008,2010,"","","","","Socijaldemokratska partija Hrvatske (SDP)","Socijaldemokratska partija Hrvatske (SDP)",""
1351,"HUN","Hungary","4K","","Negyedik Köztársaság","4k negyedik köztársaság",2012,2012,"","","","","","","4K (Negyedik Köztársaság)"
1355,"HUN","Hungary","CENTRUMP","Center Party/Centrum Part","Centrumpárt / Centrum Párt Centrum Összefogás Magyarországért","centrum párt centrum összefogás magyarországért",2002,2012,"","Center Party","Center Party","CENTRUMPÁRT","Centrumpárt","Centrum Part","Centrum Párt (Centrum Összefogás Magyarországért)"
1975,"HUN","Hungary","","","Centrumpárt","centrumpárt",2006,2006,"","","","Centrumpárt","","",""
1769,"HUN","Hungary","CM","","Civil Mozgalom","cm civil mozgalom",2012,2012,"","","","","","","CM (Civil Mozgalom)"
1381,"HUN","Hungary","","Didn't go to vote","","didn t go to vote",2006,2008,"","","","Didn't go to vote","Didn't go to vote","",""
1079,"HUN","Hungary","DK","","Demokratikus Koalíció","dk demokratikus koalíció",2012,2012,"","","","","","","DK (Demokratikus Koalíció)"
1245,"HUN","Hungary","","","Együtt 2014 Mozgalom Haza és Haladás, Milla, Szolidaritás","együtt 2014 mozgalom haza és haladás milla szolidaritás",2012,2012,"","","","","","","Együtt 2014 Mozgalom (Haza és Haladás, Milla, Szolidaritás)"
1311,"HUN","Hungary","FYD-F/FIDESZ","Federation of Young Democrats","/ Fidesz Magyar Polgári Párt","fidesz fidesz magyar polgári párt",2002,2012,"","FYD-Federation of Young Democrats","FYD-Federation of Young Democrats","FIDESZ","","","FIDESZ (Fidesz Magyar Polgári Párt)"
1397,"HUN","Hungary","KDNP","","Fidesz - /Fidesz - Fidesz – Magyar Polgári Szövetség Kereszténydemokrata Néppárt","fidesz kdnp fidesz magyar polgári szövetség kereszténydemokrata néppárt",2006,2012,"","","","Fidesz - KDNP","Fidesz - KDNP","Fidesz - KDNP","Fidesz - KDNP (Fidesz – Magyar Polgári Szövetség Kereszténydemokrata Néppárt)"
1543,"HUN","Hungary","ISHP-I/FKNP","ISHP-Independent Small Holders","","fknp független kisgazda nemzeti egység párt",2002,2006,"","ISHP-Independent Small Holders","ISHP-Independent Small Holders","FKNP (FÜGGETLEN KISGAZDA-, NEMZETI EGYSÉG PÁRT)","","",""
1537,"HUN","Hungary","FYD-HDF","Fed.of Young Democrats&Hungarian Dem.Forum","","fyd hdf fed of young democrats hungarian dem forum",2002,2004,"","FYD-HDF Fed.of Young Democrats&Hungarian Dem.Forum","FYD-HDF Fed.of Young Democrats&Hungarian Dem.Forum","","","",""
1797,"HUN","Hungary","","","Jobbik Jobbik Magyarországért Mozgalom/Jobbik Magyarországért Mozgalom/Jobbik Magyarorszagert Mozgalom","jobbik jobbik magyarországért mozgalom",2006,2012,"","","","Jobbik (Jobbik Magyarországért Mozgalom)","Jobbik Magyarországért Mozgalom","Jobbik Magyarorszagert Mozgalom","Jobbik (Jobbik Magyarországért Mozgalom)"
1560,"HUN","Hungary","KDNP","Keresztenydemokrata Part - Kereszteny Centrum Osszefogas","/Kereszténydemokrata Párt - Keresztény Centrum Összefogás/ Kereszténydemokrata Néppárt","kdnp kereszténydemokrata néppárt",2006,2012,"","","","KDNP","Kereszténydemokrata Párt - Keresztény Centrum Összefogás","Keresztenydemokrata Part - Kereszteny Centrum Osszefogas","KDNP (Kereszténydemokrata Néppárt)"
1972,"HUN","Hungary","","","KDP (KERESZTÉNYDEMOKRATAPÁRT- KERESZTÉNYSZOCIÁLIS CENTRUM ÖSSZEFOGÁS)","kdp kereszténydemokratapárt keresztényszociális centrum összefogás",2006,2006,"","","","KDP (KERESZTÉNYDEMOKRATAPÁRT- KERESZTÉNYSZOCIÁLIS CENTRUM ÖSSZEFOGÁS)","","",""
1469,"HUN","Hungary","LMP","","Lehet Mas a Politika / Lehet Más A Politika","lmp lehet más a politika",2010,2012,"","","","","","Lehet Mas a Politika (LMP)","LMP (Lehet Más A Politika)"
1602,"HUN","Hungary","","Magyar Videk es Polgari Part","","magyar videk es polgari part",2008,2010,"","","","","Magyar Vidék és Polgári Párt","Magyar Videk es Polgari Part",""
2029,"HUN","Hungary","","","Magyarorszagi Szocialdemokrata Part","magyarorszagi szocialdemokrata part",2008,2010,"","","","","Magyarországi Szociáldemokrata Párt","Magyarorszagi Szocialdemokrata Part",""
1540,"HUN","Hungary","MCF","","Roma Összefogás Párt","mcf roma összefogás párt",2008,2012,"","","","","MCF Roma Összefogás Párt","MCF Roma Osszefogas Part","MCF Roma Összefogás Párt"
1340,"HUN","Hungary","HDF-/MDF","Hungarian Democratic Forum","Magyar Demokrata Fórum / Jólét És Szabadság","mdf jesz magyar demokrata fórum jólét és szabadság",2002,2012,"","HDF- Hungarian Democratic Forum","HDF- Hungarian Democratic Forum","MDF","MDF","MDF","MDF/JESZ (Magyar Demokrata Fórum / Jólét És Szabadság)"
2054,"HUN","Hungary","MDF","","Magyar Demokrata Fórum","mdf magyar demokrata fórum",2012,2012,"","","","","","","MDF (Magyar Demokrata Fórum)"
1811,"HUN","Hungary","HTJP-H/MI","Hungarian Truth","Harmadik Út ÉP - Jobbik Magyarországért/ÉP - Jobbik a Harmadik Út","miép jobbik a harmadik út",2002,2008,"","HTJP-Hungarian Truth","HTJP-Hungarian Truth","Harmadik Út (MIÉP - Jobbik Magyarországért)","MIÉP - Jobbik a Harmadik Út","",""
1135,"HUN","Hungary","MI/MIEP","","ÉP//ÉP Magyar Igazság És Élet Pártja","miép magyar igazság és élet pártja",2006,2012,"","","","MIÉP","MIÉP","MIEP","MIÉP (Magyar Igazság És Élet Pártja)"
1236,"HUN","Hungary","MKP","","Magyarországi Kisebbségek Pártja","mkp magyarországi kisebbségek pártja",2006,2006,"","","","MKP (MAGYARORSZÁGI KISEBBSÉGEK PÁRTJA)","","",""
1512,"HUN","Hungary","MRDP","","Magyarországi Romák Demokratikus Pártja","mrdp magyarországi romák demokratikus pártja",2006,2006,"","","","MRDP (MAGYARORSZÁGI ROMÁK DEMOKRATIKUS PÁRTJA)","","",""
1452,"HUN","Hungary","MRÖP","","Magyarországi Roma Összefogás Párt","mröp magyarországi roma összefogás párt",2006,2006,"","","","MRÖP (MAGYARORSZÁGI ROMA ÖSSZEFOGÁS PÁRT)","","",""
1318,"HUN","Hungary","MSZDP","","Magyar Szociáldemokrata Párt","mszdp magyar szociáldemokrata párt",2012,2012,"","","","","","","MSZDP (Magyar Szociáldemokrata Párt)"
