"id","country_short","country","party_short","party_english","party_name","name","year_first","year_last","comment","ess_round_1","ess_round_2","ess_round_3","ess_round_4","ess_round_5","ess_round_6"
1492,"NLD","Netherlands","","Pirate Party","","pirate party",2012,2012,"","","","","","","Pirate Party"
1515,"NLD","Netherlands","PVV","Group Geert Wilders","List Wilders","pvv list wilders",2004,2012,"","","Group Geert Wilders","","PVV (List Wilders)","PVV (List Wilders)","PVV (List Wilders)"
1570,"NLD","Netherlands","","Social Reformed Party / Political Reformed Party","","social reformed party",2002,2012,"","Social Reformed Party","Political Reformed Party","Social Reformed Party","Social Reformed Party","Social Reformed Party","Social Reformed Party"
1977,"NLD","Netherlands","","Socialist Party","","socialistic party",2002,2012,"","Socialist Party","Socialist Party","Socialistic Party","Socialistic Party","Socialistic Party","Socialistic Party"
1113,"NLD","Netherlands","TON","","List Verdonk","ton list verdonk",2008,2010,"","","","","TON (List Verdonk)","TON (List Verdonk)",""
1847,"NLD","Netherlands","","United Senior People Party","","united senior people party",2004,2004,"","","United Senior People Party","","","",""
1077,"NOR","Norway","SP","Centre Party","","centre party sp",2002,2012,"","Centre Party (Sp)","Centre Party (Sp)","Centre Party (Sp)","Centre Party (Sp)","Centre Party (SP)","Centre Party (SP)"
1129,"NOR","Norway","KRF","Christian Democratic Party","","christian democratic party krf",2002,2012,"","Christian Democratic Party (Krf)","Christian Democratic Party (Krf)","Christian Democratic Party (Krf)","Christian Democratic Party (Krf)","Christian Democratic Party (KRF)","Christian Democratic Party (KRF)"
1116,"NOR","Norway","KYST","Coast Party","","coastal party kyst",2002,2012,"","Coast Party (KYST)","Coast Party (KYST)","Coast Party (KYST)","Coast Party (KYST)","Coastal Party (KYST)","Coastal Party (KYST)"
1425,"NOR","Norway","","Conservative Party","","conservative party h",2002,2012,"","Conservative Party (H)","Conservative Party (H)","Conservative Party (H)","Conservative Party (H)","Conservative Party (H)","Conservative Party (H)"
1630,"NOR","Norway","","Labour Party","","labour party a",2002,2012,"","Labour Party (A)","Labour Party (A)","Labour Party (A)","Labour Party (A)","Labour Party (A)","Labour Party (A)"
1814,"NOR","Norway","","Liberal Party","","liberal party v",2002,2012,"","Liberal Party (V)","Liberal Party (V)","Liberal Party (V)","Liberal Party (V)","Liberal party (V)","Liberal party (V)"
1166,"NOR","Norway","","Other","","other",2002,2012,"","Other","Other","Other","Other","Other","Other"
1059,"NOR","Norway","FRP","Progress Party","","progress party frp",2002,2012,"","Progress Party (FrP)","Progress Party (FrP)","Progress Party (FrP)","Progress Party (FrP)","Progress Party (FRP)","Progress Party (FRP)"
1678,"NOR","Norway","RV","Red Electoral Alliance","","red electoral alliance rv",2002,2008,"","Red Electoral Alliance (RV)","Red Electoral Alliance (RV)","Red Electoral Alliance (RV)","Red Electoral Alliance (RV)","",""
1122,"NOR","Norway","SV","Socialist Left Party","","socialist left party sv",2002,2012,"","Socialist left party (SV)","Socialist left party (SV)","Socialist left party (SV)","Socialist left party (SV)","Socialist Left Party (SV)","Socialist Left Party (SV)"
1154,"NOR","Norway","DT","The Party Red","","the party red rødt",2010,2012,"","","","","","The Party Red (RØDT)","The Party Red (RØDT)"
1294,"POL","Poland","","","Akcja Wyborcza Solidarnosc Prawicy","akcja wyborcza solidarnosc prawicy",2002,2004,"","Akcja Wyborcza Solidarnosc Prawicy","Akcja Wyborcza Solidarnosc Prawicy","","","",""
1076,"POL","Poland","","","Alternatywa Partia Pracy","alternatywa partia pracy",2002,2002,"","Alternatywa Partia Pracy","","","","",""
1335,"POL","Poland","","","Alternatywa Ruch Spoleczny","alternatywa ruch spoleczny",2002,2004,"","Alternatywa Ruch Spoleczny","Alternatywa Ruch Spoleczny","","","",""
1017,"POL","Poland","","","Centrolewica Rzeczypospolitej Polskiej","centrolewica rzeczypospolitej polskiej",2004,2004,"","","Centrolewica Rzeczypospolitej Polskiej","","","",""
1740,"POL","Poland","","","Centrum","centrum",2004,2006,"","","Centrum","Centrum","","",""
1893,"POL","Poland","RP","Civic Platform","Platforma Obywatelska Rzeczypospolitej Polskiej","civic platform",2002,2012,"","Platforma Obywatelska Rzeczypospolitej Polskiej","Platforma Obywatelska RP","Platforma Obywatelska","Civic Platform","Civic Platform","Civic Platform"
1134,"POL","Poland","","Congress of the New Right","Platforma Janusza Korwin-Mikke","congress of the new right",2006,2012,"","","","Platforma Janusza Korwin-Mikke","","","Congress of the New Right"
1517,"POL","Poland","SLD","Democratic Left Alliance","Sojusz Lewicy Demokratycznej","democratic left alliance",2002,2012,"","Sojusz Lewicy Demokratycznej-SLD","Sojusz Lewicy Demokratycznej","Sojusz Lewicy Demokratycznej","Democratic Left Alliance","Democratic Left Alliance","Democratic Left Alliance"
2034,"POL","Poland","","Democratic Party","demokraci.pl","democratic party demokraci pl",2006,2010,"","","","Partia Demokratyczna demokraci.pl","Democratic Party","Democratic Party demokraci.pl",""
1652,"POL","Poland","","","Demokratyczna Partia Lewicy","demokratyczna partia lewicy",2004,2004,"","","Demokratyczna Partia Lewicy","","","",""
1411,"POL","Poland","","","Dom Ojczysty","dom ojczysty",2006,2006,"","","","Dom Ojczysty","","",""
1179,"POL","Poland","","","Inicjatywa dla Polski","inicjatywa dla polski",2004,2004,"","","Inicjatywa dla Polski","","","",""
1533,"POL","Poland","","","Konfederacja","konfederacja",2002,2002,"","Konfederacja","","","","",""
1460,"POL","Poland","KPN","","Oboz Patriotyczny","kpn oboz patriotyczny",2004,2004,"","","KPN-Oboz Patriotyczny","","","",""
1343,"POL","Poland","UP","Labour Union","Unia Pracy","labour union",2002,2010,"","Unia Pracy-UP","Unia Pracy","","Labour Union","Labour Union",""
1794,"POL","Poland","","Law and Justice","Prawo i Sprawiedliwosc","law and justice",2002,2012,"","Prawo i Sprawiedliwosc","Prawo i Sprawiedliwosc","Prawo i Sprawiedliwosc","Law and Justice","Law and Justice","Law and Justice"
1376,"POL","Poland","","League of Polish Families","Liga Polskich Rodzin","league of polish families",2002,2010,"","Liga Polskich Rodzin","Liga Polskich Rodzin","Liga Polskich Rodzin","League of Polish Families","League of Polish Families",""
1259,"POL","Poland","","Left and Democrats","","left and democrats",2008,2010,"","","","","Left and Democrats","Left and Democrats",""
1764,"POL","Poland","","","Mniejszosc Niemiecka","mniejszosc niemiecka",2002,2004,"","Mniejszosc Niemiecka","Mniejszosc Niemiecka","","","",""
1426,"POL","Poland","","","Narodowe Odrodzenie Polski","narodowe odrodzenie polski",2006,2006,"","","","Narodowe Odrodzenie Polski","","",""
1439,"POL","Poland","","National Party of Retirees and Pensioners","Krajowa Partia Emerytow i Rencistow","national party of retirees and pensioners",2002,2010,"","Krajowa Partia Emerytow i Rencistow","Krajowa Partia Emerytow i Rencistow","Krajowa Partia Emerytow i Rencistow","","National Party of Retirees and Pensioners",""
1944,"POL","Poland","","","Niemiecka Mniejszosc Gornego Slaska","niemiecka mniejszosc gornego slaska",2002,2004,"","Niemiecka Mniejszosc Gornego Slaska","Niemiecka Mniejszosc Gornego Slaska","","","",""
1616,"POL","Poland","","","Nowa Lewica","nowa lewica",2004,2004,"","","Nowa Lewica","","","",""
1034,"POL","Poland","","","Ogolnopolska Koalicja Obywatelska","ogolnopolska koalicja obywatelska",2006,2006,"","","","Ogolnopolska Koalicja Obywatelska","","",""
1413,"POL","Poland","","Other","","other",2002,2012,"","Other","Other","Other party","Other party","Other party","Other"
1896,"POL","Poland","","Palikot Movement","","palikot movement",2012,2012,"","","","","","","Palikot Movement"
1721,"POL","Poland","RP","","Partia Inicjatywa","partia inicjatywa rp",2006,2006,"","","","Partia Inicjatywa RP","","",""
1433,"POL","Poland","","","Partia Ludowo-Demokratyczna","partia ludowo demokratyczna",2002,2004,"","Partia Ludowo-Demokratyczna","Partia Ludowo-Demokratyczna","","","",""
1943,"POL","Poland","","","Platforma Obywatelska","platforma obywatelska",2002,2004,"","Platforma Obywatelska","Platforma Obywatelska","","","",""
1171,"POL","Poland","","Poland Comes First","","poland comes first",2012,2012,"","","","","","","Poland Comes First"
1867,"POL","Poland","","Polish Labour Party","","polish labour party august 80",2008,2012,"","","","","Polish Labour Party","Polish Labour Party","Polish Labour Party-August '80"
1733,"POL","Poland","PSL","Polish Peasants Party","Polskie Stronnictwo Ludowe","polish peasants party",2002,2012,"","Polskie Stronnictwo Ludowe-PSL","Polskie Stronnictwo Ludowe","Polskie Stronnictwo Ludowe","Polish Peasants Party","Polish Peasants' Party","Polish Peasants Party"
1474,"POL","Poland","","","Polska Konfederacja Godnosc i Praca","polska konfederacja godnosc i praca",2006,2006,"","","","Polska Konfederacja Godnosc i Praca","","",""
1331,"POL","Poland","","","Polska Partia Narodowa","polska partia narodowa",2006,2006,"","","","Polska Partia Narodowa","","",""
1741,"POL","Poland","","","Polska Partia Pracy","polska partia pracy",2006,2006,"","","","Polska Partia Pracy","","",""
1391,"POL","Poland","","","Polska Partia Socjalistyczna","polska partia socjalistyczna",2002,2004,"","Polska Partia Socjalistyczna-PPS","Polska Partia Socjalistyczna","","","",""
1103,"POL","Poland","","","Polska Unia Gospodarcza","polska unia gospodarcza",2002,2004,"","Polska Unia Gospodarcza","Polska Unia Gospodarcza","","","",""
1459,"POL","Poland","","","Polska Wspolnota Narodowa","polska wspolnota narodowa",2002,2004,"","Polska Wspolnota Narodowa","Polska Wspolnota Narodowa","","","",""
1928,"POL","Poland","","","Polskie Stronnictwo Ludowe","polskie stronnictwo ludowe",2002,2002,"","Polskie Stronnictwo Ludowe","","","","",""
1015,"POL","Poland","UPR","Real Politics Union","Unia Polityki Realnej","real politics union",2002,2010,"","Unia Polityki Realnej-UPR","Unia Polityki Realnej","","","Real Politics Union",""
1775,"POL","Poland","","Right of the Republic","","right of the republic",2010,2010,"","","","","","Right of the Republic",""
1519,"POL","Poland","","","Ruch Katolicko-Narodowy","ruch katolicko narodowy",2004,2004,"","","Ruch Katolicko-Narodowy","","","",""
1334,"POL","Poland","","","Ruch Patriotyczny","ruch patriotyczny",2006,2006,"","","","Ruch Patriotyczny","","",""
1410,"POL","Poland","","","Ruch Spoleczny","ruch spoleczny",2002,2004,"","Ruch Spoleczny","Ruch Spoleczny","","","",""
1942,"POL","Poland","","","Samoobrona Rzeczypospolitej Polskiej","samoobrona rzeczypospolitej polskiej",2004,2004,"","","Samoobrona Rzeczypospolitej Polskiej","","","",""
1875,"POL","Poland","RP","Self-defence","Samoobrona Rzeczypospolitej Polskiej","self defence",2002,2010,"","Samoobrona Rzeczypospolitej Polskiej","Samoobrona RP","Samoobrona Rzeczypospolitej Polskiej","Self-defence","Self-defence",""
1624,"POL","Poland","","Social Democratic Party of Poland","Socjaldemokracja Polska","social democracy of poland",2004,2010,"","","Socjaldemokracja Polska","Socjaldemokracja Polska","Social Democratic Party of Poland","Social Democracy of Poland",""
1306,"POL","Poland","","","Sojusz Lewicy Demokratycznej / Unia Pracy","sojusz lewicy demokratycznej unia pracy",2002,2004,"","Sojusz Lewicy Demokratycznej/Unia Pracy","Sojusz Lewicy Demokratycznej/Unia Pracy","","","",""
1527,"POL","Poland","SD","","Stronnictwo Demokratyczne","stronnictwo demokratyczne sd",2002,2002,"","Stronnictwo Demokratyczne-SD","","","","",""
1027,"POL","Poland","","","Stronnictwo Konserwatywno-Ludowe-Ruch Nowej Polski","stronnictwo konserwatywno ludowe ruch nowej polski",2002,2002,"","Stronnictwo Konserwatywno-Ludowe-Ruch Nowej Polski","","","","",""
1267,"POL","Poland","UW","","Unia Wolnosci-/Unia Wolnosci","unia wolnosci",2002,2004,"","Unia Wolnosci","Unia Wolnosci","","","",""
1342,"POL","Poland","","United Poland","","united poland",2012,2012,"","","","","","","United Poland"
1162,"POL","Poland","ZC","","Zjednoczenie Chrzescijansko-Narodowe","zjednoczenie chrzescijansko narodowe",2002,2004,"","Zjednoczenie Chrzescijansko-Narodowe-ZChN","Zjednoczenie Chrzescijansko-Narodowe","","","",""
1693,"PRT","Portugal","BE","","Bloco de Esquerda","bloco de esquerda be",2002,2012,"","B.E. - Bloco de Esquerda","B.E. - Bloco de Esquerda","BE - Bloco de Esquerda","BE - Bloco de Esquerda","Bloco de Esquerda (BE)","Bloco de Esquerda (BE)"
1726,"PRT","Portugal","CDS-PP","","Centro Democrático Social -- Partido Popular","centro democrático social partido popular cds pp",2002,2012,"","CDS/PP - Centro Democrático Social / Partido Popular","CDS/PP - Centro Democrático Social / Partido Popular","CDS/PP - Centro Democrático Social/Partido Popular","CDS/PP - Centro Democrático Social/Partido Popular","Centro Democrático Social - Partido Popular (CDS-PP)","Centro Democrático Social - Partido Popular (CDS-PP)"
1878,"PRT","Portugal","CDU","","Coligação Democrática Unitária","coligação democrática unitária cdu",2010,2012,"","","","","","Coligação Democrática Unitária (CDU)","Coligação Democrática Unitária (CDU)"
1806,"PRT","Portugal","MPT","","Movimento Partido da Terra","mpt movimento partido da terra",2002,2004,"","MPT - Movimento Partido da Terra","MPT - Movimento Partido da Terra","","","",""
1098,"PRT","Portugal","PND","","Partido da Nova Democracia","nova democracia pnd",2006,2012,"","","","PND - Partido da Nova Democracia","PND - Partido da Nova Democracia","Nova democracia (PND)","Nova democracia (PND)"
1268,"PRT","Portugal","","Other","Outro","outro",2002,2012,"","Other","Other","Outro","Outro","Outro","Outro"
1668,"PRT","Portugal","PH","","Partido Humanista","p h partido humanista",2002,2004,"","P.H. - Partido Humanista","P.H. - Partido Humanista","","","",""
1513,"PRT","Portugal","PCTP-MRPP","","Partido Comunista dos Trabalhadores Po / Movimento Reorganizativo do Proletariado Português","partido comunista dos trabalhadores portugueses movimento reorganizativo do partido do proletariado pctp mrpp",2002,2012,"","PCTP/MRPP - Partido Comunista dos Trabalhadores Po","PCTP/MRPP - Partido Comunista dos Trabalhadores Po","PCTP-MRPP - Partido Comunista dos Trabalhadores Portugueses - Movimento Reorganizativo do Proletariado Português","PCTP-MRPP - Partido Comunista dos Trabalhadores Portugueses - Movimento Reorganizativo do Proletariado Português","Partido Comunista dos Trabalhadores Portugueses/Movimento Reorganizativo do Partido do Proletariado (PCTP-MRPP)","Partido Comunista dos Trabalhadores Portugueses/Movimento Reorganizativo do Partido do Proletariado (PCTP-MRPP)"
1697,"PRT","Portugal","PDA","","Partido Democrático do Atlântico","partido democrático do atlântico pda",2006,2012,"","","","Partido Democrático do Atlântico (PDA)","Partido Democrático do Atlântico (PDA)","Partido Democrático do Atlântico (PDA)","Partido Democrático do Atlântico (PDA)"
1509,"PRT","Portugal","PNR","","Partido Nacional Renovador","partido nacional renovador pnr",2002,2012,"","PNR - Partido Nacional Renovador","PNR - Partido Nacional Renovador","PNR - Partido Nacional Renovador","PNR - Partido Nacional Renovador","Partido Nacional Renovador (PNR)","Partido Nacional Renovador (PNR)"
1278,"PRT","Portugal","POUS","","Partido Operário de Unidade Socialista","partido operário de unidade socialista pous",2002,2012,"","POUS - Partido Operário de Unidade Socialista","POUS - Partido Operário de Unidade Socialista","POUS - Partido Operário de Unidade Socialista","POUS - Partido Operário de Unidade Socialista","Partido Operário de Unidade Socialista (POUS)","Partido Operário de Unidade Socialista (POUS)"
1786,"PRT","Portugal","PSD","","Partido Social Democrata","partido social democrata psd",2002,2012,"","PSD - Partido Social Democrata","PSD - Partido Social Democrata","PSD - Partido Social Democrata","PSD - Partido Social Democrata","Partido Social Democrata (PSD)","Partido Social Democrata (PSD)"
1731,"PRT","Portugal","PS","","Partido Socialista","partido socialista ps",2002,2012,"","PS - Partido Socialista","PS - Partido Socialista","PS - Partido Socialista","PS - Partido Socialista","Partido Socialista (PS)","Partido Socialista (PS)"
1190,"PRT","Portugal","PCP-PEV","","Partido Comunista Português","pcp partido comunista português",2004,2004,"","","PCP- Partido Comunista Português","","","",""
1505,"PRT","Portugal","PCP","","Partido Comunista Português / Partido Ecolo","pcp pev partido comunista português partido ecolo",2002,2008,"","PCP/PEV - Partido Comunista Português Partido Ecolo","PCP/PEV - Partido Comunista Português Partido Ecolo","PCP-PEV - Partido Comunista Português - Partido Ecolo","PCP-PEV - Partido Comunista Português - Partido Ecolo","",""
1578,"PRT","Portugal","PEV","","Partido Ecologista os Verdes","pev partido ecologista os verdes",2004,2004,"","","PEV - Partido Ecologista os Verdes","","","",""
1610,"PRT","Portugal","PH","","Partido Humanista","ph partido humanista",2006,2012,"","","","PH - Partido Humanista","PH - Partido Humanista","PH - Partido Humanista","PH - Partido Humanista"
1520,"PRT","Portugal","PPM","","Partido Popular Monárquico","ppm partido popular monárquico",2002,2004,"","PPM - Partido Popular Monárquico","PPM - Partido Popular Monárquico","","","",""
1621,"PRT","Portugal","nulo","","Votou em branco","votou em branco nulo",2002,2012,"","Blank vote","Blank vote","Votou em branco / nulo","Votou em branco / nulo","Votou em branco / nulo","Votou em branco / nulo"
1085,"ROU","Romania","PSD-PC","","Alianta","alianta psd pc",2008,2008,"","","","","Alianta PSD-PC","",""
1047,"ROU","Romania","FDGR","","Other: FDGR","other fdgr",2008,2008,"","","","","Other: FDGR","",""
2009,"ROU","Romania","PIN","","Other: PIN","other pin",2008,2008,"","","","","Other: PIN","",""
1021,"ROU","Romania","PR","","Other: PR","other pr",2008,2008,"","","","","Other: PR","",""
1449,"ROU","Romania","PC","","","pc",2008,2008,"","","","","PC","",""
1102,"ROU","Romania","PD-L","","","pd l",2008,2008,"","","","","PD-L","",""
1304,"ROU","Romania","PIN","","","pin",2008,2008,"","","","","PIN","",""
1636,"ROU","Romania","PNG-CD","","","png cd",2008,2008,"","","","","PNG-CD","",""
1192,"ROU","Romania","PNL","","","pnl",2008,2008,"","","","","PNL","",""
2008,"ROU","Romania","","","PNTCD","pntcd",2008,2008,"","","","","PNTCD","",""
1757,"ROU","Romania","PPCD","","","ppcd pntcd",2008,2008,"","","","","PPCD (PNTCD)","",""
1529,"ROU","Romania","PRM","","","prm",2008,2008,"","","","","PRM","",""
1795,"ROU","Romania","PSD","","","psd",2008,2008,"","","","","PSD","",""
1840,"ROU","Romania","UDMR","","","udmr",2008,2008,"","","","","UDMR","",""
1172,"RUS","Russia","APR","Agrarian Party of Russia","","98 other agrarian party of russia apr",2010,2010,"","","","","","98. Other: Agrarian Party of Russia (APR)",""
1281,"RUS","Russia","PR","Patriots of Russia","","98 other patriots of russia pr",2010,2010,"","","","","","98. Other: Patriots of Russia (PR)",""
1590,"RUS","Russia","","Against all","","against all",2006,2006,"","","","Against all","","",""
1008,"RUS","Russia","APR","Agrarian Party of Russia","","agrarian party of russia apr",2006,2010,"","","","Agrarian Party of Russia (APR)","Agrarian Party of Russia (APR)","Agrarian Party of Russia (APR)",""
1607,"RUS","Russia","","Civic platform","","civic platform",2012,2012,"","","","","","","Civic platform"
1866,"RUS","Russia","KRPK","Coalition for Russia without despotism and corruption","","coalition for russia without despotism and corruption krpk",2010,2010,"","","","","","Coalition for Russia without despotism and corruption (KRPK)",""
1048,"RUS","Russia","KPRF","Communist Party of the Russian Federation","","communist party of the russian federation kprf",2006,2012,"","","","Communist Party of the Russian Federation (KPRF)","Communist Party of the Russian Federation (KPRF)","Communist Party of the Russian Federation (KPRF)","Communist Party of the Russian Federation (KPRF)"
1634,"RUS","Russia","","Democratic party of Russia","","democratic party of russia",2006,2006,"","","","Democratic party of Russia","","",""
1549,"RUS","Russia","","","Edinenie","edinenie",2006,2006,"","","","Edinenie","","",""
1042,"RUS","Russia","SR","Fair Russia","","fair russia sr",2006,2012,"","","","Fair Russia (SR)","Fair Russia (SR)","Fair Russia (SR)","Fair Russia (SR)"
1341,"RUS","Russia","","Free Russia","","free russia",2006,2006,"","","","Free Russia","","",""
1884,"RUS","Russia","","Green Party","","green party",2006,2008,"","","","Green party","Green Party","",""
1657,"RUS","Russia","","Just Cause","","just cause",2012,2012,"","","","","","","Just Cause"
1319,"RUS","Russia","LDPR","Liberal Democratic Party of Russia","","liberal democratic party of russia ldpr",2006,2012,"","","","Liberal Democratic Party of Russia (LDPR)","Liberal Democratic Party of Russia (LDPR)","Liberal Democratic Party of Russia (LDPR)","Liberal Democratic Party of Russia (LDPR)"
1604,"RUS","Russia","","Nash Vybor - Our choice","","nash vybor our choice",2006,2006,"","","","Nash Vybor - Our choice","","",""
1839,"RUS","Russia","","Party of Revival of Russia - Russian Party of Life","","party of revival of russia russian party of life",2006,2008,"","","","Party of Revival of Russia - Russian Party of Life","Party of Revival of Russia – Russian Party of Life","",""
1329,"RUS","Russia","","Party of the development of entrepreneurship","","party of the development of entrepreneurship",2006,2006,"","","","Party of the development of entrepreneurship","","",""
1214,"RUS","Russia","","Patriots of Russia","","patriots of russia",2012,2012,"","","","","","","Patriots of Russia"
1605,"RUS","Russia","","People-republican party of Russia","","people republican party of russia",2006,2006,"","","","People-republican party of Russia","","",""
1738,"RUS","Russia","RF","People's Party of RF","","people s party of rf",2006,2006,"","","","People's Party of RF","","",""
1489,"RUS","Russia","","Real Patriots of Russia","","real patriots of russia",2006,2006,"","","","Real Patriots of Russia","","",""
1742,"RUS","Russia","","Republican party of Russian-Party of people's freedom","","republican party of russian party of people s freedom parnas",2012,2012,"","","","","","","Republican party of Russian-Party of people's freedom (Parnas)"
1208,"RUS","Russia","PD","Right Cause","","right cause pd",2010,2010,"","","","","","Right Cause (PD)",""
1414,"RUS","Russia","","","Rodina","rodina",2006,2006,"","","","Rodina","","",""
1451,"RUS","Russia","","Russian party of pensioners and party of social justice","","russian party of pensioners and party of social justice",2006,2006,"","","","Russian party of pensioners and party of social justice","","",""
1454,"RUS","Russia","","","Solidarity Solidarnost","solidarity solidarnost",2010,2010,"","","","","","Solidarity (Solidarnost)",""
1044,"RUS","Russia","SPS","Union of Right Forces","","union of right forces sps",2006,2010,"","","","Union of Right Forces (SPS)","Union of Right Forces (SPS)","Union of Right Forces (SPS)",""
1220,"RUS","Russia","ER","United Russia","","united russia er",2006,2012,"","","","United Russia (ER)","United Russia (ER)","United Russia (ER)","United Russia (ER)"
1231,"RUS","Russia","","","Yabloko","yabloko",2006,2012,"","","","Yabloko","Yabloko","Yabloko","Yabloko"
1349,"RUS","Russia","","Youth party of Revival","","youth party of revival",2006,2006,"","","","Youth party of Revival","","",""
1642,"SVK","Slovakia","ANO","New Citizen's Alliance","","ano new citizen s alliance",2004,2004,"","","ANO New Citizen's Alliance","","","",""
1239,"SVK","Slovakia","KDH","Christian Democratic Movement","","christian democratic movement kdh",2004,2012,"","","KDH Christian Democratic Movement","Christian Democratic Movement (KDH)","Christian Democratic Movement (KDH)","Christian Democratic Movement (KDH)","Christian Democratic Movement (KDH)"
1379,"SVK","Slovakia","","Freedom and Solidarity","","freedom and solidarity sas",2010,2012,"","","","","","Freedom and Solidarity (SaS)","Freedom and Solidarity (SaS)"
1225,"SVK","Slovakia","KSS","Communist Party of Slovakia","","kss communist party of slovakia",2004,2004,"","","KSS Communist Party of Slovakia","","","",""
1189,"SVK","Slovakia","","","Most-Híd","most híd",2010,2012,"","","","","","Most-Híd","Most-Híd"
1706,"SVK","Slovakia","HZDS","Movement for a Democratic Slovakia","","movement for a democratic slovakia hzds",2004,2008,"","","HZDS Movement for a Democratic Slovakia","Movement for a Democratic Slovakia (HZDS)","Movement for a Democratic Slovakia (HZDS)","",""
1647,"SVK","Slovakia","OL","Ordinary People and Independent Personalities","","ordinary people and independent personalities olano",2012,2012,"","","","","","","Ordinary People and Independent Personalities (OLaNO)"
1480,"SVK","Slovakia","","Other","","other",2004,2012,"","","Other","Other","Other","Other","Other"
1620,"SVK","Slovakia","SMK","Party of Hungarian Coalition","","party of hungarian coalition smk",2004,2008,"","","SMK Party of Hungarian Coalition","Party of Hungarian Coalition (SMK)","Party of Hungarian Coalition (SMK)","",""
1399,"SVK","Slovakia","SDKU","Slovak Democratic Christian Union","","slovak democratic christian union sdku",2004,2012,"","","SDKU Slovak Democratic Christian Union","Slovak Democratic Christian Union (SDKU)","Slovak Democratic Christian Union (SDKU)","Slovak Democratic Christian Union (SDKU)","Slovak Democratic Christian Union (SDKU)"
1290,"SVK","Slovakia","SNS","Slovak National Party","","slovak national party sns",2006,2010,"","","","Slovak National Party (SNS)","Slovak National Party (SNS)","Slovak National Party (SNS)",""
1121,"SVK","Slovakia","SMER/SMER-S","Social Democracy","","smer social democracy",2004,2012,"","","SMER","SMER","SMER","SMER-Social Democracy","SMER-Social Democracy"
1788,"SVN","Slovenia","DL","Civic List","","civic list dl",2012,2012,"","","","","","","Civic List - DL"
1796,"SVN","Slovenia","DESUS","Democratic Party of Pensioners of Slovenia","","democratic party of pensioners of slovenia desus",2002,2012,"","Democratic Party of Pensioners of Slovenia (DESUS)","Democratic Party of Pensioners of Slovenia - DESUS","Democratic Party of Pensioners of Slovenia - DESUS","Democratic Party of Pensioners of Slovenia - DESUS","Democratic Party of Pensioners of Slovenia - DESUS","Democratic Party of Pensioners of Slovenia - DESUS"
1400,"SVN","Slovenia","LDS","Liberal Democracy of Slovenia","","liberal democracy of slovenia lds",2002,2012,"","Liberal Democracy of Slovenia (LDS)","Liberal Democracy of Slovenia - LDS","Liberal Democracy of Slovenia - LDS","Liberal Democracy of Slovenia - LDS","Liberal Democracy of Slovenia - LDS","Liberal Democracy of Slovenia - LDS"
2186,"SVN","Slovenia","LIPA","LIPA - Party","","lipa party",2008,2010,"","","","","LIPA - Party","LIPA - Party",""
1186,"SVN","Slovenia","NS","New Slovenia -- Christian People's Party","","new slovenia christian peoples party nsi",2002,2012,"","New Slovenia - Christian People's Party (NSi)","New Slovenia - Christian Peoples Party - NSi","New Slovenia - Christian Peoples Party - NSi","New Slovenia - Christian Peoples Party - NSi","New Slovenia - Christian Peoples Party - NSi","New Slovenia - Christian Peoples Party - NSi"
1277,"SVN","Slovenia","","Other","","other party",2002,2012,"","Other","Other","Other","Other","Other","Other party"
1575,"SVN","Slovenia","TRS","Party for Sustainable Development","","party for sustainable development trs",2012,2012,"","","","","","","Party for Sustainable Development - TRS"
1704,"SVN","Slovenia","PS","Positive Slovenia","","positive slovenia ps",2012,2012,"","","","","","","Positive Slovenia - PS"
1860,"SVN","Slovenia","SNS","Slovene National Party","","slovene national party sns",2002,2012,"","Slovene National Party (SNS)","Slovene National Party - SNS","Slovene National Party - SNS","Slovene National Party - SNS","Slovene National Party - SNS","Slovene National Party - SNS"
1660,"SVN","Slovenia","SLS","Slovene People's Party","","slovene peoples party sls",2002,2012,"","Slovene People's Party (SLS)","Slovene Peoples Party - SLS","Slovene Peoples Party - SLS","Slovene Peoples Party - SLS","Slovene Peoples Party - SLS","Slovene Peoples Party - SLS"
1816,"SVN","Slovenia","SMS","Slovene Youth Party","","slovene youth party sms",2002,2002,"","Slovene Youth Party (SMS)","","","","",""
1470,"SVN","Slovenia","SDS","Social Democratic Party of Slovenia","","slovenian democratic party sds",2002,2012,"","Social Democratic Party of Slovenia (SDS)","Slovenian Democratic Party - SDS","Slovenian Democratic Party- SDS","Slovenian Democratic Party - SDS","Slovenian Democratic Party - SDS","Slovenian Democratic Party - SDS"
1131,"SVN","Slovenia","SD","Social Democrats","","social democrats sd",2006,2012,"","","","Social Democrats - SD","Social Democrats - SD","Social Democrats - SD","Social Democrats - SD"
1309,"SVN","Slovenia","ZLSD","United List of Social Democrats","","united list of social democrats zlsd",2002,2004,"","United List of Social Democrats (ZLSD)","United List of Social Democrats - ZLSD","","","",""
1352,"SVN","Slovenia","ZARES","New Politics","","zares new politics",2008,2012,"","","","","ZARES - New Politics","ZARES - New Politics","ZARES - New Politics"
1561,"SWE","Sweden","","Other","Annat parti","annat parti",2002,2012,"","Other","Other","Other","Other","Annat parti","Annat parti"
1271,"SWE","Sweden","","Centre party/Centre Party","Centern","centern",2002,2012,"","Centre party","Centre Party","Centre Party","Centre Party","Centern","Centern"
1142,"SWE","Sweden","FI","","Feministiskt initiativ","fi feministiskt initiativ",2010,2012,"","","","","","FI (Feministiskt initiativ)","FI (Feministiskt initiativ)"
