cntry,party_id,duplicate,ignore,party_short,party_english,party_name,share,party_id_old,ess_key,party
FR,FR-3-5,FR-5-12,,,,Les Verts,3.3,2024,fr -- lo (lutte ouvrière),LO (Lutte ouvrière)
FR,FR-3-5,,,LO,,Lutte Ouvrière,3.3,1700,fr -- lo (lutte ouvrière),LO (Lutte ouvrière)
FR,FR-3-6,,,MDC,,Mouvement des citoyens,0.8,1673,fr -- mdc (mouvement des citoyens),MDC (Mouvement des citoyens)
FR,FR-3-7,,,MNR,,Mouvement national républicain,1.6,1677,fr -- mnr (mouvement national républicain),MNR (Mouvement national républicain)
FR,FR-7-11,,,MODEM,,Mouvement Démocrate,6,1842,fr -- modem (mouvement démocrate),MODEM (Mouvement Démocrate)
FR,FR-3-8,,,MPF,,Mouvement pour la France,2.8,1850,fr -- mpf (mouvement pour la france),MPF (Mouvement pour la France)
FR,FR-5-6,,,,,Nouveau Centre,1.4,1430,fr -- nouveau centre,Nouveau Centre
FR,FR-6-4,,,NPA,,Nouveau Parti Anti-Capitaliste,1.2,1606,fr -- npa (nouveau parti anti-capitaliste),NPA (Nouveau Parti Anti-Capitaliste)
FR,FR-6-16,,1,,,Nul,0.7,2115,fr -- nul,Nul
FR,FR-6-7,,,PRG,,Parti Radical de Gauche,1.6,1040,fr -- parti radical de gauche,Parti Radical de Gauche
FR,FR-1-9,,,PC,,Parti Communiste,4.6,2022,fr -- pc (parti communiste),PC (Parti communiste)
FR,FR-6-3,,,PR,,Parti Radical Valoisien,0.3,1183,fr -- pr (parti radical valoisien),PR (Parti Radical Valoisien)
FR,FR-4-9,FR-6-7,,PRG,,Parti Radical de Gauche,2,1040,fr -- prg (parti radical de gauche),PRG (Parti Radical de Gauche)
FR,FR-6-9,,,PS,,Parti Socialiste,36.5,1404,fr -- ps (parti socialiste),PS (Parti Socialiste)
FR,FR-3-11,,,RPF,,Rassemblement du Peuple Français,2.1,1514,fr -- rpf (rassemblement du peuple français),RPF (Rassemblement du peuple français)
FR,FR-1-13,,,UDF,,Union pour la démocratie française,6.6,1175,fr -- udf (union pour la démocratie française),UDF (Union pour la Démocratie Française)
FR,FR-4-10,FR-7-11,,MODEM,,Mouvement Démocrate,7,1842,fr -- udf-modem (mouvement democrate),UDF-MoDem (Mouvement Democrate)
FR,FR-4-10,FR-1-13,,UDF,,Union pour la démocratie française,7,1175,fr -- udf-modem (mouvement democrate),UDF-MoDem (Mouvement Democrate)
FR,FR-1-12,,,UMP,,Union de la Majorité Présidentielle,24.3,1935,fr -- ump (union de la majorité présidentielle),UMP (Union de la Majorité Présidentielle)
FR,FR-4-11,FR-1-2,,DL/UMP,,Démocratie Libérale/ L’Union,32.5,1854,fr -- ump (union pour la majorité présidentielle),UMP (Union pour la Majorité Présidentielle)
FR,FR-7-10,FR-1-2,,DL/UMP,,Démocratie Libérale/ L’Union,28.6,1854,fr -- ump (union pour un mouvement populaire),UMP (Union pour un Mouvement Populaire)
GB,GB-3-14,,,,Alliance Party,,0.1,3021,gb -- alliance party,Alliance Party
GB,GB-1-12,,,,Alliance Party (nir),,0.4,3022,gb -- alliance party (nir),Alliance Party (nir)
GB,GB-3-7,,,,British National Party,British National Party,0.5,1538,gb -- british national party,British National Party
GB,GB-5-1,,,,Conservative,Conservative,38.6,2052,gb -- conservative,Conservative
GB,GB-3-11,,,,Democratic Unionist Party,,0.7,3023,gb -- democratic unionist party,Democratic Unionist Party
GB,GB-4-9,,,,Democratic Unionist Party (nir),,0.7,3024,gb -- democratic unionist party (nir),Democratic Unionist Party (nir)
GB,GB-7-6,,,,Green Party,Green Party,2.8,1274,gb -- green party,Green Party
GB,GB-3-9,,1,,Independent,Independent,0.7,1295,gb -- independent,Independent
GB,GB-7-16,,1,,Independent(s) (nir),,0.2,3025,gb -- independent(s) (nir),Independent(s) (nir)
GB,GB-2-2,,,,Labour,Labour,50.3,1367,gb -- labour,Labour
GB,GB-5-3,,,,Liberal Democrat,Liberal Democrat,22.6,1234,gb -- liberal democrat,Liberal Democrat
GB,GB-2-19,,1,,Other (nir),,0.5,3026,gb -- other (nir),Other (nir)
GB,GB-6-5,,,,Plaid Cymru,Plaid Cymru,1.5,1227,gb -- plaid cymru,Plaid Cymru
GB,GB-7-4,,,,Scottish National Party,Scottish National Party,2.8,1198,gb -- scottish national party,Scottish National Party
GB,GB-3-12,,,,Sinn Fein,,0.1,3027,gb -- sinn fein,Sinn Fein
GB,GB-2-10,,,,Sinn Fein (nir),,0.6,3028,gb -- sinn fein (nir),Sinn Fein (nir)
GB,GB-3-13,,,,Social Democratic and Labour Party,Social Democratic and Labour Party,0.5,1968,gb -- social democratic and labour party,Social Democratic and Labour Party
GB,GB-4-11,,,,Social Democratic and Labour Party (nir),,1.1,3029,gb -- social democratic and labour party (nir),Social Democratic and Labour Party (nir)
GB,GB-7-7,,,,Uk Independence Party,Uk Independence Party,7.5,1481,gb -- uk independence party,UK Independence Party
GB,GB-3-10,,,,Ulster Unionist Party,,0.5,3030,gb -- ulster unionist party,Ulster Unionist Party
GB,GB-1-8,,,,Ulster Unionist Party (nir),,0.8,3031,gb -- ulster unionist party (nir),Ulster Unionist Party (nir)
GB,GB-1-14,,,,United Kingdom Unionist Party (nir),,0.2,3032,gb -- united kingdom unionist party (nir),United Kingdom Unionist Party (nir)
GB,GB-1-15,,,,Women's Coalition (nir),,0.1,3033,gb -- women's coalition (nir),Women's Coalition (nir)
GR,GR-4-4,,,SYRIZA,Coalition of the Radical Left - SYRIZA/The Coalition of the Radical Left (SYRIZA),,6.7,1350,gr -- coalition of the radical left - syriza,Coalition of the Radical Left - SYRIZA
GR,GR-4-3,,,KKE,The Communist Party of Greece,Communist party,10,1649,gr -- communist party - kke,Communist Party - KKE
GR,GR-1-5,,,DIKKI,Democratic Social Movement,,0.8,1612,gr -- dikki (democratic social movement),DIKKI (Democratic Social Movement)
GR,GR-5-10,,,,Golden Dawn (Xrusi Augi),,0.2,1475,gr -- golden dawn (xrusi augi),Golden Dawn (Xrusi Augi)
GR,GR-4-6,,,OP,The Ecologist Greens,,3.2,1450,gr -- greens,Greens
GR,GR-5-14,,,SPITHA,Independent Citizens' Movement,,0.2,1237,gr -- independent citizens' movement (spitha),Independent Citizens' Movement (SPITHA)
GR,GR-5-9,,1,,Invalid,,1,1865,gr -- invalid,Invalid
GR,GR-1-3,GR-4-3,,KKE,The Communist Party of Greece,Communist party,5.3,1649,gr -- kke (communist party),KKE (Communist party)
GR,GR-2-3,GR-4-3,,KKE,The Communist Party of Greece,Communist party,5.2,1649,gr -- kke communist party),KKE Communist Party)
GR,GR-2-6,,,LAOS,LAOS (Popular Orthodox Party)/Popular Orthodox Rally - LAOS/The Popular Orthodox Rally (LAOS),,1.5,1160,gr -- laos (popular orthodox party),LAOS (Popular Orthodox Party)
GR,GR-2-2,,,ND,,New Democracy,54.8,1024,gr -- nd (new democracy),ND (New Democracy)
GR,GR-4-2,GR-2-2,,ND,,New Democracy,33,1024,gr -- new democracy - nd,New Democracy - ND
GR,GR-5-2,GR-2-2,,ND,,New Democracy,26.1,1024,gr -- new democracy (nd),New Democracy (ND)
GR,GR-5-8,,1,,No one,,0.8,1483,gr -- no one,No one
GR,GR-5-7,,1,,Null,,3,1218,gr -- null,Null
GR,GR-1-6,,1,,Other,,3.8,1020,gr -- other parties,Other parties
GR,GR-4-1,,,PASOK,Panhellenic Socialist Movement – PASOK/The Panhellenic Socialist Movement (PASOK),Panhellenic Socialist Movement,43.2,1424,gr -- panhellenic socialist movement – pasok,Panhellenic Socialist Movement – PASOK
GR,GR-1-1,GR-4-1,,PASOK,Panhellenic Socialist Movement – PASOK/The Panhellenic Socialist Movement (PASOK),Panhellenic Socialist Movement,49.2,1424,gr -- pasok (panhellenic socialist movement),PASOK (Panhellenic Socialist Movement)
GR,GR-4-5,GR-2-6,,LAOS,LAOS (Popular Orthodox Party)/Popular Orthodox Rally - LAOS/The Popular Orthodox Rally (LAOS),,3.9,1160,gr -- popular orthodox rally - laos,Popular Orthodox Rally - LAOS
GR,GR-5-13,,,KOTES,Smokers' Groups for Art and Visual Formation (KOTES),,0.1,1552,gr -- smokers' groups for art and visual formation (kotes),Smokers' Groups for Art and Visual Formation (KOTES)
GR,GR-2-4,,,SYN,Left Wing Coalition,,4,1566,gr -- syn (left wing coalition),SYN (Left Wing Coalition)
GR,GR-5-12,,,ANTAR,,The Anticapitalist Left Cooperation for the Overthrow,0.2,3034,gr -- the anticapitalist left cooperation for the overthrow (antar,The Anticapitalist Left Cooperation for the Overthrow (ANTAR
GR,GR-5-5,GR-4-4,,SYRIZA,Coalition of the Radical Left - SYRIZA/The Coalition of the Radical Left (SYRIZA),,5,1350,gr -- the coalition of the radical left (syriza),The Coalition of the Radical Left (SYRIZA)
GR,GR-5-3,GR-4-3,,KKE,The Communist Party of Greece,Communist party,9,1649,gr -- the communist party of greece (kke),The Communist Party of Greece (KKE)
GR,GR-5-6,GR-4-6,,OP,The Ecologist Greens,,3,1450,gr -- the ecologist greens (op),The Ecologist Greens (OP)
GR,GR-5-11,,,FS,The Liberal Alliance,,0.2,1347,gr -- the liberal alliance (fs),The Liberal Alliance (FS)
GR,GR-5-1,GR-4-1,,PASOK,Panhellenic Socialist Movement – PASOK/The Panhellenic Socialist Movement (PASOK),Panhellenic Socialist Movement,47.2,1424,gr -- the panhellenic socialist movement (pasok),The Panhellenic Socialist Movement (PASOK)
GR,GR-5-4,GR-2-6,,LAOS,LAOS (Popular Orthodox Party)/Popular Orthodox Rally - LAOS/The Popular Orthodox Rally (LAOS),,4.2,1160,gr -- the popular orthodox rally (laos),The Popular Orthodox Rally (LAOS)
HR,HR-4-1,,,HDZ,,Hrvatska demokrtska zajednica /Hrvatska demokratska zajednica,45.1,1712,hr -- hrvatska demokratska zajednica (hdz),Hrvatska demokratska zajednica (HDZ)
HR,HR-4-3,,,HNS,,Hrvatska narodna stranka - Liberalni demokrati,5.4,1118,hr -- hrvatska narodna stranka - liberalni demokrati (hns),Hrvatska narodna stranka - Liberalni demokrati (HNS)
HR,HR-4-4,,,HSS,,Hrvatska seljacka stranka,5.4,1421,hr -- hrvatska seljacka stranka (hss),Hrvatska seljacka stranka (HSS)
HR,HR-5-9,,,HSP,,Hrvatska stranka prava,4.1,1157,hr -- hrvatska stranka prava (hsp),Hrvatska stranka prava (HSP)
HR,HR-5-10,,,HSU,,Hrvatska stranka umirovljenika,4.6,1151,hr -- hrvatska stranka umirovljenika (hsu),Hrvatska stranka umirovljenika (HSU)
HR,HR-5-7,,,HDSSB,,Hrvatski demokratski savez Slavonije i Baranje,1.2,1603,hr -- hrvatski demokratski savez slavonije i baranje (hdssb),Hrvatski demokratski savez Slavonije i Baranje (HDSSB)
HR,HR-5-5,,,HSLS,,Hrvatsko socijalno-liberalna stranka,2.2,1881,hr -- hrvatsko socijalno-liberalna stranka (hsls),Hrvatsko socijalno-liberalna stranka (HSLS)
HR,HR-5-6,,,IDS,,Istarski demokrtski sabor /Istarski demokratski sabor,2.5,1385,hr -- istarski demokratski sabor (ids),Istarski demokratski sabor (IDS)
HR,HR-5-8,,,SDSS,,Samostalna demokratska Srpska stranka,1.4,1719,hr -- samostalna demokratska srpska stranka (sdss),Samostalna demokratska Srpska stranka (SDSS)
HR,HR-4-2,,,SDP,,Socijaldemokratska partija Hrvatske,32.5,1019,hr -- socijaldemokratska partija hrvatske (sdp),Socijaldemokratska partija Hrvatske (SDP)
HU,HU-1-1,,,CENTRUMP,Center Party/Centrum Part,Centrumpárt / Centrum Párt Centrum Összefogás Magyarországért,1.4,1355,hu -- center party,Center Party
HU,HU-5-7,HU-1-1,,CENTRUMP,Center Party/Centrum Part,Centrumpárt / Centrum Párt Centrum Összefogás Magyarországért,0.1,1355,hu -- centrum part,Centrum Part
HU,HU-6-1,HU-1-1,,CENTRUMP,Center Party/Centrum Part,Centrumpárt / Centrum Párt Centrum Összefogás Magyarországért,0.1,1355,hu -- centrum párt (centrum összefogás magyarországért),Centrum Párt (Centrum Összefogás Magyarországért)
HU,HU-4-7,,,,,Centrumpárt,0.5,1975,hu -- centrumpárt,Centrumpárt
HU,HU-4-7,HU-1-1,,CENTRUMP,Center Party/Centrum Part,Centrumpárt / Centrum Párt Centrum Összefogás Magyarországért,0.5,1355,hu -- centrumpárt,Centrumpárt
HU,HU-6-2,,,CM,,Civil Mozgalom,0.3,1769,hu -- cm (civil mozgalom),CM (Civil Mozgalom)
HU,HU-2-7,,,FFD-F/SZDSZ,FFD-Free Democrats,/ Szabad Demokraták Szövetsége - A Magyar Liberális Párt,4.5,1178,hu -- ffd-free democrats,FFD-Free Democrats
HU,HU-5-1,,,KDNP,,Fidesz - /Fidesz - Fidesz – Magyar Polgári Szövetség Kereszténydemokrata Néppárt,63.3,1397,hu -- fidesz - kdnp,Fidesz - KDNP
HU,HU-6-3,,,Fidesz-KDNP,,Fidesz – Magyar Polgári Szövetség Keresztényd,63.3,3035,hu -- fidesz - kdnp (fidesz – magyar polgári szövetség keresztényd,Fidesz - KDNP (Fidesz – Magyar Polgári Szövetség Keresztényd
HU,HU-2-2,,,FYD-HDF,Fed.of Young Democrats&Hungarian Dem.Forum,,46.5,1537,hu -- fyd-hdf fed.of young democrats&hungarian dem.forum,FYD-HDF Fed.of Young Democrats&Hungarian Dem.Forum
HU,HU-3-3,,,HTJP-H/MI,Hungarian Truth,Harmadik Út ÉP - Jobbik Magyarországért/ÉP - Jobbik a Harmadik Út,0.7,1811,hu -- harmadik út (miép - jobbik magyarországért),Harmadik Út (MIÉP - Jobbik Magyarországért)
HU,HU-1-5,,,HSP-H/MSZP,Hungarian Socialist Party,/ Magyar Szocialista Párt,50.6,1655,hu -- hsp-hungarian socialist party,HSP-Hungarian Socialist Party
HU,HU-1-4,HU-3-3,,HTJP-H/MI,Hungarian Truth,Harmadik Út ÉP - Jobbik Magyarországért/ÉP - Jobbik a Harmadik Út,1.4,1811,hu -- htjp-hungarian truth,HTJP-Hungarian Truth
HU,HU-1-3,,,ISHP-I/FKNP,ISHP-Independent Small Holders,,0.8,1543,hu -- ishp-independent small holders,ISHP-Independent Small Holders
HU,HU-7-2,,,,,Jobbik Jobbik Magyarországért Mozgalom/Jobbik Magyarországért Mozgalom/Jobbik Magyarorszagert Mozgalom,18.7,1797,hu -- jobbik (jobbik magyarországért mozgalom),Jobbik (Jobbik Magyarországért Mozgalom)
HU,HU-5-11,HU-7-2,,,,Jobbik Jobbik Magyarországért Mozgalom/Jobbik Magyarországért Mozgalom/Jobbik Magyarorszagert Mozgalom,11.4,1797,hu -- jobbik magyarorszagert mozgalom,Jobbik Magyarorszagert Mozgalom
HU,HU-4-8,,,KDNP,Keresztenydemokrata Part - Kereszteny Centrum Osszefogas,/Kereszténydemokrata Párt - Keresztény Centrum Összefogás/ Kereszténydemokrata Néppárt,0.1,1560,hu -- kereszténydemokrata párt - keresztény centrum összefogás,Kereszténydemokrata Párt - Keresztény Centrum Összefogás
HU,HU-5-13,,,LMP,,Lehet Mas a Politika / Lehet Más A Politika,6.3,1469,hu -- lehet mas a politika (lmp),Lehet Mas a Politika (LMP)
HU,HU-7-3,HU-5-13,,LMP,,Lehet Mas a Politika / Lehet Más A Politika,5.6,1469,hu -- lmp (lehet más a politika),LMP (Lehet Más A Politika)
HU,HU-5-9,,,,Magyar Videk es Polgari Part,,0.2,1602,hu -- magyar videk es polgari part,Magyar Videk es Polgari Part
HU,HU-4-9,HU-5-9,,,Magyar Videk es Polgari Part,,0.1,1602,hu -- magyar vidék és polgári párt,Magyar Vidék és Polgári Párt
HU,HU-5-12,,,,,Magyarorszagi Szocialdemokrata Part,0.2,2029,hu -- magyarorszagi szocialdemokrata part,Magyarorszagi Szocialdemokrata Part
HU,HU-3-2,,,HDF-/MDF,Hungarian Democratic Forum,Magyar Demokrata Fórum / Jólét És Szabadság,2.9,1340,hu -- mdf,MDF
HU,HU-6-6,,,MDF,,Magyar Demokrata Fórum,0.2,2054,hu -- mdf (magyar demokrata fórum),MDF (Magyar Demokrata Fórum)
HU,HU-4-3,HU-3-3,,HTJP-H/MI,Hungarian Truth,Harmadik Út ÉP - Jobbik Magyarországért/ÉP - Jobbik a Harmadik Út,0.7,1811,hu -- miép - jobbik a harmadik út,MIÉP - Jobbik a Harmadik Út
HU,HU-6-7,,,MI/MIEP,,ÉP//ÉP Magyar Igazság És Élet Pártja,0.1,1135,hu -- miép (magyar igazság és élet pártja),MIÉP (Magyar Igazság És Élet Pártja)
HU,HU-6-9,,,MSZDP,,Magyar Szociáldemokrata Párt,0.2,1318,hu -- mszdp (magyar szociáldemokrata párt),MSZDP (Magyar Szociáldemokrata Párt)
HU,HU-3-4,HU-1-5,,HSP-H/MSZP,Hungarian Socialist Party,/ Magyar Szocialista Párt,45.1,1655,hu -- mszp,MSZP
HU,HU-6-8,HU-1-5,,HSP-H/MSZP,Hungarian Socialist Party,/ Magyar Szocialista Párt,22.9,1655,hu -- mszp (magyar szocialista párt),MSZP (Magyar Szocialista Párt)
HU,HU-7-4,,,,MSZP-Együtt-DK-PM-MLP,Kormányváltók,26.2,3036,hu -- mszp-együtt-dk-pm-mlp (kormányváltók),MSZP-Együtt-DK-PM-MLP (Kormányváltók)
HU,HU-5-5,,,MUNKÁSPÁRT,Workers Party,Munkáspárt Magyar Kommunista Munkáspárt,0.2,1809,hu -- munkaspart,Munkaspart
HU,HU-4-5,,,,,Munkáspárt,0.6,1974,hu -- munkáspárt,Munkáspárt
HU,HU-4-5,HU-5-5,,MUNKÁSPÁRT,Workers Party,Munkáspárt Magyar Kommunista Munkáspárt,0.6,1809,hu -- munkáspárt,Munkáspárt
HU,HU-7-5,HU-5-5,,MUNKÁSPÁRT,Workers Party,Munkáspárt Magyar Kommunista Munkáspárt,0.7,1809,hu -- munkáspárt (magyar kommunista munkáspárt),Munkáspárt (Magyar Kommunista Munkáspárt)
HU,HU-1-8,,1,,,None of them,0.2,1939,hu -- none of them,None of them
HU,HU-3-8,,1,,Other,,0.2,1781,hu -- other party,Other party
HU,HU-3-6,HU-2-7,,FFD-F/SZDSZ,FFD-Free Democrats,/ Szabad Demokraták Szövetsége - A Magyar Liberális Párt,3.5,1178,hu -- szdsz,SZDSZ
HU,HU-6-13,,,SZDSZ,,Szabad Demokraták Szövetsége - A Magyar Liberális Pár,0.3,3037,hu -- szdsz (szabad demokraták szövetsége - a magyar liberális pár,SZDSZ (Szabad Demokraták Szövetsége - A Magyar Liberális Pár
HU,HU-2-6,HU-5-5,,MUNKÁSPÁRT,Workers Party,Munkáspárt Magyar Kommunista Munkáspárt,1.3,1809,hu -- wp-workers party,WP-Workers Party
IE,IE-2-1,,,,Fianna Fail,Fianna Fáil,50.7,1344,ie -- fianna fail,Fianna Fail
IE,IE-7-1,IE-2-1,,,Fianna Fail,Fianna Fáil,22.9,1344,ie -- fianna fáil,Fianna Fáil
IE,IE-5-2,,,,Fine Gael,,46.7,1092,ie -- fine gael,Fine Gael
IE,IE-3-5,,,,Green Party,,3.9,1038,ie -- green party,Green Party
IE,IE-7-4,,1,,Independent,,15.5,1321,ie -- independent,Independent
IE,IE-6-5,,,,Labour,,14.8,1235,ie -- labour,Labour
IE,IE-7-6,,,,People Before Profit,,0.7,1345,ie -- people before profit,People Before Profit
IE,IE-1-4,,,,Progressive Democrats,,3.5,1119,ie -- progressive democrats,Progressive Democrats
IE,IE-2-6,,,,Sinn Fein,,6,2030,ie -- sinn fein,Sinn Fein
IE,IE-7-7,IE-2-6,,,Sinn Fein,,13.5,2030,ie -- sinn féin,Sinn Féin
IE,IE-5-8,,,,Socialist Party,,0.3,1554,ie -- socialist party,Socialist Party
IE,IE-5-9,,,,United Left Alliance,,0.3,1725,ie -- united left alliance,United Left Alliance
IL,IL-6-18,,,,A white ballot (empty ballot note),,0.3,1598,il -- a white ballot (empty ballot note),A white ballot (empty ballot note)
IL,IL-5-12,,,,,Ale Yarok,0.8,1003,il -- ale yarok,Ale Yarok
IL,IL-1-7,,,,,Am ehad,0.4,1640,il -- am ehad,Am ehad
IL,IL-5-15,,,,,Balad,3.1,1861,il -- balad,Balad
IL,IL-4-18,,,,blank ballot,,0.4,1805,il -- blank ballot,blank ballot
IL,IL-5-19,,,,Did not vote,,0.3,1902,il -- did not vote,Did not vote
IL,IL-6-8,,,,Pensioners of Israel to the Knesset/Gil- Gimlaey Israeli la' Knesset,Gimlaim,1,1782,il -- gil- gimlaey israeli la' knesset,Gil- Gimlaey Israeli la' Knesset
IL,IL-1-16,IL-6-8,,,Pensioners of Israel to the Knesset/Gil- Gimlaey Israeli la' Knesset,Gimlaim,0.1,1782,il -- gimlaim,Gimlaim
IL,IL-6-2,,,,,Likud/Ha' Likud,35.4,1666,il -- ha' likud,Ha' Likud
IL,IL-5-10,,,,,Haehud haleumi/Ha'ihud HaLeumi,2.1,1810,il -- ha'ihud haleumi,Ha'ihud HaLeumi
IL,IL-4-1,,,HaAvoda,The Israeli Labor Party,Mifleget Ha' Avoda,13.5,1628,il -- haavoda- the israeli labor party,HaAvoda- the Israeli Labor Party
IL,IL-7-6,,,,,HaBayit HaYehudi,6.8,3038,il -- habayit hayehudi,HaBayit HaYehudi
IL,IL-1-17,,,,,Hadash,4.2,1310,il -- hadash,Hadash
IL,IL-1-13,,,,,Hadereh hashlishit,0.1,1531,il -- hadereh hashlishit,Hadereh hashlishit
IL,IL-1-9,IL-5-10,,,,Haehud haleumi/Ha'ihud HaLeumi,1.8,1810,il -- haehud haleumi,Haehud haleumi
IL,IL-7-2,,,,,HaLikud,27.7,3039,il -- halikud,HaLikud
IL,IL-7-1,,,,,HaMahane HaTzioni,17.6,3040,il -- hamahane hatzioni,HaMahane HaTzioni
IL,IL-1-20,,,,,Haravi Hahadash,0.1,1497,il -- haravi hahadash,Haravi Hahadash
IL,IL-7-12,,,,,HaReshima HaArvit,0.4,3041,il -- hareshima haarvit,HaReshima HaArvit
IL,IL-7-11,,,,,HaReshima HaMeshutefet,14.1,3042,il -- hareshima hameshutefet,HaReshima HaMeshutefet
IL,IL-6-11,,,,,HaTnu`a HaYeruqa,0.5,1906,il -- hatnu`a hayeruqa,HaTnu`a HaYeruqa
IL,IL-1-19,,,,,Hatnua Harabit Hameauhedet,1.9,1337,il -- hatnua harabit hameauhedet,Hatnua Harabit Hameauhedet
IL,IL-4-16,,,,,HaYerukim,0.7,1577,il -- hayerukim,HaYerukim
IL,IL-1-1,,,,,Israel ahat,26.9,1663,il -- israel ahat,Israel ahat
IL,IL-1-11,,,,,Israel baliya,2.6,1907,il -- israel baliya,Israel baliya
IL,IL-5-9,,,,,Yisrael Beiteinu,9.2,1423,il -- israel beiteinu,Israel Beiteinu
IL,IL-1-12,IL-5-9,,,,Yisrael Beiteinu,1.4,1423,il -- israel byteno,Israel byteno
IL,IL-4-3,,,,,Kadima,22.5,1685,il -- kadima,Kadima
IL,IL-7-9,,,,,Kulanu,5.7,3043,il -- kulanu,Kulanu
IL,IL-1-2,IL-6-2,,,,Likud/Ha' Likud,34.6,1666,il -- likud,Likud
IL,IL-1-5,,,,National Religious Party / The Jewish House,Mafdal,3.2,1563,il -- mafdal,Mafdal
IL,IL-1-4,,,,,Meretz,7.2,1892,il -- meretz,Meretz
IL,IL-6-1,,,,,Mifleget Ha' Avoda,12,2056,il -- mifleget ha' avoda,Mifleget Ha' Avoda
IL,IL-6-1,IL-4-1,,HaAvoda,The Israeli Labor Party,Mifleget Ha' Avoda,12,1628,il -- mifleget ha' avoda,Mifleget Ha' Avoda
IL,IL-4-6,IL-1-5,,,National Religious Party / The Jewish House,Mafdal,3.6,1563,il -- national religious party,National Religious Party
IL,IL-1-21,,1,,Other,,1.6,1009,il -- other party,Other party
IL,IL-4-8,IL-6-8,,,Pensioners of Israel to the Knesset/Gil- Gimlaey Israeli la' Knesset,Gimlaim,4.7,1782,il -- pensioners of israel to the knesset,Pensioners of Israel to the Knesset
IL,IL-1-14,,,,,Pnina Rozenblum,0.3,1749,il -- pnina rozenblum,Pnina Rozenblum
IL,IL-5-16,,,,,Ra'am- Ta'al,3.4,1882,il -- ra'am- ta'al,Ra'am- Ta'al
IL,IL-4-4,,,,,Shase/Shas,8.7,1868,il -- shas,Shas
IL,IL-1-3,IL-4-4,,,,Shase/Shas,4.2,1868,il -- shase,Shase
IL,IL-4-14,,,,,Shinui,0.6,1307,il -- shinui,Shinui
IL,IL-1-8,IL-4-14,,,,Shinui,3.3,1307,il -- shinuy,Shinuy
IL,IL-1-10,,,,The center party,,1.1,1478,il -- the center party,The center party
IL,IL-6-6,IL-1-5,,,National Religious Party / The Jewish House,Mafdal,3.7,1563,il -- the jewish house,The Jewish House
IL,IL-1-15,,,,,Tzomet,0.1,1168,il -- tzomet,Tzomet
IL,IL-4-7,,,,United Torah Judaism,"Yahadut-hatora, Agudat-Isarel, Degel-hatora",8.9,1846,il -- united torah judaism,United Torah Judaism
IL,IL-7-15,,,,White Ballot,,0.7,1717,il -- white ballot,White ballot
IL,IL-6-7,IL-4-7,,,United Torah Judaism,"Yahadut-hatora, Agudat-Isarel, Degel-hatora",4.9,1846,il -- ya'hadut ha'tora,Ya'Hadut Ha'Tora
IL,IL-7-10,,,,,Yachad,1.7,3044,il -- yachad,Yachad
IL,IL-7-7,,,,,Yahadut HaTora,2.8,3045,il -- yahadut hatora,Yahadut HaTora
IL,IL-1-6,IL-4-7,,,United Torah Judaism,"Yahadut-hatora, Agudat-Isarel, Degel-hatora",2.1,1846,"il -- yahadut-hatora, agudat-isarel, degel-hatora","Yahadut-hatora, Agudat-Isarel, Degel-hatora"
IL,IL-7-8,,,,,Yesh Atid,7.7,1629,il -- yesh atid,Yesh Atid
IL,IL-4-9,IL-5-9,,,,Yisrael Beiteinu,6.7,1423,il -- yisrael beiteinu,Yisrael Beiteinu
IS,IS-2-6,,,,Blank vote,,2.9,1573,is -- blank vote,Blank vote
IS,IS-6-6,,,,,Borgarahreyfinguna,3.9,1461,is -- borgarahreyfinguna,Borgarahreyfinguna
IS,IS-6-2,,,,Progressive Party,Framsóknarflokkinn,13.9,1599,is -- framsóknarflokkinn,Framsóknarflokkinn
IS,IS-6-5,,,,Liberal Party,Frjálslynda flokkinn,1,1146,is -- frjálslynda flokkinn,Frjálslynda flokkinn
IS,IS-2-4,,,,Independence Party,,29.6,1530,is -- independence party,Independence Party
IS,IS-2-2,IS-6-5,,,Liberal Party,Frjálslynda flokkinn,6.6,1146,is -- liberal party,Liberal Party
IS,IS-2-7,,,1,Other,,0.5,1848,is -- other parties,Other parties
IS,IS-2-1,IS-6-2,,,Progressive Party,Framsóknarflokkinn,20.8,1599,is -- progressive party,Progressive Party
IS,IS-6-1,,,,Social Democratic Alliance,Samfylkinguna,27.7,1392,is -- samfylkinguna,Samfylkinguna
IS,IS-6-3,,,,,Sjálfstæðisflokkinn,29.5,1206,is -- sjálfstæðisflokkinn,Sjálfstæðisflokkinn
IS,IS-6-8,,,,,Skilaði auðu/ógildu,3.7,1583,is -- skilaði auðu/ógildu,Skilaði auðu/ógildu
IS,IS-2-3,IS-6-1,,,Social Democratic Alliance,Samfylkinguna,29.2,1392,is -- social democratic alliance,Social Democratic Alliance
IS,IS-2-5,,,,The Left Green Movement,,10.4,1078,is -- the left green movement,The Left Green Movement
IS,IS-6-4,,,,,Vinstri hreyfinguna-Grænt framboð,20.4,1444,is -- vinstri hreyfinguna-grænt framboð,Vinstri hreyfinguna-Grænt framboð
IT,IT-2-8,,,,,Alleanza Nazionale,13.1,1443,it -- alleanza nazionale,Alleanza Nazionale
IT,IT-6-14,,1,,,Altro,3,1924,it -- altro,Altro
IT,IT-2-9,,,CCD-CDU,,,2.2,1263,it -- ccd-cdu,CCD-CDU
