cntry,party_id,duplicate,ignore,party_short,party_english,party_name,share,party_id_old,ess_key,party
IT,IT-1-9,IT-2-9,,,,CCD-CDU (Biancofiore),2.4,1923,it -- ccd-cdu (biancofiore),CCD-CDU (Biancofiore)
IT,IT-2-3,,,,,Comunisti Italiani,3.6,1305,it -- comunisti italiani,Comunisti Italiani
IT,IT-1-1,,,,,Democratici di Sinistra,26.5,1096,it -- democratici di sinistra,Democratici di Sinistra
IT,IT-1-13,,,,,Democrazia Europea,0.6,1353,it -- democrazia europea,Democrazia Europea
IT,IT-1-20,,1,,,Don t know,3,3046,it -- don t know,Don t know
IT,IT-6-12,,,FARE,,FARE - Giannino,1.7,1326,it -- fare - giannino,FARE - Giannino
IT,IT-2-15,,,,,Fiamma Tricolore,0.5,1622,it -- fiamma tricolore,Fiamma Tricolore
IT,IT-1-7,,,,,Forza Italia,27.6,1682,it -- forza italia,Forza Italia
IT,IT-6-10,,,,,Fratelli d'Italia,0.4,1589,it -- fratelli d'italia,Fratelli d'Italia
IT,IT-1-17,,,,,Ha votato solo al maggioritario,2.5,1925,it -- ha votato solo al maggioritario,Ha votato solo al maggioritario
IT,IT-6-13,,,,,La destra,0.6,1327,it -- la destra,La destra
IT,IT-1-2,,,,,La Margherita,12.1,1562,it -- la margherita,La Margherita
IT,IT-2-10,,,,,Lega Nord,4.7,1317,it -- lega nord,Lega Nord
IT,IT-2-12,,,,,Lista Di Pietro,0.9,1315,it -- lista di pietro,Lista di Pietro
IT,IT-6-4,,,,,Movimento 5 Stelle,23.5,1037,it -- movimento 5 stelle,Movimento 5 Stelle
IT,IT-1-11,,,PSI,,Nuovo,1,1534,it -- nuovo psi,Nuovo PSI
IT,IT-1-14,,,,,Pannella-Bonino,1.3,1167,it -- pannella-bonino,Pannella-Bonino
IT,IT-6-1,,,PD,,Partido Democratico,37.9,1316,it -- partido democratico (pd),Partido Democratico (PD)
IT,IT-6-8,,,PDL,,Popolo delle Libertà,16.2,1828,it -- popolo delle libertà (pdl),Popolo delle Libertà (PDL)
IT,IT-2-6,,,,,Rifondazione Comunista,6,1922,it -- rifondazione comunista,Rifondazione Comunista
IT,IT-6-3,,,,,Rivoluzione Civile Ingroia,2.4,1768,it -- rivoluzione civile (ingroia),Rivoluzione Civile (Ingroia)
IT,IT-6-5,,,,,Scelta Civica con Monti,5.2,1753,it -- scelta civica (con monti),Scelta Civica (con Monti)
IT,IT-2-17,,1,,,Scheda bianca,0.9,3047,it -- scheda bianca,Scheda bianca
IT,IT-6-2,,,SEL,,Sinistra Ecologia e Libertà,6,1823,it -- sinistra ecologia e libertà (sel),Sinistra Ecologia e Libertà (SEL)
IT,IT-2-5,,,SVP,,Sudtirol Volkspartei - Partito Popolare Sudtirolese,0.1,3048,it -- svp (sudtirol volkspartei - partito popolare sudtirolese),SVP (Sudtirol Volkspartei - Partito Popolare Sudtirolese)
IT,IT-6-6,,,UDC,,,1.7,1632,it -- udc,UDC
IT,IT-2-18,,,,,Ulivo,0.5,3049,it -- ulivo,Ulivo
IT,IT-1-4,,,,,Verdi e Sdi (Girasole),2.5,1920,it -- verdi e sdi (girasole),Verdi e Sdi (Girasole)
LU,LU-2-7,,,,,Autres,3.3,1565,lu -- autres,Autres
LU,LU-2-6,,,,,Comité d'action pour la Démocracie et la Justice Sociale,5.2,1467,lu -- comité d'action pour la démocracie et la justice sociale,Comité d'action pour la Démocracie et la Justice Sociale
LU,LU-1-5,,,,,La Gauche,1.8,1901,lu -- la gauche,La Gauche
LU,LU-2-4,,,,,Les Verts,9,1374,lu -- les verts,Les Verts
LU,LU-2-1,,,PCS,,Parti Chrétien Social,46.5,1437,lu -- parti chrétien social (pcs),Parti Chrétien Social (PCS)
LU,LU-1-3,,,PD,,Parti Démocrate,15.6,1156,lu -- parti démocrate (pd),Parti Démocrate (PD)
LU,LU-1-2,,,PSOL,,Parti Socialiste Ouvrier Luxembourgeois,27.7,1285,lu -- parti socialiste ouvrier luxembourgeois (psol),Parti Socialiste Ouvrier Luxembourgeois (PSOL)
NL,NL-6-12,,,,,50Plus,2.2,1818,nl -- 50plus,50Plus
NL,NL-5-13,,,,,Blanc,0.6,1852,nl -- blanc,Blanc
NL,NL-7-5,,,,,Christian Democratic Appeal,12.6,3050,nl -- christian democratic appeal,Christian Democratic Appeal
NL,NL-1-1,,,,Christian Democratic Party,,29.8,1386,nl -- christian democratic party,Christian Democratic Party
NL,NL-4-8,,,,Christian Union,,4.6,1407,nl -- christian union,Christian Union
NL,NL-6-6,,,,Democrats 66,,9,1862,nl -- democrats `66,Democrats `66
NL,NL-7-6,NL-6-6,,,Democrats 66,,13.5,1862,nl -- democrats 66,Democrats 66
NL,NL-5-7,,,,Green Left,,7.8,1601,nl -- green left,Green Left
NL,NL-2-2,,,,Labour Party,,27.6,1466,nl -- labour party,Labour Party
NL,NL-1-4,,,,List Pim Fortuyn,,13.6,1692,nl -- list pim fortuyn,List Pim Fortuyn
NL,NL-1-9,,,,Liveable Netherlands,,1.5,1106,nl -- liveable netherlands,Liveable Netherlands
NL,NL-7-3,,,,,Party for Freedom,8.1,3051,nl -- party for freedom,Party for Freedom
NL,NL-6-1,,,,Party for Freedom and Democracy / People's Party for Freedom and Democracy,,25.8,1375,nl -- party for freedom and democracy,Party for Freedom and Democracy
NL,NL-7-10,,,,Party for the Animals,,2.2,1487,nl -- party for the animals,Party for the Animals
NL,NL-7-1,NL-6-1,,,Party for Freedom and Democracy / People's Party for Freedom and Democracy,,24,1375,nl -- people's party for freedom and democracy,People's Party for Freedom and Democracy
NL,NL-6-11,,,,Pirate Party,,0.4,1492,nl -- pirate party,Pirate Party
NL,NL-2-10,,,,Social Reformed Party / Political Reformed Party,,1.1,1570,nl -- political reformed party,Political Reformed Party
NL,NL-5-3,,,PVV,Group Geert Wilders,List Wilders,12.8,1515,nl -- pvv (list wilders),PVV (List Wilders)
NL,NL-7-9,,,,,Reformed Political Party,2,3052,nl -- reformed political party,Reformed Political Party
NL,NL-6-9,NL-2-10,,,Social Reformed Party / Political Reformed Party,,2.4,1570,nl -- social reformed party,Social Reformed Party
NL,NL-7-4,,,,Socialist Party,,11,1977,nl -- socialist party,Socialist Party
NL,NL-4-7,NL-7-4,,,Socialist Party,,12.6,1977,nl -- socialistic party,Socialistic Party
NL,NL-5-11,,,TON,,List Verdonk,0.3,1113,nl -- ton (list verdonk),TON (List Verdonk)
NO,NO-3-6,,,SP,Centre Party,,7,1077,no -- centre party (sp),Centre Party (Sp)
NO,NO-1-5,,,KRF,Christian Democratic Party,,13.5,1129,no -- christian democratic party (krf),Christian Democratic Party (Krf)
NO,NO-1-9,,,KYST,Coast Party,,0.8,1116,no -- coast party (kyst),Coast Party (KYST)
NO,NO-7-9,NO-1-9,,KYST,Coast Party,,0.2,1116,no -- coastal party (kyst),Coastal Party (KYST)
NO,NO-7-7,,,,Conservative Party,,30.7,1425,no -- conservative party (h),Conservative Party (H)
NO,NO-7-10,,,MDG,,Green Party,2.5,3053,no -- green party (mdg),Green Party (MDG)
NO,NO-6-3,,,,Labour Party,,37.6,1630,no -- labour party (a),Labour Party (A)
NO,NO-7-4,,,,Liberal Party,,6.1,1814,no -- liberal party (v),Liberal party (V)
NO,NO-3-8,,,FRP,Progress Party,,17.7,1059,no -- progress party (frp),Progress Party (FrP)
NO,NO-3-1,,,RV,Red Electoral Alliance,,1.4,1678,no -- red electoral alliance (rv),Red Electoral Alliance (RV)
NO,NO-2-2,,,SV,Socialist Left Party,,14.7,1122,no -- socialist left party (sv),Socialist left party (SV)
NO,NO-5-1,,,DT,The Party Red,,1.9,1154,no -- the party red (rødt),The Party Red (RØDT)
PL,PL-1-2,,,,,Akcja Wyborcza Solidarnosc Prawicy,8.6,1294,pl -- akcja wyborcza solidarnosc prawicy,Akcja Wyborcza Solidarnosc Prawicy
PL,PL-1-8,,,,,Alternatywa Ruch Spoleczny,0.1,1335,pl -- alternatywa ruch spoleczny,Alternatywa Ruch Spoleczny
PL,PL-4-3,,,RP,Civic Platform,Platforma Obywatelska Rzeczypospolitej Polskiej,50.2,1893,pl -- civic platform,Civic Platform
PL,PL-7-1,,,,Congress of the New Right,Platforma Janusza Korwin-Mikke,2.2,1134,pl -- congress of the new right,Congress of the New Right
PL,PL-6-8,,,SLD,Democratic Left Alliance,Sojusz Lewicy Demokratycznej,7.5,1517,pl -- democratic left alliance,Democratic Left Alliance
PL,PL-3-2,,,,,Dom Ojczysty,0.1,1411,pl -- dom ojczysty,Dom Ojczysty
PL,PL-5-6,,,,Law and Justice,Prawo i Sprawiedliwosc,34,1794,pl -- law and justice,Law and Justice
PL,PL-4-2,,,,League of Polish Families,Liga Polskich Rodzin,1,1376,pl -- league of polish families,League of Polish Families
PL,PL-5-1,,,,Left and Democrats,,9.9,1259,pl -- left and democrats,Left and Democrats
PL,PL-2-10,PL-4-2,,,League of Polish Families,Liga Polskich Rodzin,7.1,1376,pl -- liga polskich rodzin,Liga Polskich Rodzin
PL,PL-1-11,,,,,Mniejszosc Niemiecka,0.2,1764,pl -- mniejszosc niemiecka,Mniejszosc Niemiecka
PL,PL-3-5,,,,,Ogolnopolska Koalicja Obywatelska,0.1,1034,pl -- ogolnopolska koalicja obywatelska,Ogolnopolska Koalicja Obywatelska
PL,PL-3-19,,,1,Other,,0.3,1413,pl -- other party,Other party
PL,PL-6-7,,,,Palikot Movement,,4.5,1896,pl -- palikot movement,Palikot Movement
PL,PL-3-6,,,,Democratic Party,demokraci.pl,0.9,2034,pl -- partia demokratyczna demokraci.pl,Partia Demokratyczna demokraci.pl
PL,PL-3-8,PL-7-1,,,Congress of the New Right,Platforma Janusza Korwin-Mikke,0.3,1134,pl -- platforma janusza korwin-mikke,Platforma Janusza Korwin-Mikke
PL,PL-3-9,,,,,Platforma Obywatelska,30.2,1943,pl -- platforma obywatelska,Platforma Obywatelska
PL,PL-3-9,PL-4-3,,RP,Civic Platform,Platforma Obywatelska Rzeczypospolitej Polskiej,30.2,1893,pl -- platforma obywatelska,Platforma Obywatelska
PL,PL-7-3,,,,Poland Comes First,,0.3,1171,pl -- poland comes first,Poland Comes First
PL,PL-4-4,,,,Polish Labour Party,,0.4,1867,pl -- polish labour party,Polish Labour Party
PL,PL-6-4,PL-4-4,,,Polish Labour Party,,0.3,1867,pl -- polish labour party-august '80,Polish Labour Party-August '80
PL,PL-4-5,,,PSL,Polish Peasants Party,Polskie Stronnictwo Ludowe,6.1,1733,pl -- polish peasants party,Polish Peasants Party
PL,PL-1-13,,,,,Polska Partia Socjalistyczna,0.1,1391,pl -- polska partia socjalistyczna,Polska Partia Socjalistyczna
PL,PL-2-9,,,,,Polska Wspolnota Narodowa,0.1,1459,pl -- polska wspolnota narodowa,Polska Wspolnota Narodowa
PL,PL-1-6,,,,,Polskie Stronnictwo Ludowe,10.3,1928,pl -- polskie stronnictwo ludowe,Polskie Stronnictwo Ludowe
PL,PL-1-6,PL-4-5,,PSL,Polish Peasants Party,Polskie Stronnictwo Ludowe,10.3,1733,pl -- polskie stronnictwo ludowe,Polskie Stronnictwo Ludowe
PL,PL-3-14,PL-5-6,,,Law and Justice,Prawo i Sprawiedliwosc,43.9,1794,pl -- prawo i sprawiedliwosc,Prawo i Sprawiedliwosc
PL,PL-2-4,,,,,Samoobrona Rzeczypospolitej Polskiej,11,1942,pl -- samoobrona rzeczypospolitej polskiej,Samoobrona Rzeczypospolitej Polskiej
PL,PL-4-7,PL-2-4,,RP,Self-defence,Samoobrona Rzeczypospolitej Polskiej,1.9,1875,pl -- self-defence,Self-defence
PL,PL-3-17,,,,Social Democratic Party of Poland,Socjaldemokracja Polska,0.8,1624,pl -- socjaldemokracja polska,Socjaldemokracja Polska
PL,PL-3-18,PL-6-8,,SLD,Democratic Left Alliance,Sojusz Lewicy Demokratycznej,9.2,1517,pl -- sojusz lewicy demokratycznej,Sojusz Lewicy Demokratycznej
PL,PL-1-1,,,,,Sojusz Lewicy Demokratycznej / Unia Pracy,47.8,1306,pl -- sojusz lewicy demokratycznej/unia pracy,Sojusz Lewicy Demokratycznej/Unia Pracy
PL,PL-1-3,,,UW,,Unia Wolnosci-/Unia Wolnosci,6,1267,pl -- unia wolnosci,Unia Wolnosci
PT,PT-1-1,,,B.E.,,Bloco de Esquerda,4.1,3054,pt -- b.e. -  bloco de esquerda,B.E. -  Bloco de Esquerda
PT,PT-4-1,,,BE,,Bloco de Esquerda,3.2,1693,pt -- be - bloco de esquerda,BE - Bloco de Esquerda
PT,PT-2-13,,,nulo,,Votou em branco,3.7,1621,pt -- blank vote,Blank vote
PT,PT-7-1,PT-4-1,,BE,,Bloco de Esquerda,7,1693,pt -- bloco de esquerda (be),Bloco de Esquerda (BE)
PT,PT-1-2,,,CDS-PP,,Centro Democrático Social -- Partido Popular,4.4,1726,pt -- cds/pp - centro democrático social / partido popular,CDS/PP - Centro Democrático Social / Partido Popular
PT,PT-4-2,PT-1-2,,CDS-PP,,Centro Democrático Social -- Partido Popular,3.5,1726,pt -- cds/pp - centro democrático social/partido popular,CDS/PP - Centro Democrático Social/Partido Popular
PT,PT-5-2,PT-1-2,,CDS-PP,,Centro Democrático Social -- Partido Popular,4.3,1726,pt -- centro democrático social - partido popular (cds-pp),Centro Democrático Social - Partido Popular (CDS-PP)
PT,PT-6-3,,,CDU,,Coligação Democrática Unitária,8.8,1878,pt -- coligação democrática unitária (cdu),Coligação Democrática Unitária (CDU)
PT,PT-1-3,,,MPT,,Movimento Partido da Terra,0.4,1806,pt -- mpt - movimento partido da terra,MPT - Movimento Partido da Terra
PT,PT-5-7,,,PND,,Partido da Nova Democracia,0.2,1098,pt -- nova democracia (pnd),Nova democracia (PND)
PT,PT-7-13,,1,,Other,Outro,6.5,1268,pt -- outro,Outro
PT,PT-2-4,,,PH,,Partido Humanista,0.1,1668,pt -- p.h. - partido humanista,P.H. - Partido Humanista
PT,PT-7-4,PT-1-5,,,,Partido Comunista dos Trabalhadores Portugueses/Movimento Re,1.2,3055,pt -- partido comunista dos trabalhadores portugueses/movimento re,Partido Comunista dos Trabalhadores Portugueses/Movimento Re
PT,PT-6-5,,,PDA,,Partido Democrático do Atlântico,0.1,1697,pt -- partido democrático do atlântico (pda),Partido Democrático do Atlântico (PDA)
PT,PT-5-6,,,PH,,Partido Humanista,0.2,3056,pt -- partido humanista (ph),Partido Humanista (PH)
PT,PT-5-8,,,PNR,,Partido Nacional Renovador,0.4,1509,pt -- partido nacional renovador (pnr),Partido Nacional Renovador (PNR)
PT,PT-5-9,,,POUS,,Partido Operário de Unidade Socialista,0.1,1278,pt -- partido operário de unidade socialista (pous),Partido Operário de Unidade Socialista (POUS)
PT,PT-5-10,,,PSD,,Partido Social Democrata,36.4,1786,pt -- partido social democrata (psd),Partido Social Democrata (PSD)
PT,PT-5-11,,,PS,,Partido Socialista,42.5,1731,pt -- partido socialista (ps),Partido Socialista (PS)
PT,PT-3-3,PT-1-5,,PCP-PEV,,Partido Comunista Português - Partido Ecologista o,7.5,3057,pt -- pcp-pev - partido comunista português - partido ecologista o,PCP-PEV - Partido Comunista Português - Partido Ecologista o
PT,PT-1-5,,,PCP/PEV,,Partido Comunista Português  Partido Ecolo,7.3,3058,pt -- pcp/pev - partido comunista português  partido ecolo,PCP/PEV - Partido Comunista Português  Partido Ecolo
PT,PT-3-4,PT-1-6,,PCTP-MRPP,,Partido Comunista dos Trabalhadores Portugueses,0.8,3059,pt -- pctp-mrpp - partido comunista dos trabalhadores portugueses,PCTP-MRPP - Partido Comunista dos Trabalhadores Portugueses
PT,PT-1-6,,,PCTP-MRPP,,Partido Comunista dos Trabalhadores Po / Movimento Reorganizativo do Proletariado Português,0.1,1513,pt -- pctp/mrpp - partido comunista dos trabalhadores po,PCTP/MRPP - Partido Comunista dos Trabalhadores Po
PT,PT-3-6,,,PH,,Partido Humanista,0.1,1610,pt -- ph - partido humanista,PH - Partido Humanista
PT,PT-4-7,PT-5-7,,PND,,Partido da Nova Democracia,0.5,1098,pt -- pnd - partido da nova democracia,PND - Partido da Nova Democracia
PT,PT-4-8,PT-5-8,,PNR,,Partido Nacional Renovador,0.2,1509,pt -- pnr - partido nacional renovador,PNR - Partido Nacional Renovador
PT,PT-2-9,,,PPM,,Partido Popular Monárquico,0.1,1520,pt -- ppm - partido popular monárquico,PPM - Partido Popular Monárquico
PT,PT-4-11,PT-5-11,,PS,,Partido Socialista,53.1,1731,pt -- ps - partido socialista,PS - Partido Socialista
PT,PT-2-11,PT-5-10,,PSD,,Partido Social Democrata,39,1786,pt -- psd - partido social democrata,PSD - Partido Social Democrata
PT,PT-6-12,PT-2-13,,nulo,,Votou em branco,8.6,1621,pt -- votou em branco / nulo,Votou em branco / nulo
RU,RU-3-21,,1,,Against all,,7.6,1590,ru -- against all,Against all
RU,RU-4-6,,,APR,Agrarian Party of Russia,,1.3,1008,ru -- agrarian party of russia (apr),Agrarian Party of Russia (APR)
RU,RU-6-2,,,KPRF,Communist Party of the Russian Federation,,18.7,1048,ru -- communist party of the russian federation (kprf),Communist Party of the Russian Federation (KPRF)
RU,RU-3-20,,,,,Edinenie,0.1,1549,ru -- edinenie,Edinenie
RU,RU-6-5,,,SR,Fair Russia,,7.6,1042,ru -- fair russia (sr),Fair Russia (SR)
RU,RU-4-9,,,,Green Party,,0.1,1884,ru -- green party,Green Party
RU,RU-6-6,,,,Just Cause,,1,1657,ru -- just cause,Just Cause
RU,RU-5-3,,,LDPR,Liberal Democratic Party of Russia,,8.3,1319,ru -- liberal democratic party of russia (ldpr),Liberal Democratic Party of Russia (LDPR)
RU,RU-4-7,,,,Party of Revival of Russia - Russian Party of Life,,0.1,1839,ru -- party of revival of russia – russian party of life,Party of Revival of Russia – Russian Party of Life
RU,RU-3-10,,,,Party of the development of entrepreneurship,,0.1,1329,ru -- party of the development of entrepreneurship,Party of the development of entrepreneurship
RU,RU-6-7,,,,Patriots of Russia,,0.7,1214,ru -- patriots of russia,Patriots of Russia
RU,RU-3-4,,,,,Rodina,4,1414,ru -- rodina,Rodina
RU,RU-3-8,,,,Russian party of pensioners and party of social justice,,0.6,1451,ru -- russian party of pensioners and party of social justice,Russian party of pensioners and party of social justice
RU,RU-3-5,,,SPS,Union of Right Forces,,2.6,1044,ru -- union of right forces (sps),Union of Right Forces (SPS)
RU,RU-4-1,,,ER,United Russia,,73.5,1220,ru -- united russia (er),United Russia (ER)
RU,RU-6-4,,,,,Yabloko,2.2,1231,ru -- yabloko,Yabloko
SE,SE-7-11,,1,,Other,Annat parti,1.4,1561,se -- annat parti,Annat parti
SE,SE-5-1,,,,Centre party/Centre Party,Centern,6.6,1271,se -- centern,Centern
SE,SE-3-1,SE-5-1,,,Centre party/Centre Party,Centern,7.7,1271,se -- centre party,Centre party
SE,SE-1-3,,,,Christian democrats/Christian Democrats,Kristdemokraterna,8.7,1591,se -- christian democrats,Christian democrats
SE,SE-4-5,,,,Conservative,Moderata samlingspartiet,30.9,1099,se -- conservative,Conservative
SE,SE-7-8,,,FI,,Feministiskt initiativ,2.7,1142,se -- fi (feministiskt initiativ),FI (Feministiskt initiativ)
SE,SE-5-2,,,,,Liberals/Folkpartiet liberalerna,8.2,1482,se -- folkpartiet liberalerna,Folkpartiet liberalerna
SE,SE-3-4,,,,Green party/Green Party,Miljöpartiet de gröna,7.5,1408,se -- green party,Green party
SE,SE-5-9,,,,,Junilistan,0.1,1611,se -- junilistan,Junilistan
SE,SE-5-3,SE-1-3,,,Christian democrats/Christian Democrats,Kristdemokraterna,4.9,1591,se -- kristdemokraterna,Kristdemokraterna
SE,SE-1-7,,,,Left,Vänsterpartiet,9.6,1177,se -- left,Left
SE,SE-1-2,SE-5-2,,,,Liberals/Folkpartiet liberalerna,14.9,1482,se -- liberals,Liberals
SE,SE-6-4,SE-3-4,,,Green party/Green Party,Miljöpartiet de gröna,9.7,1408,se -- miljöpartiet de gröna,Miljöpartiet de gröna
SE,SE-5-5,SE-4-5,,,Conservative,Moderata samlingspartiet,35.3,1099,se -- moderata samlingspartiet,Moderata samlingspartiet
SE,SE-7-9,,,,,Piratpartiet,0.6,1641,se -- piratpartiet,Piratpartiet
SE,SE-2-6,,,,Social democrats/Social Democrats,Socialdemokraterna,42.6,1574,se -- social democrats,Social democrats
SE,SE-6-6,SE-2-6,,,Social democrats/Social Democrats,Socialdemokraterna,31.4,1574,se -- socialdemokraterna,Socialdemokraterna
SE,SE-7-10,,,,,Sverigedemokraterna,4.9,1836,se -- sverigedemokraterna,Sverigedemokraterna
SE,SE-7-7,SE-1-7,,,Left,Vänsterpartiet,6.1,1177,se -- vänsterpartiet,Vänsterpartiet
SI,SI-6-8,,,DL,Civic List,,4.8,1788,si -- civic list - dl,Civic List - DL
SI,SI-5-1,,,DESUS,Democratic Party of Pensioners of Slovenia,,9.1,1796,si -- democratic party of pensioners of slovenia - desus,Democratic Party of Pensioners of Slovenia - DESUS
SI,SI-1-1,SI-5-1,,DESUS,Democratic Party of Pensioners of Slovenia,,3.1,1796,si -- democratic party of pensioners of slovenia (desus),Democratic Party of Pensioners of Slovenia (DESUS)
SI,SI-7-1,,,DESUS,,Demokraticna stranka upokojencev Slovenije,10.1,3060,si -- desus - demokraticna stranka upokojencev slovenije,DESUS - Demokraticna stranka upokojencev Slovenije
SI,SI-7-2,,,DL,,Državljanska lista,0.2,3061,si -- dl - državljanska lista,DL - Državljanska lista
SI,SI-3-2,,,LDS,Liberal Democracy of Slovenia,,30.7,1400,si -- liberal democracy of slovenia - lds,Liberal Democracy of Slovenia - LDS
SI,SI-1-2,SI-3-2,,LDS,Liberal Democracy of Slovenia,,49.2,1400,si -- liberal democracy of slovenia (lds),Liberal Democracy of Slovenia (LDS)
SI,SI-5-3,,,LIPA,,LIPA Party,1.1,3062,si -- lipa  - party,LIPA  - Party
SI,SI-1-6,,,NS,New Slovenia -- Christian People's Party,,6.7,1186,si -- new slovenia - christian people's party (nsi),New Slovenia - Christian People's Party (NSi)
SI,SI-2-4,SI-1-6,,NS,New Slovenia -- Christian People's Party,,6.7,1186,si -- new slovenia - christian peoples party - nsi,New Slovenia - Christian Peoples Party - NSi
SI,SI-7-3,,,NSI,,Nova Slovenija – Kršcanski demokrati,5.9,3063,si -- nsi - nova slovenija – kršcanski demokrati,NSI - Nova Slovenija – Kršcanski demokrati
SI,SI-7-12,,1,,Other,,2.8,1277,si -- other party,Other party
SI,SI-6-11,,,TRS,Party for Sustainable Development,,0.5,1575,si -- party for sustainable development - trs,Party for Sustainable Development - TRS
SI,SI-6-7,,,PS,Positive Slovenia,,24.7,1704,si -- positive slovenia - ps,Positive Slovenia - PS
SI,SI-7-4,,,PS,,Pozitivna Slovenija,2.3,3064,si -- ps - pozitivna slovenija,PS - Pozitivna Slovenija
SI,SI-7-5,,,SDS,,Socialni demokrati,10.6,3065,si -- sd - socialni demokrati,SD - Socialni demokrati
SI,SI-7-6,,,SDS,,Slovenska demokratska stranka,15.7,3066,si -- sds - slovenska demokratska stranka,SDS - Slovenska demokratska stranka
SI,SI-4-7,,,SNS,Slovene National Party,,6.2,1860,si -- slovene national party - sns,Slovene National Party - SNS
SI,SI-1-4,SI-4-7,,SNS,Slovene National Party,,2.8,1860,si -- slovene national party (sns),Slovene National Party (SNS)
SI,SI-1-3,,,SLS,Slovene People's Party,,13.3,1660,si -- slovene people's party (sls),Slovene People's Party (SLS)
SI,SI-3-3,SI-1-3,,SLS,Slovene People's Party,,8.9,1660,si -- slovene peoples party - sls,Slovene Peoples Party - SLS
SI,SI-1-8,,,SMS,Slovene Youth Party,,3.4,1816,si -- slovene youth party (sms),Slovene Youth Party (SMS)
SI,SI-2-1,,,SDS,Social Democratic Party of Slovenia,,39.1,1470,si -- slovenian democratic party - sds,Slovenian Democratic Party - SDS
SI,SI-3-5,SI-2-1,,SDS,Social Democratic Party of Slovenia,,35.1,1470,si -- slovenian democratic party- sds,Slovenian Democratic Party- SDS
SI,SI-7-7,,,SLS,,Slovenska ljudska stranka,5.2,3067,si -- sls  - slovenska ljudska stranka,SLS  - Slovenska ljudska stranka
SI,SI-7-8,,,SMC,,Stranka Mira Cerarja,37.9,3068,si -- smc - stranka mira cerarja,SMC - Stranka Mira Cerarja
SI,SI-1-5,SI-2-1,,SDS,Social Democratic Party of Slovenia,,13.6,1470,si -- social democratic party of slovenia (sds),Social Democratic Party of Slovenia (SDS)
SI,SI-4-8,,,SD,Social Democrats,,38.9,1131,si -- social democrats - sd,Social Democrats - SD
SI,SI-2-3,,,ZLSD,United List of Social Democrats,,13,1309,si -- united list of social democrats - zlsd,United List of Social Democrats - ZLSD
SI,SI-1-7,SI-2-3,,ZLSD,United List of Social Democrats,,7.9,1309,si -- united list of social democrats (zlsd),United List of Social Democrats (ZLSD)
SI,SI-7-9,,,VERJAMEM,,Stranka Igorja Šoltesa,0.3,3069,si -- verjamem - stranka igorja šoltesa,VERJAMEM - Stranka Igorja Šoltesa
SI,SI-7-10,,,ZAAB,,Zavezništvo Alenke Bratušek,3.3,3070,si -- zaab - zavezništvo alenke bratušek,ZAAB - Zavezništvo Alenke Bratušek
SI,SI-4-9,,,ZARES,New Politics,,8,1352,si -- zares - new politics,ZARES - New Politics
SI,SI-7-11,,,ZL,,"Združena levica (DSD, IDS in Stranka TRS)",5.7,3071,"si -- zl - združena levica (dsd, ids in stranka trs)","ZL - Združena levica (DSD, IDS in Stranka TRS)"
SK,SK-2-6,,,ANO,New Citizen's Alliance,,8.2,1642,sk -- ano new citizen's alliance,ANO New Citizen's Alliance
SK,SK-6-5,,,KDH,Christian Democratic Movement,,13.5,1239,sk -- christian democratic movement (kdh),Christian Democratic Movement (KDH)
SK,SK-5-6,,,,Freedom and Solidarity,,8.8,1379,sk -- freedom and solidarity (sas),Freedom and Solidarity (SaS)
SK,SK-2-1,,,HZDS,Movement for a Democratic Slovakia,,29.6,1706,sk -- hzds movement for a democratic slovakia,HZDS Movement for a Democratic Slovakia
SK,SK-2-5,SK-6-5,,KDH,Christian Democratic Movement,,9.2,1239,sk -- kdh christian democratic movement,KDH Christian Democratic Movement
SK,SK-2-7,,,KSS,Communist Party of Slovakia,,4.7,1225,sk -- kss communist party of slovakia,KSS Communist Party of Slovakia
SK,SK-5-4,,,,,Most-Híd,6.9,1189,sk -- most-híd,Most-Híd
SK,SK-4-1,SK-2-1,,HZDS,Movement for a Democratic Slovakia,,9,1706,sk -- movement for a democratic slovakia (hzds),Movement for a Democratic Slovakia (HZDS)
SK,SK-6-1,,,OL,Ordinary People and Independent Personalities,,6,1647,sk -- ordinary people and independent personalities (olano),Ordinary People and Independent Personalities (OLaNO)
SK,SK-3-4,,,SMK,Party of Hungarian Coalition,,10.9,1620,sk -- party of hungarian coalition (smk),Party of Hungarian Coalition (SMK)
SK,SK-2-2,,,SDKU,Slovak Democratic Christian Union,,21.1,1399,sk -- sdku slovak democratic christian union,SDKU Slovak Democratic Christian Union
SK,SK-3-2,SK-2-2,,SDKU,Slovak Democratic Christian Union,,20.8,1399,sk -- slovak democratic christian union (sdku),Slovak Democratic Christian Union (SDKU)
SK,SK-3-6,,,SNS,Slovak National Party,,11,1290,sk -- slovak national party (sns),Slovak National Party (SNS)
SK,SK-4-3,,,SMER/SMER-S,Social Democracy,,45.1,1121,sk -- smer,SMER
SK,SK-6-3,SK-4-3,,SMER/SMER-S,Social Democracy,,57,1121,sk -- smer-social democracy,SMER-Social Democracy
SK,SK-2-4,SK-3-4,,SMK,Party of Hungarian Coalition,,8.2,1620,sk -- smk party of hungarian coalition,SMK Party of Hungarian Coalition
TR,TR-4-1,,,AKP,,Adalet Kalkinma Partisi,58.1,1462,tr -- adalet kalkinma partisi (akp),Adalet Kalkinma Partisi (AKP)
