partyfacts_id,country_name,name,name_english,wp_title,wp_url
1046,Poland,Unia Demokratyczna,Democratic Union,Democratic Union (Poland),https://en.wikipedia.org/wiki/Democratic_Union_(Poland)
6360,Poland,Narodowe Zjednoczenie Ludowe,National People's Union,National People's Union,https://en.wikipedia.org/wiki/National_People%27s_Union
464,Poland,Polska Partia Przyjaciól Piwa,Polish Friends of Beer Party,,
1335,Poland,Polski Blok Ludowy,Polish Peasant Bloc,Polish Peasant Bloc,https://en.wikipedia.org/wiki/Polish_Peasant_Bloc
16,Poland,Samoobrona [Leppera],Self Defense [Lepper],Mateusz Piskorski,https://en.wikipedia.org/wiki/Mateusz_Piskorski
6310,Portugal,Partido Constituinte,Constituent Party,List of political parties in Portugal,https://en.wikipedia.org/wiki/List_of_political_parties_in_Portugal
1590,Romania,Alianta pentru Romania,Alliance for Romania,2019 European Parliament election in Romania,https://en.wikipedia.org/wiki/2019_European_Parliament_election_in_Romania
971,Romania,Alianţa pentru Unitatea Românilor,Alliance for Romanian Unity,Alliance for Romanian Unity,https://en.wikipedia.org/wiki/Alliance_for_Romanian_Unity
477,Romania,Grupul Democrat de Centru,Democratic Group of the Centre,Democratic Group of the Centre,https://en.wikipedia.org/wiki/Democratic_Group_of_the_Centre
215,Romania,Alianţa Dreptate şi Adevăr,Justice and Truth Alliance,Justice and Truth Alliance,https://en.wikipedia.org/wiki/Justice_and_Truth_Alliance
958,Romania,Frontul Salvării Naţionale,National Salvation Front,National Salvation Front (Romania),https://en.wikipedia.org/wiki/National_Salvation_Front_(Romania)
400,Romania,Partidul Pensionarilor din Romania,Party of Pensioners of Romania,2014 Romanian presidential election,https://en.wikipedia.org/wiki/2014_Romanian_presidential_election
1078,Romania,Partidul Socialist Democrat Român,Romanian Socialist Democratic Party,Social Democratic Party (Romania),https://en.wikipedia.org/wiki/Social_Democratic_Party_(Romania)
1542,Romania,Partidul Socialist Muncitoresc Roman,Romanian Socialist Party of Workers,Romanian Communist Party,https://en.wikipedia.org/wiki/Romanian_Communist_Party
1073,Romania,Partidul Socialist,Socialist Party,Party of Socialists of the Republic of Moldova,https://en.wikipedia.org/wiki/Party_of_Socialists_of_the_Republic_of_Moldova
3239,Russia,Grazhdansky soyuz,Civic Union,,
2238,Russia,Demokraticheskaya Partiya Rossii,Democratic Party of Russia,Social Democratic Party of Russia,https://en.wikipedia.org/wiki/Social_Democratic_Party_of_Russia
2241,Russia,"Vpered, Rossiya!","Forward, Russia!",,
2243,Russia,Blok Ivana Rybkina,Ivan Rybkin’s Bloc,Ivan Rybkin Bloc,https://en.wikipedia.org/wiki/Ivan_Rybkin_Bloc
2247,Russia,Nash Dom - Rossiya,Our Home - Russia,Our Home – Russia,https://en.wikipedia.org/wiki/Our_Home_%E2%80%93_Russia
2249,Russia,Partiya Rossijskogo Edinstva I Soglasiya,Party of Russian Unity and Accord,,
2250,Russia,Vlast Narodu!,Power to the People!,Power to the people (slogan),https://en.wikipedia.org/wiki/Power_to_the_people_(slogan)
2251,Russia,Rossijskoe Dvizheniye Demokraticheskikh Reform,Russian Movement for Democratic Reform,,
2253,Russia,Demokraticheskij Vybor Rossii,Russia’s Democratic Choice,,
2254,Russia,Demokraticheskij Vybor Rossii – Ob’edinennye Demokraty,Russia’s Democratic Choice – United Democrats,,
2257,Russia,Zhenshchiny Rossii,Women of Russia,Women in Russia,https://en.wikipedia.org/wiki/Women_in_Russia
2258,Russia,Blok Zhirinovskogo,Zhirinovsky Bloc,,
4118,Saint Kitts and Nevis,Nevis People’s Party,Nevis People’s Party,Nevis,https://en.wikipedia.org/wiki/Nevis
5797,Samoa,Christian Democratic Party,Christian Democratic Party,2016 Democratic Party presidential primaries,https://en.wikipedia.org/wiki/2016_Democratic_Party_presidential_primaries
6240,Samoa,Tupuola‘Efi Supporting Group,Tupuola‘Efi Supporting Group,History of Samoa,https://en.wikipedia.org/wiki/History_of_Samoa
5638,Senegal,Bes du Nakk,Citizen Movement for National Reform,,
6605,Senegal,Démocratie et unité sénégalaises,Senegalese Democracy and Unity,,
3173,Serbia,Bošnjacka demokratska zajednica,Bosniak Democratic Community,2014 Serbian parliamentary election,https://en.wikipedia.org/wiki/2014_Serbian_parliamentary_election
6788,Serbia,Konzervativna stranka,Conservative Party,List of political parties in Croatia,https://en.wikipedia.org/wiki/List_of_political_parties_in_Croatia
3174,Serbia,Demokratski savez Hrvata u Vojvodini,Democratic Alliance of Croats in Vojvodina,Democratic Alliance of Croats in Vojvodina,https://en.wikipedia.org/wiki/Democratic_Alliance_of_Croats_in_Vojvodina
2186,Serbia,Demokratska zajednica vojvođanskih Mađara,Democratic Community of Magyars of Vojvodina,Politics of Vojvodina,https://en.wikipedia.org/wiki/Politics_of_Vojvodina
2194,Serbia,Madjarska Koalicija,Hungarian Coalition,Alliance of Vojvodina Hungarians,https://en.wikipedia.org/wiki/Alliance_of_Vojvodina_Hungarians
6790,Serbia,Nezavisna radikalna stranka,Independent Radical Party,List of political parties in Croatia,https://en.wikipedia.org/wiki/List_of_political_parties_in_Croatia
2195,Serbia,Pokrenimo Srbiju - Tomislav Nikolic,Let's get Serbia moving - Tomislav Nikolic,Tomislav Nikolić,https://en.wikipedia.org/wiki/Tomislav_Nikoli%C4%87
6791,Serbia,National Party,National Party,Serbian Progressive Party,https://en.wikipedia.org/wiki/Serbian_Progressive_Party
6792,Serbia,National Party – Progressive coalition,National Party – Progressive coalition,Progressive Party (Iceland),https://en.wikipedia.org/wiki/Progressive_Party_(Iceland)
2199,Serbia,Partija za Demokratsko Delovanje,Party for Democratic Activity,,
2201,Serbia,Seljacka Stranka Srbije,Peasants Party of Serbia,Peasants Party of Serbia,https://en.wikipedia.org/wiki/Peasants_Party_of_Serbia
5395,Serbia,Za promene - Zajedno!,Together,,
2180,Serbia,Preokret – Cedomir Jovanovic,Turnover – Cedomir Jovanovic,2012 Serbian parliamentary election,https://en.wikipedia.org/wiki/2012_Serbian_parliamentary_election
2182,Serbia,Koalicija Vojvodina,Vojvodina Coalition,Alliance of Vojvodina Hungarians,https://en.wikipedia.org/wiki/Alliance_of_Vojvodina_Hungarians
5541,Seychelles,Popular Democratic Movement,Popular Democratic Movement,Popular Movement (Morocco),https://en.wikipedia.org/wiki/Popular_Movement_(Morocco)
6081,Sierra Leone,National Unity Party,National Unity Party,Sierra Leone People's Party,https://en.wikipedia.org/wiki/Sierra_Leone_People%27s_Party
6444,Sierra Leone,United Progressive Party,United Progressive Party,Sierra Leone People's Party,https://en.wikipedia.org/wiki/Sierra_Leone_People%27s_Party
3278,Singapore,Workers' Party of Singapore,Workers' Party of Singapore,Economy of Singapore,https://en.wikipedia.org/wiki/Economy_of_Singapore
711,Slovakia,Strana Slobodné Slovo – Nory Mojsejovej,Free Word Party of Nora Mojsejová,Alliance of the New Citizen,https://en.wikipedia.org/wiki/Alliance_of_the_New_Citizen
5849,Slovakia,Strana zelených,Green Party (1992),Green Party (Slovakia),https://en.wikipedia.org/wiki/Green_Party_(Slovakia)
582,Slovakia,Slovenská demokratická a kresťanská únia,Slovak Democratic and Christian Union,Slovak Democratic and Christian Union – Democratic Party,https://en.wikipedia.org/wiki/Slovak_Democratic_and_Christian_Union_%E2%80%93_Democratic_Party
4092,Slovenia,Driavljanska zelena lista,Civic Green List,,
3204,Slovenia,Sanjska služba,Dream Job,2014 European Parliament election in Slovenia,https://en.wikipedia.org/wiki/2014_European_Parliament_election_in_Slovenia
4093,Slovenia,Zveza za enakopravnost obCanov,League for Citizens' Equality,,
2099,Slovenia,Liberalno demokratska stranka Slovenije,Liberal Democratic Party of Slovenia,Liberalism in Slovenia,https://en.wikipedia.org/wiki/Liberalism_in_Slovenia
318,Slovenia,Narodno demokratska stranka,National Democratic Party,Democratic Party of Pensioners of Slovenia,https://en.wikipedia.org/wiki/Democratic_Party_of_Pensioners_of_Slovenia
2097,Slovenia,Slovenska obrtno podjetniška stranka,Slovenian Craftsmen and Entreprenerial Party,,
2276,Slovenia,Zdruzena Lista,"Unity, Asssociated List",,
5942,Solomon Islands,Direct Development Party,Direct Development Party,List of political parties in Solomon Islands,https://en.wikipedia.org/wiki/List_of_political_parties_in_Solomon_Islands
5943,Solomon Islands,Kadare Party of Solomon Islands,Kadare Party of Solomon Islands,2014 Solomon Islands general election,https://en.wikipedia.org/wiki/2014_Solomon_Islands_general_election
5278,Solomon Islands,National Action Party of Solomon Islands,National Action Party of Solomon Islands,History of Solomon Islands,https://en.wikipedia.org/wiki/History_of_Solomon_Islands
5279,Solomon Islands,Nationalist Front for Progress,Nationalist Front for Progress,List of countries with coalition governments,https://en.wikipedia.org/wiki/List_of_countries_with_coalition_governments
5280,Solomon Islands,National Unity and Reconciliation Progressive Party,National Unity and Reconciliation Progressive Party,"Ownership, Unity and Responsibility Party","https://en.wikipedia.org/wiki/Ownership,_Unity_and_Responsibility_Party"
5281,Solomon Islands,Party of Our Land,Party of Our Land,Regional Assistance Mission to Solomon Islands,https://en.wikipedia.org/wiki/Regional_Assistance_Mission_to_Solomon_Islands
6080,Solomon Islands,People's Progressive Party,People's Progressive Party,People's Alliance Party (Solomon Islands),https://en.wikipedia.org/wiki/People%27s_Alliance_Party_(Solomon_Islands)
5283,Solomon Islands,Union of Moderate Parties,Union of Moderate Parties,Liberalism by country,https://en.wikipedia.org/wiki/Liberalism_by_country
5929,Solomon Islands,United Democratic Party,United Democratic Party,Democratic Party (Solomon Islands),https://en.wikipedia.org/wiki/Democratic_Party_(Solomon_Islands)
6465,Somalia,Hizbia Digil and Mirifle,Hizbia Digil and Mirifle,Italian Somaliland,https://en.wikipedia.org/wiki/Italian_Somaliland
6464,Somalia,National United Front,National United Front,Ogaden National Liberation Front,https://en.wikipedia.org/wiki/Ogaden_National_Liberation_Front
6606,Somalia,Popular Movement for Democratic Action,Popular Movement for Democratic Action,List of active rebel groups,https://en.wikipedia.org/wiki/List_of_active_rebel_groups
6463,Somalia,Somali Democratic Movement,Somali Democratic Movement,Somali Democratic Republic,https://en.wikipedia.org/wiki/Somali_Democratic_Republic
6467,Somalia,Somali Democratic Union,Somali Democratic Union,Somali Democratic Republic,https://en.wikipedia.org/wiki/Somali_Democratic_Republic
6466,Somalia,Somali Independent Constitutional Party,Somali Independent Constitutional Party,Somalia,https://en.wikipedia.org/wiki/Somalia
5285,Somalia,Somali National Congress,Somali National Congress,Somalia,https://en.wikipedia.org/wiki/Somalia
5219,Somalia,Somali National League,Somali National League,Somalia,https://en.wikipedia.org/wiki/Somalia
6451,Somalia,United Somali Party,United Somali Party,Somali Civil War,https://en.wikipedia.org/wiki/Somali_Civil_War
6610,South Africa,Federal Party,Federal Party,National Party (South Africa),https://en.wikipedia.org/wiki/National_Party_(South_Africa)
5252,South Africa,Hertzog Group,Hertzog Group,J. B. M. Hertzog,https://en.wikipedia.org/wiki/J._B._M._Hertzog
6607,South Africa,National Federal Party,National Federal Party,National Party (South Africa),https://en.wikipedia.org/wiki/National_Party_(South_Africa)
6442,South Africa,National People’s Party,National People’s Party,New National Party (South Africa),https://en.wikipedia.org/wiki/New_National_Party_(South_Africa)
5250,South Africa,New Order Group,New Order Group,Ethnic groups in South Africa,https://en.wikipedia.org/wiki/Ethnic_groups_in_South_Africa
6425,South Africa,Roos Party,Roos Party,Paul Roos (rugby player),https://en.wikipedia.org/wiki/Paul_Roos_(rugby_player)
6441,South Africa,Solidarity,Solidarity,History of Solidarity,https://en.wikipedia.org/wiki/History_of_Solidarity
5623,Spain,Coalició Compromís,Commitment Coalition,Coalició Compromís,https://en.wikipedia.org/wiki/Coalici%C3%B3_Comprom%C3%ADs
2455,Spain,Los Verdes Ecologistas,Greens Ecologists,The Ecologist Greens (Spain),https://en.wikipedia.org/wiki/The_Ecologist_Greens_(Spain)
722,Spain,Union del Pueblo Navarro,Navarrese Peoples Union,Navarrese People's Union,https://en.wikipedia.org/wiki/Navarrese_People%27s_Union
4589,Spain,Progresistas,Progressives,Progresistas,https://en.wikipedia.org/wiki/Progresistas
4595,Spain,Derecha Republicana,Republican Right,Liberal Republican Right,https://en.wikipedia.org/wiki/Liberal_Republican_Right
6362,Spain,Sagastinos,Sagastines,,
4159,Sri Lanka,Puravesi Peramuna,Citizen's Front,,
4160,Sri Lanka,Jathika Hela Urumaya,National Heritage Party,Jathika Hela Urumaya,https://en.wikipedia.org/wiki/Jathika_Hela_Urumaya
4065,Sri Lanka,Illankai Tamil Arasu Kachchi,Sri Lanka Tamil United Party,Sri Lankan Tamils,https://en.wikipedia.org/wiki/Sri_Lankan_Tamils
6852,Suriname,Actie Front,Action Front,Humanitarian response by national governments to the 2010 Haiti earthquake,https://en.wikipedia.org/wiki/Humanitarian_response_by_national_governments_to_the_2010_Haiti_earthquake
6854,Suriname,Actie Groep,Action Group,,
6848,Suriname,Nationale Partij Kombinatie,National Party Combination,Kingdom of the Netherlands,https://en.wikipedia.org/wiki/Kingdom_of_the_Netherlands
3724,Suriname,Naya Kadam,New Choice,,
3726,Suriname,Politieke Vleugel van de FAL,Political Wing of the FAL,Political Wing of the FAL,https://en.wikipedia.org/wiki/Political_Wing_of_the_FAL
6851,Suriname,Progressieve Nationale Partij,Progressive National Party,List of political parties in Suriname,https://en.wikipedia.org/wiki/List_of_political_parties_in_Suriname
3727,Suriname,Hernieuwde Progressieve Partij,Renewed Progressive Party,,
6850,Suriname,Surinaamse Democratische Partij,Surinamese Democratic Party,List of political parties in Suriname,https://en.wikipedia.org/wiki/List_of_political_parties_in_Suriname
6855,Suriname,VHP-bloc,VHP-bloc,1969 Surinamese general election,https://en.wikipedia.org/wiki/1969_Surinamese_general_election
6612,Swaziland,United Swaziland Association,United Swaziland Association,Swaziland at the 2004 Summer Olympics,https://en.wikipedia.org/wiki/Swaziland_at_the_2004_Summer_Olympics
2088,Sweden,Frihandelssinade,Free Traders,,
2085,Sweden,Vänstersocialister,Left Socialists,,
2090,Sweden,Frihandelssinade Högerman,Moderate Free Traders,,
31,Switzerland,Partito socialista autonomo,Autonomous Socialist Party,Autonomous Socialist Party (Ticino),https://en.wikipedia.org/wiki/Autonomous_Socialist_Party_(Ticino)
4515,Switzerland,Katholische Konservative,Catholic Conservatives / Catholic Right,,
4516,Switzerland,Evangelische Konservative,Evangelical Conservatives / Evangelical Right,,
4380,Switzerland,"Liberale Mitte (Liberale, Liberaldemokraten)",Liberal Centre,,
6033,Thailand,Constitutional Front Party,Constitutional Front Party,Democrat Party (Thailand),https://en.wikipedia.org/wiki/Democrat_Party_(Thailand)
5167,Thailand,Nam Thai,Leading Thai party,Thai Rak Thai Party,https://en.wikipedia.org/wiki/Thai_Rak_Thai_Party
5168,Thailand,Seritham,Liberal,2001 Thai general election,https://en.wikipedia.org/wiki/2001_Thai_general_election
6420,Thailand,Muanchon,Mass Party,,
4292,Thailand,Rassadorn,People Party,2005 Thai general election,https://en.wikipedia.org/wiki/2005_Thai_general_election
4308,Thailand,Saha Prachathippatai,United Democrat Party,,
4305,Thailand,Ruam Thai,United Thai Party,List of political parties in Thailand,https://en.wikipedia.org/wiki/List_of_political_parties_in_Thailand
5626,Timor-Leste,Partido Democrático,Democratic Party,Democratic Party (East Timor),https://en.wikipedia.org/wiki/Democratic_Party_(East_Timor)
5624,Timor-Leste,Congresso Nacional de Reconstrução de Timor,National Congress for Timorese Reconstruction,National Congress for Timorese Reconstruction,https://en.wikipedia.org/wiki/National_Congress_for_Timorese_Reconstruction
5677,Timor-Leste,Partido Desenvolvimento Nacional,National Development Party,Portuguese Colonial War,https://en.wikipedia.org/wiki/Portuguese_Colonial_War
5675,Timor-Leste,Partidu Kmanek Haburas Unidade Nasional Timor Oan,National Unity Better Growing Party,,
5673,Timor-Leste,Unidade Nacional Democrática da Resistêia Timorense,National Unity of Timorese Resistance,,
5625,Timor-Leste,Frente Revolucionária do Timor-Leste Independente,Revolutionary Front for an Independent East Timor,Fretilin,https://en.wikipedia.org/wiki/Fretilin
5676,Timor-Leste,Partido Socialista Timorense,Timorese Socialist Party,List of political parties in East Timor,https://en.wikipedia.org/wiki/List_of_political_parties_in_East_Timor
6319,Tonga,Tonga People's Party,Tonga People's Party,List of monarchs of Tonga,https://en.wikipedia.org/wiki/List_of_monarchs_of_Tonga
228,Turkey,Millet Partisi,Nation Party,Nation Alliance (Turkey),https://en.wikipedia.org/wiki/Nation_Alliance_(Turkey)
6932,Turks and Caicos Islands,National Democratic Alliance,National Democratic Alliance,People's Democratic Movement (Turks and Caicos Islands),https://en.wikipedia.org/wiki/People%27s_Democratic_Movement_(Turks_and_Caicos_Islands)
2216,Ukraine,"Vseukrains`ke Ob'ednannya ""Hromada""","All-Ukrainian Association ""Community""",,
2218,Ukraine,Khrystyyans`ko-Demokratychna Partiya Ukrainy,Christian Democratic Party of Ukraine,,
2221,Ukraine,Konhres Ukrains`kykh Natsionalistiv,Congress of Ukrainian Nationalists,,
2223,Ukraine,"Viborchyj Blok ""Natsional`nyi Front""","Electoral Bloc ""National Front""",,
2225,Ukraine,"Vpered, Ukraina","Forward, Ukraine!",Ukraine – Forward!,https://en.wikipedia.org/wiki/Ukraine_%E2%80%93_Forward!
2227,Ukraine,Mizhregional`nyj Blok Reform,Interregional Reform Bloc,,
2229,Ukraine,Partiya Truda,Labour Party,,
2233,Ukraine,Partiya Ekonomycheskoho Vozrozhdeniya Kryma,Party of Economic Revival of Crimea,,
2205,Ukraine,Selyans’ka Partiya Ukrainy,Peasant Party of Ukraine,,
2206,Ukraine,Narodno-Demokratychna Partiya Ukrainy,People’s Democratic Party of Ukraine,,
2210,Ukraine,Sotsial-Demokratychna Partiya Ukrainy (Obyednana),Social Democratic Party of Ukraine (United),,
2214,Ukraine,Ukrainska Respublikanska Partiya,Ukrainian Republican Party,Yulia Tymoshenko Bloc,https://en.wikipedia.org/wiki/Yulia_Tymoshenko_Bloc
2050,United Kingdom,Irish Nationalist [Northern Ireland],Irish Nationalist [Northern Ireland],1973 Northern Ireland border poll,https://en.wikipedia.org/wiki/1973_Northern_Ireland_border_poll
5695,United Kingdom,Repeal Association,Repeal Association,Repeal Association,https://en.wikipedia.org/wiki/Repeal_Association
2428,United States,Southern Democrats (Breckinridge),Southern Democrats (Breckinridge),Southern Democrats,https://en.wikipedia.org/wiki/Southern_Democrats
6865,Uruguay,Lema Blancos,Lema Blancos,Constitution of Uruguay,https://en.wikipedia.org/wiki/Constitution_of_Uruguay
6864,Uruguay,Lema Colorados,Lema Colorados,Constitution of Uruguay,https://en.wikipedia.org/wiki/Constitution_of_Uruguay
5648,Uzbekistan,Progress Party of the Fatherland,Progress Party of the Fatherland,List of communist parties,https://en.wikipedia.org/wiki/List_of_communist_parties
5342,Vanuatu,Federal Party of the New Hebrides,Federal Party of the New Herbides,,
6147,Vanuatu,People's Democratic Party,People's Democratic Party,Natatok Indigenous People's Democratic Party,https://en.wikipedia.org/wiki/Natatok_Indigenous_People%27s_Democratic_Party
5887,Vanuatu,Tan Union,Tan Union,List of flags by color combination,https://en.wikipedia.org/wiki/List_of_flags_by_color_combination
4849,Venezuela,Formula Uno,Formula One,Formula One sponsorship liveries,https://en.wikipedia.org/wiki/Formula_One_sponsorship_liveries
6867,Venezuela,Fuerza Electoral Independiente,Independent Electoral Force,List of political parties in Venezuela,https://en.wikipedia.org/wiki/List_of_political_parties_in_Venezuela
6336,Venezuela,Independientes Pro Frente Nacional,Independents for the National Front,Broad Front (Uruguay),https://en.wikipedia.org/wiki/Broad_Front_(Uruguay)
4820,Venezuela,Nueva Generación Democrática,New Generation Party,Chronology of the 2009 Honduran constitutional crisis,https://en.wikipedia.org/wiki/Chronology_of_the_2009_Honduran_constitutional_crisis
4813,Venezuela,Fuerza Democrática Popular,Popular Democratic Force,List of political parties in Venezuela,https://en.wikipedia.org/wiki/List_of_political_parties_in_Venezuela
6899,Vietnam,Vietnamese Fatherland Front of North Vietnam,Vietnamese Fatherland Front of North Vietnam,President of Vietnam,https://en.wikipedia.org/wiki/President_of_Vietnam
6904,Vietnam,Dong Minh Hoi,Vietnamese RevolutionaryLea gue,,
6907,Vietnam (South),Citizens' Assembly,Citizens' Assembly,National Assembly (Vietnam),https://en.wikipedia.org/wiki/National_Assembly_(Vietnam)
6906,Vietnam (South),Dai-Viet Cap-Tien,Dai Viet Progressive Party,Hạ Long Bay,https://en.wikipedia.org/wiki/H%E1%BA%A1_Long_Bay
6909,Vietnam (South),Movement to Win and Preserve Freedom,Movement to Win and Preserve Freedom,Young Americans for Freedom,https://en.wikipedia.org/wiki/Young_Americans_for_Freedom
5719,Vietnam (South),National Revolutionary Movement,National Revolutionary Movement,Provisional Revolutionary Government of the Republic of South Vietnam,https://en.wikipedia.org/wiki/Provisional_Revolutionary_Government_of_the_Republic_of_South_Vietnam
6908,Vietnam (South),Revolutionary Labor Party,Revolutionary Labor Party,Personalist Labor Revolutionary Party,https://en.wikipedia.org/wiki/Personalist_Labor_Revolutionary_Party
6910,Vietnam (South),Workers' Party,Workers' Party,Workers' Party of Ireland,https://en.wikipedia.org/wiki/Workers%27_Party_of_Ireland
5805,Yemen (South),Unified Political National Front Organisation,Unified Political National Front Organisation,Politics of Yemen,https://en.wikipedia.org/wiki/Politics_of_Yemen
6617,Zimbabwe,National First Party / National People’s Party,National First Party / National People’s Party,People's Party for Freedom and Democracy,https://en.wikipedia.org/wiki/People%27s_Party_for_Freedom_and_Democracy
