cntry,essround,ess_id,party,ess_key,share,ess_first,ess_last
NO,7,9,Coastal Party (KYST),no -- coastal party (kyst),0.2,5,7
NO,7,7,Conservative Party (H),no -- conservative party (h),30.7,1,7
NO,7,10,Green Party (MDG),no -- green party (mdg),2.5,7,7
NO,6,3,Labour Party (A),no -- labour party (a),37.6,1,7
NO,7,4,Liberal party (V),no -- liberal party (v),6.1,1,7
NO,3,8,Progress Party (FrP),no -- progress party (frp),17.7,1,7
NO,3,1,Red Electoral Alliance (RV),no -- red electoral alliance (rv),1.4,1,4
NO,2,2,Socialist left party (SV),no -- socialist left party (sv),14.7,1,7
NO,5,1,The Party Red (RØDT),no -- the party red (rødt),1.9,5,7
PL,1,2,Akcja Wyborcza Solidarnosc Prawicy,pl -- akcja wyborcza solidarnosc prawicy,8.6,1,2
PL,1,8,Alternatywa Ruch Spoleczny,pl -- alternatywa ruch spoleczny,0.1,1,1
PL,4,3,Civic Platform,pl -- civic platform,50.2,4,7
PL,7,1,Congress of the New Right,pl -- congress of the new right,2.2,6,7
PL,6,8,Democratic Left Alliance,pl -- democratic left alliance,7.5,6,7
PL,3,2,Dom Ojczysty,pl -- dom ojczysty,0.1,3,3
PL,5,6,Law and Justice,pl -- law and justice,34,4,7
PL,4,2,League of Polish Families,pl -- league of polish families,1,4,5
PL,5,1,Left and Democrats,pl -- left and democrats,9.9,4,5
PL,2,10,Liga Polskich Rodzin,pl -- liga polskich rodzin,7.1,1,3
PL,1,11,Mniejszosc Niemiecka,pl -- mniejszosc niemiecka,0.2,1,1
PL,3,5,Ogolnopolska Koalicja Obywatelska,pl -- ogolnopolska koalicja obywatelska,0.1,3,3
PL,3,19,Other party,pl -- other party,0.3,3,5
PL,6,7,Palikot Movement,pl -- palikot movement,4.5,6,7
PL,3,6,Partia Demokratyczna demokraci.pl,pl -- partia demokratyczna demokraci.pl,0.9,3,3
PL,3,8,Platforma Janusza Korwin-Mikke,pl -- platforma janusza korwin-mikke,0.3,3,3
PL,3,9,Platforma Obywatelska,pl -- platforma obywatelska,30.2,1,3
PL,7,3,Poland Comes First,pl -- poland comes first,0.3,6,7
PL,4,4,Polish Labour Party,pl -- polish labour party,0.4,4,5
PL,6,4,Polish Labour Party-August '80,pl -- polish labour party-august '80,0.3,6,7
PL,4,5,Polish Peasants Party,pl -- polish peasants party,6.1,4,7
PL,1,13,Polska Partia Socjalistyczna,pl -- polska partia socjalistyczna,0.1,1,1
PL,2,9,Polska Wspolnota Narodowa,pl -- polska wspolnota narodowa,0.1,2,2
PL,1,6,Polskie Stronnictwo Ludowe,pl -- polskie stronnictwo ludowe,10.3,1,3
PL,3,14,Prawo i Sprawiedliwosc,pl -- prawo i sprawiedliwosc,43.9,1,3
PL,2,4,Samoobrona Rzeczypospolitej Polskiej,pl -- samoobrona rzeczypospolitej polskiej,11,1,3
PL,4,7,Self-defence,pl -- self-defence,1.9,4,5
PL,3,17,Socjaldemokracja Polska,pl -- socjaldemokracja polska,0.8,3,3
PL,3,18,Sojusz Lewicy Demokratycznej,pl -- sojusz lewicy demokratycznej,9.2,3,3
PL,1,1,Sojusz Lewicy Demokratycznej/Unia Pracy,pl -- sojusz lewicy demokratycznej/unia pracy,47.8,1,2
PL,1,3,Unia Wolnosci,pl -- unia wolnosci,6,1,2
PT,1,1,B.E. -  Bloco de Esquerda,pt -- b.e. -  bloco de esquerda,4.1,1,2
PT,4,1,BE - Bloco de Esquerda,pt -- be - bloco de esquerda,3.2,3,4
PT,2,13,Blank vote,pt -- blank vote,3.7,1,2
PT,7,1,Bloco de Esquerda (BE),pt -- bloco de esquerda (be),7,5,7
PT,1,2,CDS/PP - Centro Democrático Social / Partido Popular,pt -- cds/pp - centro democrático social / partido popular,4.4,1,2
PT,4,2,CDS/PP - Centro Democrático Social/Partido Popular,pt -- cds/pp - centro democrático social/partido popular,3.5,3,4
PT,5,2,Centro Democrático Social - Partido Popular (CDS-PP),pt -- centro democrático social - partido popular (cds-pp),4.3,5,7
PT,6,3,Coligação Democrática Unitária (CDU),pt -- coligação democrática unitária (cdu),8.8,5,7
PT,1,3,MPT - Movimento Partido da Terra,pt -- mpt - movimento partido da terra,0.4,1,1
PT,5,7,Nova democracia (PND),pt -- nova democracia (pnd),0.2,5,7
PT,7,13,Outro,pt -- outro,6.5,5,7
PT,2,4,P.H. - Partido Humanista,pt -- p.h. - partido humanista,0.1,2,2
PT,7,4,Partido Comunista dos Trabalhadores Portugueses/Movimento Re,pt -- partido comunista dos trabalhadores portugueses/movimento re,1.2,5,7
PT,6,5,Partido Democrático do Atlântico (PDA),pt -- partido democrático do atlântico (pda),0.1,6,6
PT,5,6,Partido Humanista (PH),pt -- partido humanista (ph),0.2,5,5
PT,5,8,Partido Nacional Renovador (PNR),pt -- partido nacional renovador (pnr),0.4,5,7
PT,5,9,Partido Operário de Unidade Socialista (POUS),pt -- partido operário de unidade socialista (pous),0.1,5,5
PT,5,10,Partido Social Democrata (PSD),pt -- partido social democrata (psd),36.4,5,7
PT,5,11,Partido Socialista (PS),pt -- partido socialista (ps),42.5,5,7
PT,3,3,PCP-PEV - Partido Comunista Português - Partido Ecologista o,pt -- pcp-pev - partido comunista português - partido ecologista o,7.5,3,4
PT,1,5,PCP/PEV - Partido Comunista Português  Partido Ecolo,pt -- pcp/pev - partido comunista português  partido ecolo,7.3,1,2
PT,3,4,PCTP-MRPP - Partido Comunista dos Trabalhadores Portugueses,pt -- pctp-mrpp - partido comunista dos trabalhadores portugueses,0.8,3,4
PT,1,6,PCTP/MRPP - Partido Comunista dos Trabalhadores Po,pt -- pctp/mrpp - partido comunista dos trabalhadores po,0.1,1,2
PT,3,6,PH - Partido Humanista,pt -- ph - partido humanista,0.1,3,4
PT,4,7,PND - Partido da Nova Democracia,pt -- pnd - partido da nova democracia,0.5,3,4
PT,4,8,PNR - Partido Nacional Renovador,pt -- pnr - partido nacional renovador,0.2,4,4
PT,2,9,PPM - Partido Popular Monárquico,pt -- ppm - partido popular monárquico,0.1,2,2
PT,4,11,PS - Partido Socialista,pt -- ps - partido socialista,53.1,1,4
PT,2,11,PSD - Partido Social Democrata,pt -- psd - partido social democrata,39,1,4
PT,6,12,Votou em branco / nulo,pt -- votou em branco / nulo,8.6,3,7
RU,3,21,Against all,ru -- against all,7.6,3,3
RU,4,6,Agrarian Party of Russia (APR),ru -- agrarian party of russia (apr),1.3,3,5
RU,6,2,Communist Party of the Russian Federation (KPRF),ru -- communist party of the russian federation (kprf),18.7,3,6
RU,3,20,Edinenie,ru -- edinenie,0.1,3,3
RU,6,5,Fair Russia (SR),ru -- fair russia (sr),7.6,4,6
RU,4,9,Green Party,ru -- green party,0.1,4,4
RU,6,6,Just Cause,ru -- just cause,1,6,6
RU,5,3,Liberal Democratic Party of Russia (LDPR),ru -- liberal democratic party of russia (ldpr),8.3,3,6
RU,4,7,Party of Revival of Russia – Russian Party of Life,ru -- party of revival of russia – russian party of life,0.1,4,4
RU,3,10,Party of the development of entrepreneurship,ru -- party of the development of entrepreneurship,0.1,3,3
RU,6,7,Patriots of Russia,ru -- patriots of russia,0.7,6,6
RU,3,4,Rodina,ru -- rodina,4,3,3
RU,3,8,Russian party of pensioners and party of social justice,ru -- russian party of pensioners and party of social justice,0.6,3,3
RU,3,5,Union of Right Forces (SPS),ru -- union of right forces (sps),2.6,3,5
RU,4,1,United Russia (ER),ru -- united russia (er),73.5,3,6
RU,6,4,Yabloko,ru -- yabloko,2.2,3,6
SE,7,11,Annat parti,se -- annat parti,1.4,5,7
SE,5,1,Centern,se -- centern,6.6,5,7
SE,3,1,Centre party,se -- centre party,7.7,1,4
SE,1,3,Christian democrats,se -- christian democrats,8.7,1,4
SE,4,5,Conservative,se -- conservative,30.9,1,4
SE,7,8,FI (Feministiskt initiativ),se -- fi (feministiskt initiativ),2.7,5,7
SE,5,2,Folkpartiet liberalerna,se -- folkpartiet liberalerna,8.2,5,7
SE,3,4,Green party,se -- green party,7.5,1,4
SE,5,9,Junilistan,se -- junilistan,0.1,5,5
SE,5,3,Kristdemokraterna,se -- kristdemokraterna,4.9,5,7
SE,1,7,Left,se -- left,9.6,1,4
SE,1,2,Liberals,se -- liberals,14.9,1,4
SE,6,4,Miljöpartiet de gröna,se -- miljöpartiet de gröna,9.7,5,7
SE,5,5,Moderata samlingspartiet,se -- moderata samlingspartiet,35.3,5,7
SE,7,9,Piratpartiet,se -- piratpartiet,0.6,6,7
SE,2,6,Social democrats,se -- social democrats,42.6,1,4
SE,6,6,Socialdemokraterna,se -- socialdemokraterna,31.4,5,7
SE,7,10,Sverigedemokraterna,se -- sverigedemokraterna,4.9,5,7
SE,7,7,Vänsterpartiet,se -- vänsterpartiet,6.1,5,7
SI,6,8,Civic List - DL,si -- civic list - dl,4.8,6,6
SI,5,1,Democratic Party of Pensioners of Slovenia - DESUS,si -- democratic party of pensioners of slovenia - desus,9.1,2,6
SI,1,1,Democratic Party of Pensioners of Slovenia (DESUS),si -- democratic party of pensioners of slovenia (desus),3.1,1,1
SI,7,1,DESUS - Demokraticna stranka upokojencev Slovenije,si -- desus - demokraticna stranka upokojencev slovenije,10.1,7,7
SI,7,2,DL - Državljanska lista,si -- dl - državljanska lista,0.2,7,7
SI,3,2,Liberal Democracy of Slovenia - LDS,si -- liberal democracy of slovenia - lds,30.7,2,6
SI,1,2,Liberal Democracy of Slovenia (LDS),si -- liberal democracy of slovenia (lds),49.2,1,1
SI,5,3,LIPA  - Party,si -- lipa  - party,1.1,4,5
SI,1,6,New Slovenia - Christian People's Party (NSi),si -- new slovenia - christian people's party (nsi),6.7,1,1
SI,2,4,New Slovenia - Christian Peoples Party - NSi,si -- new slovenia - christian peoples party - nsi,6.7,2,6
SI,7,3,NSI - Nova Slovenija – Kršcanski demokrati,si -- nsi - nova slovenija – kršcanski demokrati,5.9,7,7
SI,7,12,Other party,si -- other party,2.8,6,7
SI,6,11,Party for Sustainable Development - TRS,si -- party for sustainable development - trs,0.5,6,6
SI,6,7,Positive Slovenia - PS,si -- positive slovenia - ps,24.7,6,6
SI,7,4,PS - Pozitivna Slovenija,si -- ps - pozitivna slovenija,2.3,7,7
SI,7,5,SD - Socialni demokrati,si -- sd - socialni demokrati,10.6,7,7
SI,7,6,SDS - Slovenska demokratska stranka,si -- sds - slovenska demokratska stranka,15.7,7,7
SI,4,7,Slovene National Party - SNS,si -- slovene national party - sns,6.2,2,6
SI,1,4,Slovene National Party (SNS),si -- slovene national party (sns),2.8,1,1
SI,1,3,Slovene People's Party (SLS),si -- slovene people's party (sls),13.3,1,1
SI,3,3,Slovene Peoples Party - SLS,si -- slovene peoples party - sls,8.9,2,6
SI,1,8,Slovene Youth Party (SMS),si -- slovene youth party (sms),3.4,1,1
SI,2,1,Slovenian Democratic Party - SDS,si -- slovenian democratic party - sds,39.1,2,6
SI,3,5,Slovenian Democratic Party- SDS,si -- slovenian democratic party- sds,35.1,3,3
SI,7,7,SLS  - Slovenska ljudska stranka,si -- sls  - slovenska ljudska stranka,5.2,7,7
SI,7,8,SMC - Stranka Mira Cerarja,si -- smc - stranka mira cerarja,37.9,7,7
SI,1,5,Social Democratic Party of Slovenia (SDS),si -- social democratic party of slovenia (sds),13.6,1,1
SI,4,8,Social Democrats - SD,si -- social democrats - sd,38.9,3,6
SI,2,3,United List of Social Democrats - ZLSD,si -- united list of social democrats - zlsd,13,2,2
SI,1,7,United List of Social Democrats (ZLSD),si -- united list of social democrats (zlsd),7.9,1,1
SI,7,9,VERJAMEM - Stranka Igorja Šoltesa,si -- verjamem - stranka igorja šoltesa,0.3,7,7
SI,7,10,ZAAB - Zavezništvo Alenke Bratušek,si -- zaab - zavezništvo alenke bratušek,3.3,7,7
SI,4,9,ZARES - New Politics,si -- zares - new politics,8,4,6
SI,7,11,"ZL - Združena levica (DSD, IDS in Stranka TRS)","si -- zl - združena levica (dsd, ids in stranka trs)",5.7,7,7
SK,2,6,ANO New Citizen's Alliance,sk -- ano new citizen's alliance,8.2,2,2
SK,6,5,Christian Democratic Movement (KDH),sk -- christian democratic movement (kdh),13.5,3,6
SK,5,6,Freedom and Solidarity (SaS),sk -- freedom and solidarity (sas),8.8,5,6
SK,2,1,HZDS Movement for a Democratic Slovakia,sk -- hzds movement for a democratic slovakia,29.6,2,2
SK,2,5,KDH Christian Democratic Movement,sk -- kdh christian democratic movement,9.2,2,2
SK,2,7,KSS Communist Party of Slovakia,sk -- kss communist party of slovakia,4.7,2,2
SK,5,4,Most-Híd,sk -- most-híd,6.9,5,6
SK,4,1,Movement for a Democratic Slovakia (HZDS),sk -- movement for a democratic slovakia (hzds),9,3,4
SK,6,1,Ordinary People and Independent Personalities (OLaNO),sk -- ordinary people and independent personalities (olano),6,6,6
SK,3,4,Party of Hungarian Coalition (SMK),sk -- party of hungarian coalition (smk),10.9,3,4
SK,2,2,SDKU Slovak Democratic Christian Union,sk -- sdku slovak democratic christian union,21.1,2,2
SK,3,2,Slovak Democratic Christian Union (SDKU),sk -- slovak democratic christian union (sdku),20.8,3,6
SK,3,6,Slovak National Party (SNS),sk -- slovak national party (sns),11,3,5
SK,4,3,SMER,sk -- smer,45.1,2,4
SK,6,3,SMER-Social Democracy,sk -- smer-social democracy,57,5,6
SK,2,4,SMK Party of Hungarian Coalition,sk -- smk party of hungarian coalition,8.2,2,2
TR,4,1,Adalet Kalkinma Partisi (AKP),tr -- adalet kalkinma partisi (akp),58.1,4,4
TR,2,1,AKP-Adalet ve Kalkinma Partisi,tr -- akp-adalet ve kalkinma partisi,59.2,2,2
TR,2,2,ANAP-Anavatan Partisi,tr -- anap-anavatan partisi,2.2,2,2
TR,4,2,Anavatan Partisi (ANAP),tr -- anavatan partisi (anap),0.2,4,4
TR,2,3,BBP-Buyuk Birlik Partisi,tr -- bbp-buyuk birlik partisi,0.2,2,2
TR,4,3,Buyuk Birlik Partisi (BBP),tr -- buyuk birlik partisi (bbp),0.1,4,4
TR,2,14,Cast blank/invalid ballot,tr -- cast blank/invalid ballot,1.5,2,2
TR,4,16,Cast invalid vote,tr -- cast invalid vote,3.4,4,4
TR,2,4,CHP-Cumhuriyet Halk Partisi,tr -- chp-cumhuriyet halk partisi,13.4,2,2
TR,4,4,Cumhuriyet Halk Partisi (CHP),tr -- cumhuriyet halk partisi (chp),17.8,4,4
TR,2,5,DEHAP-DTH,tr -- dehap-dth,6.6,2,2
TR,4,5,Demokrat Parti (DP),tr -- demokrat parti (dp),2.6,4,4
TR,4,7,Demokratik Sol Parti (DSP),tr -- demokratik sol parti (dsp),0.8,4,4
TR,4,6,Demokratik Toplum Partisi (DTP),tr -- demokratik toplum partisi (dtp),4.5,4,4
TR,2,6,DSP-Demokratik Sol Parti,tr -- dsp-demokratik sol parti,1.5,2,2
TR,2,7,DYP-Dogru Yol Partisi,tr -- dyp-dogru yol partisi,5.6,2,2
TR,2,8,GP-Genc Parti,tr -- gp-genc parti,1.4,2,2
TR,4,9,Isci Partisi (IP),tr -- isci partisi (ip),0.3,4,4
TR,2,9,MHP-Milliyetci Hareket Partisi,tr -- mhp-milliyetci hareket partisi,5.7,2,2
TR,4,10,Milliyetci Hareket Partisi (MHP),tr -- milliyetci hareket partisi (mhp),7.7,4,4
TR,2,10,ODP- Ozgurluk ve Dayanisma Partisi,tr -- odp- ozgurluk ve dayanisma partisi,0.2,2,2
TR,4,15,Other party or independent candidate,tr -- other party or independent candidate,2.1,4,4
TR,2,13,Other-minor parties,tr -- other-minor parties,1.3,2,2
TR,4,11,Ozgurluk Dayanisma Partisi (ODP),tr -- ozgurluk dayanisma partisi (odp),0.4,4,4
TR,4,12,Saadet Partisi (SP),tr -- saadet partisi (sp),1.7,4,4
TR,2,12,SHP-Sosyal Demokrat Halkci Parti,tr -- shp-sosyal demokrat halkci parti,0.5,2,2
TR,4,13,Sosyal Demokrat Halkci Parti (SHP),tr -- sosyal demokrat halkci parti (shp),0.2,4,4
TR,2,11,SP-Saadet Partisi,tr -- sp-saadet partisi,0.8,2,2
TR,4,14,T. Komunist Partisi (TKP),tr -- t. komunist partisi (tkp),0.1,4,4
UA,2,31,'Woman for the Future' All-Ukrainian Political Union,ua -- 'woman for the future' all-ukrainian political union,1.2,2,2
UA,4,9,Against all,ua -- against all,5.2,3,5
UA,6,1,"All Ukrainian Union ""Fatherland""","ua -- all ukrainian union ""fatherland""",24.6,6,6
UA,6,2,"All Ukrainian Union ""Freedom""","ua -- all ukrainian union ""freedom""",10,6,6
UA,2,16,All-Ukrainian Labor Party,ua -- all-ukrainian labor party,0.1,2,2
UA,2,9,All-Ukrainian Party 'New Power',ua -- all-ukrainian party 'new power',0.1,2,2
UA,3,3,Bloc 'Our Ukraine',ua -- bloc 'our ukraine',25.6,3,3
UA,3,6,Bloc of Natalya Vitrenko 'Peoples' opposition',ua -- bloc of natalya vitrenko 'peoples' opposition',1.5,3,3
UA,3,2,Bloc of Yulia Tymoshenko,ua -- bloc of yulia tymoshenko,18.5,3,3
UA,4,3,Block 'Our Ukraine - People's self-defense',ua -- block 'our ukraine - people's self-defense',16,4,5
UA,4,1,Block of Lytvyn,ua -- block of lytvyn,4.3,4,5
UA,5,2,Block of Yulia Tymoshenko,ua -- block of yulia tymoshenko,32.5,4,5
UA,3,10,Civil bloc PORA-PRP,ua -- civil bloc pora-prp,0.5,3,3
UA,2,1,Communist Party of Ukraine,ua -- communist party of ukraine,15.8,2,6
UA,2,12,Communist Party of Ukraine (renew),ua -- communist party of ukraine (renew),0.9,2,2
UA,2,8,Communist Party of Workers and Peasants,ua -- communist party of workers and peasants,0.6,2,2
UA,2,3,Election bloc of Political Parties 'Democratic Party of Ukra,ua -- election bloc of political parties 'democratic party of ukra,0.7,2,2
UA,2,14,Election bloc of Political Parties 'For One Ukraine!',ua -- election bloc of political parties 'for one ukraine!',9.8,2,2
UA,2,10,Election bloc of Political Parties 'Juliya Tymoshenko electi,ua -- election bloc of political parties 'juliya tymoshenko electi,3.6,2,2
UA,2,5,Election bloc of Political Parties 'Nataliya Vitrenko Bloc',ua -- election bloc of political parties 'nataliya vitrenko bloc',3.9,2,2
UA,2,24,Election bloc of Political Parties 'People's Movement of Ukr,ua -- election bloc of political parties 'people's movement of ukr,1.3,2,2
UA,2,30,Election bloc of Political Parties 'Ruses bloc',ua -- election bloc of political parties 'ruses bloc',0.1,2,2
UA,2,20,Election bloc of Political Parties 'Team of Winter Generatio,ua -- election bloc of political parties 'team of winter generatio,0.5,2,2
UA,2,15,Election bloc of Political Parties 'Unity',ua -- election bloc of political parties 'unity',0.2,2,2
UA,2,2,Election bloc of Political Parties 'Victor Yushchenko Bloc ',ua -- election bloc of political parties 'victor yushchenko bloc ',41.8,2,2
UA,2,26,"Election bloc of Political Parties 'ZUBR' (For Ukraine, Byel","ua -- election bloc of political parties 'zubr' (for ukraine, byel",0.1,2,2
UA,2,17,Liberal Party of Ukraine (renew),ua -- liberal party of ukraine (renew),0.1,2,2
UA,3,11,Oppositional bloc 'NOT THIS WAY',ua -- oppositional bloc 'not this way',0.2,3,3
UA,3,12,other,ua -- other,1,3,3
UA,2,34,Other (WRITE DOWN) ___,ua -- other (write down) ___,4.2,2,2
UA,6,6,Other (Write in),ua -- other (write in),2,6,6
UA,2,33,Party 'New Generation of Ukraine',ua -- party 'new generation of ukraine',0.2,2,2
UA,3,9,Party 'Veche',ua -- party 'veche',0.8,3,3
UA,5,5,Party of regions,ua -- party of regions,47.6,3,6
UA,2,11,Party of Rehabilitation of Invalids of Ukraine,ua -- party of rehabilitation of invalids of ukraine,0.2,2,2
UA,2,22,Peasant Party of Ukraine,ua -- peasant party of ukraine,0.2,2,2
UA,3,7,Peoples' bloc of Lytvyn,ua -- peoples' bloc of lytvyn,1.4,3,3
UA,2,32,Political Party 'Apple',ua -- political party 'apple',0.3,2,2
UA,4,6,Progressive socialist party of Ukraine,ua -- progressive socialist party of ukraine,0.7,4,5
UA,2,29,Social-democratic Party of Ukraine,ua -- social-democratic party of ukraine,0.9,2,2
UA,2,23,Social-Democratic Party of Ukraine (united),ua -- social-democratic party of ukraine (united),4.1,2,2
UA,2,13,Socialist Party of Ukraine,ua -- socialist party of ukraine,6,2,5
UA,2,6,The Green Party of Ukraine,ua -- the green party of ukraine,2.8,2,2
UA,6,4,UDAR (Ukrainian Democratic Alliance for Reform) of Vitali Kl,ua -- udar (ukrainian democratic alliance for reform) of vitali kl,13.1,6,6
UA,3,8,Ukrainian Peoples' bloc of Kostenko and Plyusch,ua -- ukrainian peoples' bloc of kostenko and plyusch,1,3,3
UA,2,28,Ukrainian Political Party 'Christian Movement',ua -- ukrainian political party 'christian movement',0.2,2,2
UA,2,27,Ukrainian Sea Party,ua -- ukrainian sea party,0.1,2,2
