country_short,name_short,name_english,party_id,year_first,year_last,hos_first,hog_first
NZL,NZLP,New Zealand Liberal Party,2095,1891,1911,,1891 John Balance (Governor)
NZL,RP,New Zealand Political Reform League/Reform Party,2094,1912,1927,,1912 William Ferguson Massey (Governor)
NZL,Uni,United Party,8343,1928,1934,,1928 Joseph George Ward (Governor-general)
NZL,LP,Labour Party,1049,1935,2020,,1935 Michael Joseph Savage (Governor-general)
NZL,NP,National Party,1824,1949,2016,,1949 Sidney George Holland (Governor-general)
PAK,AL,Awami League,5551,1956,1956,,1956 Huseyn Shaheed Suhrawardy (President)
PAK,PML(Q),Pakistan Muslim League (Quaid e Azam Group),2385,2002,2007,,2002 Mir Zafarullah Khan Jamali (President)
PNG,PP/PNUP,Pangu Party / Papua and Niugini Union Party,5195,1972,2020,,1972 Michael Thomas Somare (Administrator)
PNG,PPP,People's Progress Party,5256,1980,1996,,1980 Sir Julius Chan (Governor-general)
PNG,PDM,People's Democratic Movement,5257,1985,2001,,1985 Paias Wingti (Governor-general)
PNG,NAP,National Alliance Party,5259,2002,2010,,2002 Sir Michael Thomas Somare (Governor-general)
POL,PPSD,Polish Social Democratic Party of Galicia and Cieszyn Silesia,8227,1918,1918,,1918 Jędrzej Edward Moraczewski (Chief of State)
POL,NZL,National People's Union,6360,1919,1919,,1919 Leopold Skulski (Chief of State)
POL,PSChD,Polish Christian Democratic Party,8098,1921,1921,,1921 Antoni Ponikowski (Chief of State)
POL,ZLN,Popular National Union,4355,1923,1924,,1923 Władysław Dominik Grabski (President)
POL,SPN,Party of National Right,8225,1925,1925,,1925 Aleksander Józef Skrzyński (President)
POL,S,Solidarity,767,1989,1990,,1989 Tadeusz Mazowiecki (President)
POL,PC,Centre Agreement,1649,1991,1991,,1991 Jan Ferdynand Olszewski (President)
POL,UD,Democratic Union,1046,1992,1992,,1992 Hanna Suchocka (President)
POL,PSL,Polish People's (Peasants') Party,602,1993,1994,,1993 Waldemar Pawlak (President)
POL,SdRP,Social Democracy of the Republic of Poland,8224,1995,1996,,1995 Józef Oleksy (President)
POL,AWS,Solidarity Electoral Action of the Right,863,1997,2000,,1997 Jerzy Karol Buzek (President)
POL,SLD,Democratic Left Alliance,57,2001,2004,,2001 Leszek Cezary Miller (President)
PRT,PP,Progressive Party,6309,1880,1909,,1880 Anselmo José Braamcamp e Almeida Castello Branco (King)
PRT,PR,Regenerator Party,6308,1881,1908,,1881 António Maria de Fontes Pereira de Melo (King)
PRT,PRL,Liberal Regenerator Party,6311,1906,1907,,1906 João Franco Ferreira e Pinto Castelo Branco (King)
PRT,PRN,Nationalist Republican Party,6317,1923,1923,,1923 Álvaro Xavier de Castro (President)
PRT,PRED,Democratic Leftwing Republican Party,8103,1924,1924,,1924 José Domingues dos Santos (President)
PRT,CDS/PP,Democratic and Social Center / People's Party,1308,1980,1980,,1980 Diogo Pinto de Freitas do Amaral (President)
PSE,H,Hamas,8011,2006,2006,,2006 Ismail Abdel Salam Ahmed Haniyah (Chairman of the Palestine Liberation Organization (PLO) Executive Committee)
PSE,TWP,Third Way,8572,2007,2012,,2007 Salam Fayyad (Chairman of the Palestine Liberation Organization (PLO) Executive Committee)
ROU,PNL,National Liberal Party,481,1880,2020,,1880 Ion Constantin Brătianu (Prince)
ROU,PC,Conservative Party,6769,1888,1913,,1888 Teodor Gheorghe Rosetti (King)
ROU,PNR,Romanian National Party,6770,1919,1919,,1919 Alexandru Dionisie Vaida-Voievod (King)
ROU,PP,People's Party,5449,1920,1926,,1920 Alexandru Constantin Avarescu (King)
ROU,PCD,Conservative-Democratic Party,7159,1921,1921,,1921 Dumitru Gheorghe Ionescu (King)
ROU,PNT,National Peasants' Party,5450,1928,1932,,1928 Iuliu Ion Maniu (Regency)
ROU,PND,Democratic Nationalist Party,8402,1931,1931,,1931 Nicolae Nicu Iorga (King)
ROU,PDL,Democratic Liberal Party,660,2008,2011,,2008 Emil Boc (President)
RUS,GPr,Group of Right-wing,7308,1911,1916,,1911 Vladimir Nikolayevich Kokovtsov (Emperor)
RWA,MDR,Republican Democratic Movement,8442,1992,2002,,1992 Dismas Nsengiyaremye (President)
RWA,PSD,Social Democratic Party,3658,2014,2016,,2014 Anastase Murekezi (President)
SDN,Umma,Umma National Party // Sudanese Independence // Nation Party,4756,1956,1989,,1956 Ibrahim 'Abbud (Sovereignty Council)
SEN,AFP,Alliance of the Forces of Progress,2379,2000,2000,,2000 Moustapha Niasse (President)
SGP,LF,Labour Front,6893,1955,1958,,1955 David Saul Marshall (Governor)
SLB,PPP,People's Progressive Party,6080,1974,2000,,1974 Solomon Sunaone Mamaloni (Governor)
SLB,SIUP,Solomon Islands United Party,5284,1976,1988,,1976 Peter Kenilorea (Governor)
SLB,PAP,People's Alliance Party,5282,1981,2005,,1981 Solomon Sunaone Mamaloni (Governor-general)
SLB,GNUR,Group for National Unity and Reconciliation,8458,1992,1992,,1992 Solomon Sunaone Mamaloni (Governor-general)
SLB,NURPP,National Unity and Reconciliation Progressive Party,5280,1994,1996,,1994 Solomon Sunaone Mamaloni (Governor-general)
SLB,NDP/SILP,National Democratic Party / Solomon Islands Liberal Party,5737,1997,2009,,1997 Bartholomew Ulufa'alu (Governor-general)
SLB,SISCP,Solomon Islands Social Credit Party,5937,2006,2006,,2006 Manasseh Damukana Sogavare (Governor-general)
SLB,RDP,Reform and Democratic Party of Solomon Islands,5949,2010,2010,,2010 Danny Philip (Governor-general)
SLB,SIPRA,Solomon Islands Party for Rural Advancement,5735,2011,2013,,2011 Gordon Darcy Lilo (Governor-general)
SLB,OUR,"Ownership, Unity and Responsibility Party",5938,2014,2020,,2014 Manasseh Damukana Sogavare (Governor-general)
SLB,DAP,Democratic Alliance Party,5911,2017,2018,,"2017 Rick ""Hou"" Houenipwela (Governor-general)"
SRB,SNS,Serbian Progressive Party,6787,1880,1899,,1880 Milan Piroćanac (Prince)
SRB,KS,Conservative Party,6788,1883,1894,,1883 Nikola Hristić (King)
SRB,NRS,People's Radical Party,5394,1891,1927,,1891 Nikola Pašić (Regency)
SRB,LS,Liberal Party,6789,1892,1892,,1892 Jovan Avakumović (Regency)
SRB,NRS,Independent Radical Party,6790,1905,1905,,1905 Ljubomir Stojanović (King)
SRB,DS,Yugoslav Democratic Party,5393,1919,1919,,1919 Ljubomir Davidović (Regent)
SRB,SLS,Slovene People's Party,6740,1928,1928,,1928 Anton Korošec (King)
SRB,JNS,Yugoslav National Party / Yugoslav Radical Peasants' Democracy,6794,1932,1934,,1932 Milan Srškić (King)
SRB,JRZ,Yugoslav Radical Union,6795,1935,1938,,1935 Milan Mihailov Stojadinović (Provisional Regency)
SRB,SRS,Serbian Radical Party,2175,1939,1941,,1939 Dragiša Jovanov Cvetković (Provisional Regency)
SRB,SRSJ,Union of Reform Forces of Yugoslavia,8526,1990,1990,,1990 Ante Marković (President of the Presidency)
SRB,DPS,Democratic Party of Socialists of Montenegro,8571,1993,1997,,1993 Radoje Kontić (President)
STP,PCD,Democratic Convergence Party-Reflection Group,5332,1991,1993,,1991 Daniel Lima dos Santos Daio (President)
SUR,PNP,Progressive National Party,6851,1969,1972,,1969 Jules Sedney (Governor of Suriname)
SVK,KDH,Christian Democratic Movement,63,1998,1999,,1998 Mikuláš Dzurinda (President)
SVK,SDKU-DS,Slovak Democratic and Christian Union – Democratic Party,1617,2000,2011,,2000 Mikuláš Dzurinda (President)
SVK,Smer – SD,Direction – Social Democracy,311,2006,2019,,2006 Robert Fico (President)
SVK,OĽaNO,Ordinary People and Independents,2130,2020,2020,,2020 Igor Matovič (President)
SVN,SKD,Slovenian Christian Democrats,644,1990,1991,,"1990 Alojz ""Lojze"" Peterle (President of the Presidency)"
SVN,SDS,Slovenian Democratic Party,472,2004,2020,,2004 Janez Janša (President)
SVN,LZJPS,Zoran Janković's List – Positive Slovenia,1773,2013,2013,,2013 Alenka Bratušek (President)
SVN,SMC,Party of Miro Cerar / Modern Center Party,3098,2014,2017,,2014 Miro Cerar (President)
SVN,LMS,List of Marjan Sarec,6132,2018,2019,,2018 Marjan Šarec (President)
SWE,LP,Lantmanna Party,4339,1880,1904,,"1880 Arvid Rutger Fredriksson, greve Posse (King)"
SWE,,PP,8169,1889,1890,,"1889 Gustaf, friherre Åkerhielm af Margretelund (King)"
SWE,LS/FL,Liberal Unity Party / Free-minded National Association,4651,1905,1919,,1905 Karl Albert Staaff (King)
SWE,AV / H / HP / M,General Electoral League / The Right / Right Wing Party / Moderate Party,690,1906,2013,,1906 Salomon Arvid Achates Lindman (King)
SWE,S,Social Democrats / Social Democratic Workers' Party of Sweden,487,1921,2020,,1921 Karl Hjalmar Branting (King)
SWE,NP,National Party,4790,1923,1923,,1923 Ernst Trygger (King)
SWE,FP,Free-minded People's Party (Prohibitionist Liberals),8718,1926,1931,,1926 Carl Gustaf Ekman (King)
SWE,LB,Farmer and Bourgeoisie Party,8171,1928,1929,,1928 Salomon Arvid Achates Lindman (King)
SWE,B/C,Farmers' League / Centre Party,199,1976,1981,,1976 Thorbjörn Fälldin (King)
SWE,Fpl / L,Liberal People's Party / The Liberals,1274,1978,1978,,1978 Ola Ullsten (King)
SWZ,INM,Imbokodvo National Movement,5558,1967,1972,,1967 Prince Makhosini Dlamini (King)
SYR,RP,Republican Party,8520,1946,1947,,1946 Jamil Mardam Bey (President)
TCD,URD,Union for the Republic and Democracy,8527,1991,1996,,1991 Jean Bawoyeu Alingué (President)
TCD,ANDR,National Alliance for Democracy and Renewal,8528,1992,1992,,1992 Joseph Yodoyman (President)
TCD,RNDP,National Rally for Development and Progress,8034,1993,2007,,1993 Delwa Kassire Koumakoye (President)
TCD,RNDT,National Rally for Democracy in Chad,7184,2016,2017,,2016 Albert Pahimi Padacké (President)
TGO,CFN,Coordination of New Forces,8529,1991,1993,,1991 Joseph Kokou Koffigoh (President)
TGO,UTD,Togolese Union for Democracy,6613,1994,1995,,"1994 Édouard ""Edem"" Kodjovi Kodjo (President)"
TGO,CPP,Pan-African Patriotic Convergence,8530,2005,2012,,"2005 Édouard ""Edem"" Kodjovi Kodjo (President)"
TGO,CAR,Action Committee for Renewal,4133,2006,2006,,2006 Yawovi Madji Agboyibo (President)
THA,KR,People's Party,5866,1933,1943,,1933 Phya Phaholphonphayuhasena (King)
THA,ST,Free Thai Movement,8513,1945,1945,,1945 Seni Pramoj (King)
THA,CF,Constitutional Front Party,6033,1946,1946,,1946 Thawan Thamrongnawasawat (President of the Council of Regency)
THA,PP,Democrat Party,2327,1947,2010,,1947 Khuang Aphaiwong (President of the Council of Regency)
THA,PSM,Seri Manangkhasila Party,8512,1956,1956,,1956 Plaek Pibulsongkram (King)
THA,UTPP,United Thai People's Party,4304,1968,1970,,1968 Thanom Kittikachorn (King)
THA,PKS,Social Action Party,4115,1975,1975,,1975 Kukrit Pramoj (King)
THA,PCT,Thai Nation Party / Chart Thai Party,2373,1988,1995,,1988 Chatichai Choonhavan (King)
THA,PKM,New Aspiration Party,4289,1996,1996,,1996 Chavalit Yongchaiyudh (King)
THA,TRT,Thai Rak Thai Party / Thais Love Thais,5397,2001,2005,,2001 Thaksin Shinawatra (King)
THA,PTP,Pheu Thai Party,5398,2011,2013,,2011 Yingluck Shinawatra (King)
TJK,PPU,Party of People's Unity,8570,1992,1992,,1992 Abdumalik Abdullayevich Abdullajanov (Chairman of the Supreme Council)
TLS,CNRT,National Congress for Timorese Reconstruction,5624,2007,2014,,2007 Xanana Gusmão (President)
TLS,PLP,People's Liberation Party,7658,2018,2020,,2018 Taur Matan Ruak (President)
TTO,PNM,People’s National Movement,4283,1956,2020,,1956 Eric Eustace Williams (Governor)
TTO,NAR,National Alliance for Reconstruction,4284,1986,1990,,1986 Arthur Napoleon Raymond Robinson (President)
TTO,UNC,United National Congress,4281,1995,2014,,1995 Basdeo Panday (President)
TUN,PD,Constitutional Liberal Party,8447,1954,1955,,1954 Tahar Ben Ammar (Resident-general)
TUN,Nahdah,Ennahdha Party / Renaissance Party,5832,2011,2013,,2011 Hamadi Jebali (President)
TUN,TT,Long Live Tunisia,7920,2019,2019,,2019 Youssef Chahed (President)
TUR,CUP,Committee of Union and Progress,8521,1913,1917,,1913 Said Halim Pasha (Sultan)
TUR,AP,Justice Party,4373,1965,1979,,1965 Süleyman Demirel (President)
TUR,CGP,Trust Party / Republican Reliance Party / National Reliance Party,4371,1972,1972,,1972 Ferit Sadi Melen (President)
TUR,RP,Welfare Party,1067,1996,1996,,1996 Necmettin Erbakan (President)
TUR,DSP,Democratic Left Party,1740,1999,2001,,1999 Mustafa Bülent Ecevit (President)
UGA,DP,Democratic Party,4525,1961,1961,,1961 Benedicto Kagimu Mugumba Kiwanuka (Governor)
UKR,KPU,Communist Party of Ukraine,2220,1994,1994,,1994 Vitaliy Andriyovych Masol (President)
UKR,SDPU(O),Social Democratic Party of Ukraine (United),2210,1995,1995,,1995 Yevhen Kyrylovych Marchuk (President)
UKR,H,Hromada,3554,1996,1996,,1996 Pavlo Ivanovych Lazarenko (President)
UKR,NDPU,People’s Democratic Party of Ukraine,2206,1997,1998,,1997 Valeriy Pavlovych Pustovoytenko (President)
UKR,PPP,Party of Industrialists and Entrepreneurs of Ukraine,8566,2001,2001,,2001 Anatoliy Kyrylovych Kinakh (President)
UKR,PR,Party of Regions,2234,2002,2013,,2002 Viktor Fedorovych Yanukovych (President)
UKR,BYuT,Yulia Tymoshenko Bloc,2228,2007,2009,,2007 Yuliya Volodymyrivna Tymoshenko (President)
UKR,NF,People's Front,4773,2014,2015,,2014 Arseniy Petrovych Yatsenyuk (President)
UZB,BKP,Communist Party of Bukhara,8567,1920,1920,,1920 Fayzulla Khodzhayev (Emir)
UZB,KPU,Communist Party of Uzbekistan,8486,1990,1990,,1990 Shakurulla Rakhmatovich Mirzaidov (President)
VNR,VNQDD,Vietnamese Nationalist Party,6905,1952,1953,,1952 Nguyen Van Tam (Head of State)
VNR,NRM,National Revolutionary Movement,5719,1954,1954,,1954 Ngo Dinh Diem (Head of State)
VNR,DVQDD,Nationalist Party of Greater Vietnam,6057,1969,1974,,1969 Tran Thien Khiem (President)
VNR,FNL,National Liberation Front of South Vietnam,8515,1975,1975,,1975 Nguyen Huu Tho (President)
VUT,NIPDP,Natatok Indigenous People's Democratic Party,8459,1977,1977,,1977 George Kaltoi Kalsakau (British and French Resident Commisioners)
VUT,TU,Tan Union,5887,1978,1978,,1978 Gérard Leymang (British and French Resident Commisioners)
VUT,MPP,Melanesian Progressive Party,5339,1999,2000,,1999 Barak Tame Sopé Mautamata (President)
VUT,PPP,People's Progess Party,5888,2010,2015,,2010 Meltek Sato Kilman Livtunvanu (President)
VUT,CV,Greens Confederation,5543,2013,2013,,2013 Moana Carcasses Kalosil (President)
VUT,RMC,Reunification of Movement for Change,5545,2016,2019,,2016 Charlot Salwai Tabimasmas (President)
XKX,AAK,Alliance for the Future of Kosovo,3243,2004,2019,,2004 Ramush Haradinaj (President)
YEM,YSP,Yemeni Socialist Party,4164,1990,1993,,1990 Haidar Abu Bakr al-Attas (Chairman of the Presidential Council)
ZAF,PP,Progressive Party (Cape Colony),8448,1900,1907,,1900 Sir John Gordon Sprigg (Governor + High Commissioner for South Africa)
ZAF,SAP,South African Party,5251,1908,1923,,1908 John Xavier Merriman (Governor + High Commissioner for South Africa)
ZAF,UP,United Party,5254,1934,1947,,"1934 James Barry Munnik ""J.B.M."" Hertzog (Governor-general)"
ZWE,RGA,Rhodesia Party,7275,1923,1932,,1923 Sir Charles Patrick John Goghlan (Governor)
ZWE,URP,United Party,7283,1933,1956,,1933 Godfrey Martin Huggins (Governor)
ZWE,UFP,United Party,7280,1957,1961,,1957 Reginald Stephen Garfield Todd (Governor)
ZWE,RF/CAZ,Rhodesian Front / Conservative Alliance of Zimbabwe,5345,1962,1978,,1962 Sir Winston Joseph Field (Governor)
ZWE,UANC,United African National Congress,6034,1979,1979,,1979 Abel Tendekayi Muzorewa (Governor)
ZWE,MDC-T,Movement for Democratic Change – Tsvangirai,3559,2009,2012,,2009 Morgan Richard Tsvangirai (President)
