party_id,country,party_name_short,party_name_english,party_name,family,url,first,last,cabinet_n,election_n,share_max_year,share_max,wikipedia
706,SVN,ZL-SD,United List -- Social Democrats,Združena lista – Socialni demokrati,soc,http://www.parlgov.org/explore/svn/party/706/,1990,2019,11,9,2008,30.4,http://en.wikipedia.org/wiki/Social_Democrats_%28Slovenia%29
1619,SVN,ZS,Greens of Slovenia,Zeleni Slovenije,eco,http://www.parlgov.org/explore/svn/party/1619/,1990,2019,2,4,1990,8.8,http://en.wikipedia.org/wiki/Greens_of_Slovenia
2571,SVN,ZEO,League for Citizens' Equality,Zveza za enakopravnost obCanov,soc,http://www.parlgov.org/explore/svn/party/2571/,1990,1990,,1,1990,2.5,""
1461,SWE,C,Centre Party,Centerpartiet,agr,http://www.parlgov.org/explore/swe/party/1461/,1914,2019,14,32,1973,25.1,http://en.wikipedia.org/wiki/Centre_Party_%28Sweden%29
1521,SWE,Fi,Feminist Initiative,Feministiskt initiativ,spec,http://www.parlgov.org/explore/swe/party/1521/,2009,2019,,1,2014,3.1,http://en.wikipedia.org/wiki/Feminist_Initiative_(Sweden)
892,SWE,FP,People's Party,Folkpartiet,lib,http://www.parlgov.org/explore/swe/party/892/,1911,2019,14,34,1911,40.2,https://en.wikipedia.org/wiki/Liberals_(Sweden)
2556,SWE,JR,National Farmers' Union,Jordbrukarnas Riksförbund,agr,http://www.parlgov.org/explore/swe/party/2556/,1917,1920,,2,1920,6.2,https://sv.wikipedia.org/wiki/Jordbrukarnas_Riksf%C3%B6rbund
404,SWE,Jl,June List,Junilistan,spec,http://www.parlgov.org/explore/swe/party/404/,2004,2009,,2,2004,14.5,http://en.wikipedia.org/wiki/Junilistan
282,SWE,KD,Christian Democrats,Kristdemokraterna,chr,http://www.parlgov.org/explore/swe/party/282/,1964,2019,3,17,1998,11.8,http://en.wikipedia.org/wiki/Christian_Democrats_%28Sweden%29
802,SWE,MbS,Citizens Coalition,Medborgerlig samling,con,http://www.parlgov.org/explore/swe/party/802/,1964,1968,,2,1968,1.7,https://sv.wikipedia.org/wiki/Medborgerlig_samling_(1964–1968)
1154,SWE,MP,Greens,Miljöpartiet de Gröna,eco,http://www.parlgov.org/explore/swe/party/1154/,1982,2019,4,11,2010,7.3,http://en.wikipedia.org/wiki/Milj%C3%B6partiet_de_Gr%C3%B6na
657,SWE,M,Moderate Party,Moderaterna,con,http://www.parlgov.org/explore/swe/party/657/,1911,2019,11,34,1914,37.7,http://en.wikipedia.org/wiki/Moderate_Party
2608,SWE,NP-AV,National Party [General Electoral League],Nationella partiet [Allmänna Valmansförbundet],con,http://www.parlgov.org/explore/swe/party/2608/,,,3,,,,https://en.wikipedia.org/wiki/National_Party_%28Sweden%29
951,SWE,NyD,New Democracy,Ny Demokrati,right,http://www.parlgov.org/explore/swe/party/951/,1991,1994,,2,1991,6.7,http://en.wikipedia.org/wiki/Ny_Demokrati
1806,SWE,SJ,Sarajevo List,Sarajevolistan,spec,http://www.parlgov.org/explore/swe/party/1806/,1995,1995,,1,1995,1,http://en.wikipedia.org/wiki/Sarajevo_List
904,SWE,SAP,Social Democrats,Socialdemokraterna,soc,http://www.parlgov.org/explore/swe/party/904/,1911,2019,38,34,1940,53.8,http://en.wikipedia.org/wiki/Socialdemokratiska_arbetarepartiet
2478,SWE,SP,Socialist Party ,Socialistiska partiet,com,http://www.parlgov.org/explore/swe/party/2478/,1932,1944,,4,1932,5.3,"http://en.wikipedia.org/wiki/Socialist_Party_%28Sweden,_1929%29"
2557,SWE,SSV-21,Social Democratic Left Party of Sweden -- 1921,Sverges Socialdemokratiska Vänsterparti – 1921,com,http://www.parlgov.org/explore/swe/party/2557/,1921,1921,,1,1921,3.2,https://en.wikipedia.org/wiki/Social_Democratic_Left_Party_of_Sweden_%281921%29
1546,SWE,SD,Sweden Democrats,Sverigedemokraterna,right,http://www.parlgov.org/explore/swe/party/1546/,1999,2019,,5,2018,17.5,http://en.wikipedia.org/wiki/Sweden_Democrats
2475,SWE,SKP-H,Communist Party of Sweden [Hoglund],Sveriges Kommunistiska Parti [Höglund],com,http://www.parlgov.org/explore/swe/party/2475/,1924,1924,,1,1924,1.5,http://en.wikipedia.org/wiki/Communist_Party_of_Sweden_%281924%29
2477,SWE,SLP,Liberal Party of Sweden,Sveriges Liberala Parti,lib,http://www.parlgov.org/explore/swe/party/2477/,1924,1932,1,3,1924,3.9,http://en.wikipedia.org/wiki/Liberal_Party_of_Sweden
407,SWE,SPI,Swedish Senior Citizen Interest Party,Sveriges pensionärers intresseparti,spec,http://www.parlgov.org/explore/swe/party/407/,1998,1998,,1,1998,1,http://en.wikipedia.org/wiki/Swedish_Senior_Citizen_Interest_Party
882,SWE,V,Left Party (Communists),Vänsterpartiet (kommunisterna),com,http://www.parlgov.org/explore/swe/party/882/,1920,2019,,30,1998,12,http://en.wikipedia.org/wiki/V%C3%A4nsterpartiet_Kommunisterna
2406,SWE,VSP,Left Socialist Party,Vänstersocialistiska Partiet,soc,http://www.parlgov.org/explore/swe/party/2406/,1948,1958,,4,1948,0.1,http://en.wikipedia.org/wiki/Left_Socialist_Party_%28Sweden%29
901,TUR,AKP,Justice and Development Party,Adalet ve Kalkınma Partisi,con,http://www.parlgov.org/explore/tur/party/901/,2002,2018,9,6,2011,49.8,http://en.wikipedia.org/wiki/Justice_and_Development_Party_%28Turkey%29
1334,TUR,ANAP,Motherland Party,Anavatan Partisi,con,http://www.parlgov.org/explore/tur/party/1334/,1983,2002,7,6,1983,45.1,http://en.wikipedia.org/wiki/Motherland_Party_%28Turkey%29
240,TUR,BBP,Great Union Party,Büyük Birlik Partisi,right,http://www.parlgov.org/explore/tur/party/240/,1999,2007,,3,1999,1.5,http://en.wikipedia.org/wiki/Great_Union_Party
2315,TUR,DTuP,Democratic Turkey Party,Democrat Türkiye Partisi,con,http://www.parlgov.org/explore/tur/party/2315/,,,1,,,,http://en.wikipedia.org/wiki/Democrat_Turkey_Party
329,TUR,DSP,Democratic Left Party,Demokratik Sol Parti,soc,http://www.parlgov.org/explore/tur/party/329/,1987,2007,3,6,1999,22.2,http://en.wikipedia.org/wiki/Democratic_Left_Party_(Turkey)
1141,TUR,DYP,Right Path Party,Doğru Yol Partisi,con,http://www.parlgov.org/explore/tur/party/1141/,1987,2007,6,6,1991,27,"http://en.wikipedia.org/wiki/Democratic_Party_%28Turkey,_current%29"
1647,TUR,GP,Young Party,Genç Parti,right,http://www.parlgov.org/explore/tur/party/1647/,2002,2007,,2,2002,7.2,http://en.wikipedia.org/wiki/Gen%C3%A7_Parti
2305,TUR,HADEP,People's Democracy Party,Halkın Demokrasi Partisi,com,http://www.parlgov.org/explore/tur/party/2305/,1995,2011,,5,2002,6.2,http://en.wikipedia.org/wiki/Democratic_Society_Party
2572,TUR,HDP,Peoples' Democratic Party,Halkların Demokratik Partisi,com,http://www.parlgov.org/explore/tur/party/2572/,2015,2018,1,3,2015,13.1,https://en.wikipedia.org/wiki/Peoples'_Democratic_Party_%28Turkey%29
2702,TUR,IYI,Iyi Party,İyi Parti,right,http://www.parlgov.org/explore/tur/party/2702/,2018,2018,,1,2018,10,https://en.wikipedia.org/wiki/%C4%B0yi_Party
110,TUR,MDP,Nationalist Democratic Party,Milliyetçi Demokrasi Partisi,right,http://www.parlgov.org/explore/tur/party/110/,1983,1983,,1,1983,23.3,http://en.wikipedia.org/wiki/Nationalist_Democracy_Party
408,TUR,MHP,National Action Party,Milliyetçi Hareket Partisi,right,http://www.parlgov.org/explore/tur/party/408/,1987,2018,2,9,1999,18,http://en.wikipedia.org/wiki/Nationalist_Movement_Party
