wave,year,country,party,n,share
6,2014,356,356095,10,0.2
6,2014,356,356096,105,2.2
6,2014,356,356097,1,0
6,2014,356,356098,5,0.1
6,2014,356,356099,6,0.1
6,2014,356,356101,67,1.4
6,2014,356,356103,3,0.1
6,2014,356,356104,34,0.7
6,2014,356,356105,29,0.6
6,2014,356,356106,11,0.2
6,2014,356,356107,3,0.1
6,2014,356,356108,5,0.1
6,2014,356,356109,22,0.5
6,2014,356,356110,12,0.3
6,2014,356,356111,3,0.1
6,2014,356,356112,1,0
6,2014,356,356113,5,0.1
6,2014,356,356114,4,0.1
6,2014,356,356115,18,0.4
6,2014,356,356116,20,0.4
6,2014,368,368003,61,10
6,2014,368,368004,15,2.5
6,2014,368,368005,19,3.1
6,2014,368,368006,7,1.2
6,2014,368,368014,31,5.1
6,2014,368,368015,51,8.4
6,2014,368,368016,192,31.6
6,2014,368,368017,82,13.5
6,2014,368,368018,85,14
6,2014,368,368019,43,7.1
6,2014,368,368020,3,0.5
6,2014,368,368021,18,3
6,2014,392,392001,530,44.3
6,2014,392,392002,313,26.1
6,2014,392,392003,54,4.5
6,2014,392,392004,48,4
6,2014,392,392011,21,1.8
6,2014,392,392016,3,0.3
6,2014,392,392017,205,17.1
6,2014,392,392018,4,0.3
6,2014,392,392019,19,1.6
6,2014,398,398001,26,2
6,2014,398,398002,23,1.7
6,2014,398,398003,60,4.6
6,2014,398,398004,12,0.9
6,2014,398,398005,30,2.3
6,2014,398,398006,9,0.7
6,2014,398,398007,11,0.8
6,2014,398,398008,1130,85.7
6,2014,398,398009,7,0.5
6,2014,398,398010,10,0.8
6,2014,400,400002,33,41.8
6,2014,400,400003,2,2.5
6,2014,400,400005,1,1.3
6,2014,400,400006,1,1.3
6,2014,400,400014,3,3.8
6,2014,400,400020,6,7.6
6,2014,400,400030,2,2.5
6,2014,400,400031,2,2.5
6,2014,400,400032,11,13.9
6,2014,400,400033,1,1.3
6,2014,400,400034,3,3.8
6,2014,400,400035,1,1.3
6,2014,400,400036,2,2.5
6,2014,400,400037,3,3.8
6,2014,400,400038,5,6.3
6,2014,400,400039,3,3.8
6,2014,410,410001,408,48.9
6,2014,410,410002,304,36.4
6,2014,410,410003,37,4.4
6,2014,410,410004,62,7.4
6,2014,410,410005,24,2.9
6,2014,417,417001,659,45.4
6,2014,417,417002,494,34
6,2014,417,417003,97,6.7
6,2014,417,417004,119,8.2
6,2014,417,417006,24,1.7
6,2014,417,417007,15,1
6,2014,417,417008,4,0.3
6,2014,417,417009,12,0.8
6,2014,417,417010,3,0.2
6,2014,417,417011,2,0.1
6,2014,417,417012,4,0.3
6,2014,417,417013,16,1.1
6,2014,417,417014,2,0.1
6,2014,417,417015,1,0.1
6,2014,434,434001,263,43.8
6,2014,434,434002,337,56.2
6,2014,458,458001,835,74.3
6,2014,458,458002,102,9.1
6,2014,458,458003,93,8.3
6,2014,458,458004,94,8.4
6,2014,484,484001,462,32.8
6,2014,484,484002,556,39.5
6,2014,484,484003,239,17
6,2014,484,484004,71,5
6,2014,484,484005,33,2.3
6,2014,484,484006,23,1.6
6,2014,484,484007,24,1.7
6,2014,504,504001,19,10.3
6,2014,504,504002,43,23.2
6,2014,504,504004,8,4.3
6,2014,504,504005,19,10.3
6,2014,504,504006,10,5.4
6,2014,504,504007,9,4.9
6,2014,504,504009,53,28.6
6,2014,504,504011,24,13
6,2014,528,528001,297,21.1
6,2014,528,528002,152,10.8
6,2014,528,528003,198,14.1
6,2014,528,528004,181,12.9
6,2014,528,528005,33,2.3
6,2014,528,528006,29,2.1
6,2014,528,528009,181,12.9
6,2014,528,528013,155,11
6,2014,528,528014,43,3.1
6,2014,528,528015,29,2.1
6,2014,528,528018,107,7.6
6,2014,554,554001,11,1.5
6,2014,554,554003,5,0.7
6,2014,554,554004,67,9.3
6,2014,554,554005,210,29.2
6,2014,554,554006,368,51.3
6,2014,554,554007,31,4.3
6,2014,554,554008,1,0.1
6,2014,554,554009,14,1.9
6,2014,554,554011,1,0.1
6,2014,554,554012,10,1.4
6,2014,566,566001,8,0.5
6,2014,566,566002,442,25.1
6,2014,566,566003,1,0.1
6,2014,566,566004,80,4.5
6,2014,566,566005,51,2.9
6,2014,566,566006,167,9.5
6,2014,566,566007,4,0.2
6,2014,566,566008,49,2.8
6,2014,566,566009,1,0.1
6,2014,566,566010,2,0.1
6,2014,566,566011,6,0.3
6,2014,566,566012,613,34.8
6,2014,566,566013,7,0.4
6,2014,566,566014,16,0.9
6,2014,566,566015,307,17.5
6,2014,566,566016,5,0.3
6,2014,586,586001,264,22.6
6,2014,586,586002,352,30.1
6,2014,586,586003,35,3
6,2014,586,586004,52,4.5
6,2014,586,586005,25,2.1
6,2014,586,586006,7,0.6
6,2014,586,586007,220,18.8
6,2014,586,586008,35,3
6,2014,586,586009,126,10.8
6,2014,586,586010,2,0.2
6,2014,586,586012,9,0.8
6,2014,586,586013,2,0.2
6,2014,586,586014,1,0.1
6,2014,586,586015,1,0.1
6,2014,586,586016,2,0.2
6,2014,586,586017,26,2.2
6,2014,586,586018,6,0.5
6,2014,586,586019,3,0.3
6,2014,604,604001,86,12
6,2014,604,604002,61,8.5
6,2014,604,604005,1,0.1
6,2014,604,604006,21,2.9
6,2014,604,604007,7,1
6,2014,604,604008,8,1.1
6,2014,604,604021,2,0.3
6,2014,604,604024,220,30.7
6,2014,604,604025,63,8.8
6,2014,604,604026,163,22.8
6,2014,604,604027,43,6
6,2014,604,604028,2,0.3
6,2014,604,604029,5,0.7
6,2014,604,604030,2,0.3
6,2014,604,604031,8,1.1
6,2014,604,604034,1,0.1
6,2014,604,604035,1,0.1
6,2014,604,604036,2,0.3
6,2014,604,604037,3,0.4
6,2014,604,604038,17,2.4
6,2014,608,608001,221,24.9
6,2014,608,608002,397,44.7
6,2014,608,608003,129,14.5
6,2014,608,608004,63,7.1
6,2014,608,608005,75,8.4
6,2014,608,608010,2,0.2
6,2014,608,608011,1,0.1
6,2014,608,608012,1,0.1
6,2014,616,616002,53,9
6,2014,616,616004,74,12.6
6,2014,616,616031,137,23.3
6,2014,616,616032,233,39.6
6,2014,616,616033,1,0.2
6,2014,616,616035,1,0.2
6,2014,616,616037,2,0.3
6,2014,616,616040,17,2.9
6,2014,616,616042,1,0.2
6,2014,616,616043,2,0.3
6,2014,616,616046,68,11.5
6,2014,642,642004,3,0.3
6,2014,642,642006,75,8.1
6,2014,642,642007,25,2.7
6,2014,642,642034,4,0.4
6,2014,642,642035,176,18.9
6,2014,642,642036,71,7.6
6,2014,642,642039,3,0.3
6,2014,642,642052,410,44.1
6,2014,642,642055,78,8.4
6,2014,642,642056,4,0.4
6,2014,642,642060,56,6
6,2014,642,642062,14,1.5
6,2014,642,642063,11,1.2
6,2014,643,643002,324,19.3
6,2014,643,643003,215,12.8
6,2014,643,643032,951,56.8
6,2014,643,643033,18,1.1
6,2014,643,643034,123,7.3
6,2014,643,643037,21,1.3
6,2014,643,643039,23,1.4
6,2014,646,646104,1034,80
6,2014,646,646105,32,2.5
6,2014,646,646106,35,2.7
6,2014,646,646107,18,1.4
6,2014,646,646108,22,1.7
6,2014,646,646109,65,5
6,2014,646,646110,9,0.7
6,2014,646,646111,11,0.9
6,2014,646,646112,13,1
6,2014,646,646113,53,4.1
6,2014,702,702001,1297,75.1
6,2014,702,702002,366,21.2
6,2014,702,702003,63,3.7
6,2014,705,705002,76,16.6
6,2014,705,705003,33,7.2
6,2014,705,705004,42,9.2
6,2014,705,705005,32,7
6,2014,705,705006,161,35.1
6,2014,705,705020,15,3.3
6,2014,705,705021,83,18.1
6,2014,705,705025,17,3.7
6,2014,710,710001,6,0.2
6,2014,710,710002,26,0.9
6,2014,710,710003,2097,73.9
6,2014,710,710005,5,0.2
6,2014,710,710006,525,18.5
6,2014,710,710007,3,0.1
6,2014,710,710008,23,0.8
6,2014,710,710009,17,0.6
6,2014,710,710010,2,0.1
6,2014,710,710012,5,0.2
6,2014,710,710027,3,0.1
6,2014,710,710028,28,1
6,2014,710,710029,66,2.3
6,2014,710,710030,28,1
6,2014,710,710031,5,0.2
6,2014,716,716001,560,47.8
6,2014,716,716002,561,47.9
6,2014,716,716003,23,2
6,2014,716,716004,4,0.3
6,2014,716,716005,1,0.1
6,2014,716,716006,17,1.5
6,2014,716,716007,2,0.2
6,2014,716,716008,3,0.3
6,2014,724,724001,203,32.1
6,2014,724,724002,304,48.1
6,2014,724,724003,54,8.5
6,2014,724,724011,2,0.3
6,2014,724,724021,2,0.3
6,2014,724,724042,15,2.4
6,2014,724,724062,21,3.3
6,2014,724,724063,12,1.9
6,2014,724,724103,5,0.8
6,2014,724,724104,14,2.2
6,2014,752,752001,32,3.4
6,2014,752,752002,80,8.6
6,2014,752,752003,25,2.7
6,2014,752,752004,126,13.6
6,2014,752,752005,305,32.8
6,2014,752,752006,244,26.3
6,2014,752,752007,63,6.8
6,2014,752,752009,39,4.2
6,2014,752,752010,7,0.8
6,2014,752,752011,8,0.9
6,2014,764,764001,276,40.2
6,2014,764,764005,359,52.3
6,2014,764,764006,2,0.3
6,2014,764,764007,6,0.9
6,2014,764,764008,15,2.2
6,2014,764,764009,1,0.1
6,2014,764,764010,17,2.5
6,2014,764,764011,3,0.4
6,2014,764,764012,1,0.1
6,2014,764,764099,6,0.9
6,2014,788,788001,204,43.5
6,2014,788,788002,175,37.3
6,2014,788,788003,56,11.9
6,2014,788,788004,9,1.9
6,2014,788,788005,7,1.5
6,2014,788,788006,4,0.9
6,2014,788,788007,9,1.9
6,2014,788,788008,5,1.1
6,2014,792,792002,395,32.1
6,2014,792,792006,123,10
6,2014,792,792008,649,52.7
6,2014,792,792054,64,5.2
6,2014,804,804101,175,22.8
6,2014,804,804102,53,6.9
6,2014,804,804103,81,10.6
6,2014,804,804104,205,26.7
6,2014,804,804105,41,5.3
6,2014,804,804106,44,5.7
6,2014,804,804107,138,18
6,2014,804,804108,12,1.6
6,2014,804,804109,6,0.8
6,2014,804,804110,6,0.8
6,2014,804,804111,2,0.3
6,2014,804,804112,1,0.1
6,2014,804,804113,2,0.3
6,2014,804,804114,1,0.1
6,2014,818,818101,62,15.3
6,2014,818,818102,1,0.2
6,2014,818,818103,5,1.2
6,2014,818,818104,9,2.2
6,2014,818,818105,4,1
6,2014,818,818106,13,3.2
6,2014,818,818107,12,3
6,2014,818,818108,1,0.2
6,2014,818,818109,3,0.7
6,2014,818,818110,1,0.2
6,2014,818,818111,2,0.5
6,2014,818,818112,2,0.5
6,2014,818,818114,1,0.2
6,2014,818,818116,1,0.2
6,2014,818,818122,1,0.2
6,2014,818,818123,4,1
6,2014,818,818124,3,0.7
6,2014,818,818125,10,2.5
6,2014,818,818126,7,1.7
6,2014,818,818127,3,0.7
6,2014,818,818128,9,2.2
6,2014,818,818129,1,0.2
6,2014,818,818130,1,0.2
6,2014,818,818131,145,35.8
6,2014,818,818132,17,4.2
6,2014,818,818133,5,1.2
6,2014,818,818140,13,3.2
6,2014,818,818141,1,0.2
6,2014,818,818142,4,1
6,2014,818,818143,2,0.5
6,2014,818,818144,44,10.9
6,2014,818,818145,1,0.2
6,2014,818,818146,1,0.2
6,2014,818,818147,1,0.2
6,2014,818,818149,1,0.2
6,2014,818,818150,2,0.5
6,2014,818,818151,4,1
6,2014,818,818152,1,0.2
6,2014,818,818153,2,0.5
6,2014,818,818154,1,0.2
6,2014,818,818155,1,0.2
6,2014,818,818156,1,0.2
6,2014,818,818158,1,0.2
6,2014,818,818159,1,0.2
6,2014,840,840001,597,45.8
6,2014,840,840002,707,54.2
6,2014,858,858001,67,10.8
6,2014,858,858002,134,21.5
6,2014,858,858003,415,66.7
6,2014,858,858004,6,1
6,2014,887,887001,93,18.9
6,2014,887,887002,336,68.2
6,2014,887,887003,34,6.9
6,2014,887,887004,7,1.4
6,2014,887,887005,4,0.8
6,2014,887,887006,3,0.6
6,2014,887,887007,5,1
6,2014,887,887008,2,0.4
6,2014,887,887009,9,1.8
