wave,year,country,party,n,share
4,2004,376,376001,381,41.3
4,2004,376,376002,209,22.7
4,2004,376,376003,33,3.6
4,2004,376,376004,77,8.4
4,2004,376,376005,30,3.3
4,2004,376,376006,29,3.1
4,2004,376,376007,21,2.3
4,2004,376,376008,34,3.7
4,2004,376,376009,12,1.3
4,2004,376,376010,3,0.3
4,2004,376,376011,5,0.5
4,2004,376,376012,7,0.8
4,2004,376,376013,56,6.1
4,2004,376,376014,2,0.2
4,2004,376,376015,19,2.1
4,2004,376,376016,4,0.4
4,2004,392,392001,316,38.3
4,2004,392,392002,312,37.8
4,2004,392,392004,74,9
4,2004,392,392005,4,0.5
4,2004,392,392006,63,7.6
4,2004,392,392008,9,1.1
4,2004,392,392009,1,0.1
4,2004,392,392020,46,5.6
4,2004,400,400001,5,3.6
4,2004,400,400002,86,61.9
4,2004,400,400003,10,7.2
4,2004,400,400004,1,0.7
4,2004,400,400005,3,2.2
4,2004,400,400006,1,0.7
4,2004,400,400009,2,1.4
4,2004,400,400011,2,1.4
4,2004,400,400012,11,7.9
4,2004,400,400013,1,0.7
4,2004,400,400014,3,2.2
4,2004,400,400017,1,0.7
4,2004,400,400018,1,0.7
4,2004,400,400019,1,0.7
4,2004,400,400020,6,4.3
4,2004,400,400021,1,0.7
4,2004,400,400024,1,0.7
4,2004,400,400025,1,0.7
4,2004,400,400029,2,1.4
4,2004,417,417016,25,2.5
4,2004,417,417017,19,1.9
4,2004,417,417018,84,8.3
4,2004,417,417019,12,1.2
4,2004,417,417020,61,6
4,2004,417,417021,127,12.5
4,2004,417,417022,48,4.7
4,2004,417,417023,13,1.3
4,2004,417,417024,34,3.3
4,2004,417,417025,48,4.7
4,2004,417,417026,18,1.8
4,2004,417,417027,44,4.3
4,2004,417,417028,174,17.1
4,2004,417,417029,1,0.1
4,2004,417,417030,30,3
4,2004,417,417031,12,1.2
4,2004,417,417032,5,0.5
4,2004,417,417033,26,2.6
4,2004,417,417034,20,2
4,2004,417,417035,5,0.5
4,2004,417,417036,23,2.3
4,2004,417,417037,11,1.1
4,2004,417,417038,10,1
4,2004,417,417039,46,4.5
4,2004,417,417040,26,2.6
4,2004,417,417041,45,4.4
4,2004,417,417042,48,4.7
4,2004,484,484001,574,50.2
4,2004,484,484002,392,34.3
4,2004,484,484003,124,10.8
4,2004,484,484004,6,0.5
4,2004,484,484005,42,3.7
4,2004,484,484006,1,0.1
4,2004,484,484009,2,0.2
4,2004,484,484010,1,0.1
4,2004,484,484011,2,0.2
4,2004,498,498001,102,16.1
4,2004,498,498002,29,4.6
4,2004,498,498003,318,50.2
4,2004,498,498004,11,1.7
4,2004,498,498005,16,2.5
4,2004,498,498006,37,5.8
4,2004,498,498007,8,1.3
4,2004,498,498008,25,3.9
4,2004,498,498009,12,1.9
4,2004,498,498010,17,2.7
4,2004,498,498011,9,1.4
4,2004,498,498012,6,0.9
4,2004,498,498013,1,0.2
4,2004,498,498014,17,2.7
4,2004,498,498051,25,3.9
4,2004,504,504001,129,46.7
4,2004,504,504002,71,25.7
4,2004,504,504003,7,2.5
4,2004,504,504004,20,7.2
4,2004,504,504005,5,1.8
4,2004,504,504006,7,2.5
4,2004,504,504007,9,3.3
4,2004,504,504008,5,1.8
4,2004,504,504009,19,6.9
4,2004,504,504010,4,1.4
4,2004,566,566012,1077,62.8
4,2004,566,566017,329,19.2
4,2004,566,566018,310,18.1
4,2004,586,586001,592,39.9
4,2004,586,586002,683,46.1
4,2004,586,586004,34,2.3
4,2004,586,586006,9,0.6
4,2004,586,586008,8,0.5
4,2004,586,586016,86,5.8
4,2004,586,586018,18,1.2
4,2004,586,586020,17,1.1
4,2004,586,586021,2,0.1
4,2004,586,586022,7,0.5
4,2004,586,586023,26,1.8
4,2004,604,604001,678,54.8
4,2004,604,604002,251,20.3
4,2004,604,604003,65,5.3
4,2004,604,604004,137,11.1
4,2004,604,604005,12,1
4,2004,604,604006,27,2.2
4,2004,604,604007,22,1.8
4,2004,604,604008,13,1.1
4,2004,604,604009,1,0.1
4,2004,604,604010,5,0.4
4,2004,604,604011,6,0.5
4,2004,604,604012,3,0.2
4,2004,604,604013,2,0.2
4,2004,604,604014,16,1.3
4,2004,608,608002,53,5.7
4,2004,608,608003,16,1.7
4,2004,608,608004,51,5.5
4,2004,608,608013,74,7.9
4,2004,608,608014,63,6.8
4,2004,608,608015,142,15.2
4,2004,608,608016,182,19.5
4,2004,608,608017,143,15.3
4,2004,608,608018,6,0.6
4,2004,608,608019,46,4.9
4,2004,608,608020,77,8.3
4,2004,608,608021,2,0.2
4,2004,608,608022,1,0.1
4,2004,608,608023,4,0.4
4,2004,608,608024,1,0.1
4,2004,608,608025,71,7.6
4,2004,710,710001,48,1.9
4,2004,710,710002,94,3.7
4,2004,710,710003,1244,49.1
4,2004,710,710004,19,0.7
4,2004,710,710005,6,0.2
4,2004,710,710006,893,35.2
4,2004,710,710007,42,1.7
4,2004,710,710008,55,2.2
4,2004,710,710009,34,1.3
4,2004,710,710010,25,1
4,2004,710,710011,32,1.3
4,2004,710,710012,43,1.7
4,2004,716,716001,245,52.9
4,2004,716,716004,4,0.9
4,2004,716,716007,5,1.1
4,2004,716,716009,5,1.1
4,2004,716,716010,189,40.8
4,2004,716,716011,7,1.5
4,2004,716,716012,4,0.9
4,2004,716,716013,2,0.4
4,2004,716,716014,2,0.4
4,2004,724,724001,292,38.1
4,2004,724,724002,305,39.8
4,2004,724,724003,72,9.4
4,2004,724,724005,21,2.7
4,2004,724,724011,7,0.9
4,2004,724,724042,16,2.1
4,2004,724,724043,1,0.1
4,2004,724,724047,8,1
4,2004,724,724048,1,0.1
4,2004,724,724051,1,0.1
4,2004,724,724061,2,0.3
4,2004,724,724062,26,3.4
4,2004,724,724063,8,1
4,2004,724,724071,5,0.7
4,2004,724,724081,2,0.3
4,2004,752,752001,28,3.8
4,2004,752,752002,75,10.1
4,2004,752,752003,67,9.1
4,2004,752,752004,69,9.3
4,2004,752,752005,192,26
4,2004,752,752006,199,26.9
4,2004,752,752007,109,14.7
4,2004,792,792001,333,17.5
4,2004,792,792002,262,13.8
4,2004,792,792003,299,15.7
4,2004,792,792004,232,12.2
4,2004,792,792005,109,5.7
4,2004,792,792006,378,19.9
4,2004,792,792025,286,15.1
4,2004,800,800001,5,0.8
4,2004,800,800002,129,19.5
4,2004,800,800003,5,0.8
4,2004,800,800004,485,73.5
4,2004,800,800005,36,5.5
4,2004,807,807001,13,2.3
4,2004,807,807002,67,11.9
4,2004,807,807003,28,5
4,2004,807,807004,16,2.8
4,2004,807,807005,9,1.6
4,2004,807,807006,35,6.2
4,2004,807,807007,67,11.9
4,2004,807,807008,216,38.4
4,2004,807,807009,17,3
4,2004,807,807010,84,14.9
4,2004,807,807011,10,1.8
4,2004,818,818001,1128,72.6
4,2004,818,818002,58,3.7
4,2004,818,818003,9,0.6
4,2004,818,818004,22,1.4
4,2004,818,818005,9,0.6
4,2004,818,818006,10,0.6
4,2004,818,818007,318,20.5
4,2004,834,834001,19,1.6
4,2004,834,834002,21,1.8
4,2004,834,834003,78,6.7
4,2004,834,834004,797,68.8
4,2004,834,834005,18,1.6
4,2004,834,834006,100,8.6
4,2004,834,834007,125,10.8
4,2004,840,840001,359,36
4,2004,840,840002,588,59
4,2004,840,840005,50,5
4,2004,862,862001,452,64
4,2004,862,862002,78,11
4,2004,862,862003,20,2.8
4,2004,862,862004,18,2.5
4,2004,862,862005,45,6.4
4,2004,862,862006,53,7.5
4,2004,862,862007,8,1.1
4,2004,862,862008,8,1.1
4,2004,862,862009,2,0.3
4,2004,862,862010,15,2.1
4,2004,862,862012,1,0.1
4,2004,862,862015,1,0.1
4,2004,862,862018,1,0.1
4,2004,862,862024,1,0.1
4,2004,862,862025,1,0.1
4,2004,862,862029,2,0.3
4,2004,911,911001,138,17
4,2004,911,911002,344,42.3
4,2004,911,911003,54,6.6
4,2004,911,911006,31,3.8
4,2004,911,911008,16,2
4,2004,911,911009,26,3.2
4,2004,911,911012,11,1.4
4,2004,911,911015,83,10.2
4,2004,911,911020,6,0.7
4,2004,911,911025,23,2.8
4,2004,911,911026,35,4.3
4,2004,911,911027,23,2.8
4,2004,911,911028,2,0.2
4,2004,911,911029,7,0.9
4,2004,911,911030,1,0.1
4,2004,911,911031,4,0.5
4,2004,911,911032,1,0.1
4,2004,911,911033,5,0.6
4,2004,911,911034,2,0.2
4,2004,911,911035,2,0.2
4,2004,912,912001,341,39.1
4,2004,912,912002,43,4.9
4,2004,912,912004,54,6.2
4,2004,912,912005,243,27.9
4,2004,912,912006,52,6
4,2004,912,912012,24,2.8
4,2004,912,912017,39,4.5
4,2004,912,912018,11,1.3
4,2004,912,912019,65,7.5
5,2009,20,20001,122,23.1
5,2009,20,20002,25,4.7
5,2009,20,20003,13,2.5
5,2009,20,20004,17,3.2
5,2009,20,20005,243,46.1
5,2009,20,20006,107,20.3
5,2009,32,32001,328,62.8
5,2009,32,32005,59,11.3
5,2009,32,32008,17,3.3
5,2009,32,32009,52,10
5,2009,32,32010,49,9.4
5,2009,32,32011,17,3.3
5,2009,36,36001,420,31.3
5,2009,36,36002,637,47.5
5,2009,36,36003,42,3.1
5,2009,36,36004,112,8.4
5,2009,36,36005,46,3.4
5,2009,36,36007,10,0.7
5,2009,36,36008,26,1.9
5,2009,36,36009,48,3.6
5,2009,76,76001,37,3.4
5,2009,76,76002,59,5.3
5,2009,76,76003,179,16.2
5,2009,76,76004,9,0.8
5,2009,76,76005,158,14.3
5,2009,76,76006,43,3.9
5,2009,76,76007,20,1.8
5,2009,76,76010,22,2
5,2009,76,76022,576,52.2
5,2009,100,100001,42,6.8
5,2009,100,100003,295,47.7
5,2009,100,100006,56,9
5,2009,100,100010,18,2.9
5,2009,100,100013,6,1
5,2009,100,100016,5,0.8
5,2009,100,100017,14,2.3
5,2009,100,100018,48,7.8
5,2009,100,100019,123,19.9
5,2009,100,100020,2,0.3
5,2009,100,100021,3,0.5
5,2009,100,100022,1,0.2
5,2009,100,100023,2,0.3
5,2009,100,100024,3,0.5
5,2009,100,100025,1,0.2
5,2009,124,124001,551,32.3
5,2009,124,124002,626,36.7
5,2009,124,124003,337,19.8
5,2009,124,124006,190,11.2
5,2009,152,152001,76,12.9
5,2009,152,152002,87,14.8
5,2009,152,152005,8,1.4
5,2009,152,152006,82,13.9
5,2009,152,152007,145,24.6
5,2009,152,152008,21,3.6
5,2009,152,152009,19,3.2
5,2009,152,152010,117,19.9
5,2009,152,152012,3,0.5
5,2009,152,152018,9,1.5
5,2009,152,152019,4,0.7
5,2009,152,152020,1,0.2
5,2009,152,152021,2,0.3
5,2009,152,152022,15,2.5
5,2009,158,158011,432,63.5
5,2009,158,158012,225,33.1
5,2009,158,158013,2,0.3
5,2009,158,158014,14,2.1
5,2009,158,158015,7,1
5,2009,170,170002,272,13
5,2009,170,170003,801,38.3
5,2009,170,170004,153,7.3
5,2009,170,170005,182,8.7
5,2009,170,170007,115,5.5
5,2009,170,170008,93,4.4
5,2009,170,170009,476,22.8
5,2009,196,196001,129,17
5,2009,196,196002,152,20
5,2009,196,196003,96,12.6
5,2009,196,196004,28,3.7
5,2009,196,196005,1,0.1
5,2009,196,196006,27,3.6
5,2009,196,196008,1,0.1
5,2009,196,196009,108,14.2
5,2009,196,196010,49,6.4
5,2009,196,196011,146,19.2
5,2009,196,196012,16,2.1
5,2009,196,196013,2,0.3
5,2009,196,196014,3,0.4
5,2009,196,196015,2,0.3
5,2009,231,231001,1,0.1
5,2009,231,231003,10,0.8
5,2009,231,231004,66,5.2
5,2009,231,231005,7,0.6
5,2009,231,231007,4,0.3
5,2009,231,231008,622,49.2
5,2009,231,231009,2,0.2
5,2009,231,231010,75,5.9
5,2009,231,231011,159,12.6
5,2009,231,231012,2,0.2
5,2009,231,231015,72,5.7
5,2009,231,231016,68,5.4
5,2009,231,231017,25,2
5,2009,231,231018,8,0.6
5,2009,231,231020,1,0.1
5,2009,231,231021,61,4.8
5,2009,231,231022,10,0.8
5,2009,231,231023,35,2.8
5,2009,231,231024,27,2.1
5,2009,231,231025,2,0.2
5,2009,231,231027,7,0.6
5,2009,246,246001,227,29.2
5,2009,246,246002,199,25.6
5,2009,246,246003,142,18.3
5,2009,246,246004,56,7.2
5,2009,246,246005,10,1.3
5,2009,246,246006,89,11.4
5,2009,246,246008,22,2.8
5,2009,246,246014,33,4.2
5,2009,268,268004,32,5
5,2009,268,268101,388,60.4
5,2009,268,268102,35,5.5
5,2009,268,268103,8,1.2
5,2009,268,268104,7,1.1
5,2009,268,268105,2,0.3
5,2009,268,268107,12,1.9
5,2009,268,268108,77,12
5,2009,268,268109,8,1.2
5,2009,268,268110,59,9.2
5,2009,268,268111,4,0.6
5,2009,268,268112,10,1.6
5,2009,276,276001,509,36.3
5,2009,276,276002,456,32.5
5,2009,276,276003,87,6.2
5,2009,276,276004,127,9.1
5,2009,276,276005,188,13.4
5,2009,276,276026,36,2.6
5,2009,288,288001,373,30.4
5,2009,288,288002,778,63.4
5,2009,288,288003,47,3.8
5,2009,288,288004,20,1.6
5,2009,288,288005,2,0.2
5,2009,288,288006,1,0.1
5,2009,288,288007,6,0.5
5,2009,320,320001,448,62.3
5,2009,320,320002,170,23.6
5,2009,320,320003,61,8.5
5,2009,320,320004,40,5.6
5,2009,348,348001,16,2.7
5,2009,348,348002,34,5.6
5,2009,348,348004,344,57.1
5,2009,348,348005,7,1.2
5,2009,348,348006,157,26.1
5,2009,348,348007,8,1.3
5,2009,348,348008,14,2.3
5,2009,348,348018,22,3.7
5,2009,356,356001,637,35.3
5,2009,356,356003,32,1.8
5,2009,356,356004,33,1.8
5,2009,356,356005,136,7.5
5,2009,356,356006,91,5
5,2009,356,356009,5,0.3
5,2009,356,356010,11,0.6
5,2009,356,356011,1,0.1
5,2009,356,356014,18,1
5,2009,356,356016,29,1.6
5,2009,356,356017,62,3.4
5,2009,356,356019,28,1.6
5,2009,356,356020,53,2.9
5,2009,356,356022,5,0.3
5,2009,356,356023,1,0.1
5,2009,356,356025,2,0.1
5,2009,356,356026,9,0.5
5,2009,356,356030,20,1.1
5,2009,356,356033,1,0.1
5,2009,356,356034,6,0.3
5,2009,356,356037,47,2.6
5,2009,356,356038,40,2.2
5,2009,356,356039,14,0.8
5,2009,356,356040,11,0.6
5,2009,356,356044,45,2.5
5,2009,356,356045,11,0.6
5,2009,356,356059,1,0.1
5,2009,356,356068,423,23.5
5,2009,356,356079,19,1.1
5,2009,356,356081,4,0.2
5,2009,356,356084,2,0.1
5,2009,356,356085,4,0.2
5,2009,356,356087,1,0.1
5,2009,360,360001,248,17
5,2009,360,360003,80,5.5
5,2009,360,360006,275,18.8
5,2009,360,360007,226,15.5
5,2009,360,360008,295,20.2
5,2009,360,360009,212,14.5
5,2009,360,360010,123,8.4
5,2009,364,364011,537,26.3
5,2009,364,364012,869,42.6
5,2009,364,364013,636,31.1
5,2009,368,368001,1225,55.4
5,2009,368,368003,354,16
5,2009,368,368005,362,16.4
5,2009,368,368007,162,7.3
5,2009,368,368014,108,4.9
5,2009,392,392001,337,45.5
5,2009,392,392002,285,38.5
5,2009,392,392003,53,7.2
5,2009,392,392004,49,6.6
5,2009,392,392011,16,2.2
5,2009,410,410001,597,50.2
5,2009,410,410002,79,6.6
5,2009,410,410004,192,16.1
5,2009,410,410006,298,25
5,2009,410,410007,24,2
5,2009,466,466001,238,37.9
5,2009,466,466002,56,8.9
5,2009,466,466003,183,29.1
5,2009,466,466004,24,3.8
5,2009,466,466005,57,9.1
5,2009,466,466006,48,7.6
5,2009,466,466007,11,1.8
5,2009,466,466008,11,1.8
5,2009,484,484001,371,30.8
5,2009,484,484002,397,33
5,2009,484,484003,322,26.7
5,2009,484,484004,19,1.6
5,2009,484,484005,67,5.6
5,2009,484,484017,7,0.6
5,2009,484,484018,14,1.2
5,2009,484,484019,7,0.6
5,2009,498,498001,79,17.1
5,2009,498,498002,24,5.2
5,2009,498,498003,245,53.1
5,2009,498,498006,24,5.2
5,2009,498,498010,25,5.4
5,2009,498,498052,30,6.5
5,2009,498,498053,9,2
5,2009,498,498054,9,2
5,2009,498,498055,11,2.4
5,2009,498,498066,5,1.1
5,2009,504,504001,40,7.2
5,2009,504,504002,124,22.5
5,2009,504,504004,37,6.7
5,2009,504,504005,83,15
5,2009,504,504006,8,1.4
5,2009,504,504007,16,2.9
5,2009,504,504009,244,44.2
5,2009,554,554001,13,1.7
5,2009,554,554003,10,1.3
5,2009,554,554004,32,4.1
5,2009,554,554005,352,44.9
5,2009,554,554006,256,32.7
5,2009,554,554007,59,7.5
5,2009,554,554008,19,2.4
5,2009,554,554009,37,4.7
5,2009,554,554010,2,0.3
5,2009,554,554011,4,0.5
5,2009,578,578001,313,34.9
5,2009,578,578002,170,19
5,2009,578,578003,160,17.9
5,2009,578,578004,34,3.8
5,2009,578,578005,11,1.2
5,2009,578,578007,67,7.5
5,2009,578,578008,91,10.2
5,2009,578,578009,50,5.6
5,2009,604,604001,39,4.5
5,2009,604,604002,251,28.9
5,2009,604,604004,208,23.9
5,2009,604,604005,57,6.6
5,2009,604,604006,54,6.2
5,2009,604,604021,60,6.9
5,2009,604,604022,57,6.6
5,2009,604,604023,144,16.6
5,2009,616,616002,27,3.9
5,2009,616,616004,49,7.1
5,2009,616,616031,298,43
5,2009,616,616032,192,27.7
5,2009,616,616033,11,1.6
5,2009,616,616034,63,9.1
5,2009,616,616035,22,3.2
5,2009,616,616036,14,2
5,2009,616,616037,3,0.4
5,2009,616,616038,4,0.6
5,2009,616,616039,2,0.3
5,2009,616,616040,5,0.7
5,2009,616,616041,1,0.1
5,2009,616,616043,2,0.3
5,2009,642,642003,108,11.5
5,2009,642,642005,72,7.7
5,2009,642,642006,42,4.5
5,2009,642,642007,111,11.8
5,2009,642,642008,290,30.9
5,2009,642,642033,304,32.4
5,2009,642,642034,11,1.2
5,2009,705,705002,35,6.3
5,2009,705,705003,124,22.3
5,2009,705,705004,38,6.8
5,2009,705,705005,57,10.3
5,2009,705,705006,170,30.6
5,2009,705,705008,85,15.3
5,2009,705,705020,47,8.5
5,2009,710,710001,9,0.4
5,2009,710,710002,44,1.7
5,2009,710,710003,1808,71.8
5,2009,710,710005,10,0.4
5,2009,710,710006,416,16.5
5,2009,710,710007,18,0.7
5,2009,710,710008,81,3.2
5,2009,710,710009,19,0.8
5,2009,710,710010,12,0.5
5,2009,710,710011,9,0.4
5,2009,710,710012,6,0.2
5,2009,710,710023,44,1.7
5,2009,710,710024,2,0.1
5,2009,710,710025,29,1.2
5,2009,710,710026,6,0.2
5,2009,710,710027,6,0.2
5,2009,724,724001,465,55.3
5,2009,724,724002,258,30.7
5,2009,724,724003,44,5.2
5,2009,724,724005,8,1
5,2009,724,724064,42,5
5,2009,724,724065,24,2.9
5,2009,752,752001,34,4.3
5,2009,752,752002,103,13.1
5,2009,752,752003,30,3.8
5,2009,752,752004,73,9.3
5,2009,752,752005,232,29.5
5,2009,752,752006,264,33.5
5,2009,752,752007,51,6.5
5,2009,756,756001,171,20.4
5,2009,756,756002,197,23.5
5,2009,756,756003,109,13
5,2009,756,756004,140,16.7
5,2009,756,756005,125,14.9
5,2009,756,756006,3,0.4
5,2009,756,756007,5,0.6
5,2009,756,756008,19,2.3
5,2009,756,756010,18,2.1
5,2009,756,756011,13,1.6
5,2009,756,756012,12,1.4
5,2009,756,756034,6,0.7
5,2009,756,756035,2,0.2
5,2009,756,756036,4,0.5
5,2009,756,756037,14,1.7
5,2009,764,764001,349,37.5
5,2009,764,764002,515,55.4
5,2009,764,764003,53,5.7
5,2009,764,764004,13,1.4
5,2009,792,792001,14,1.6
5,2009,792,792002,160,18.8
5,2009,792,792003,11,1.3
5,2009,792,792004,24,2.8
5,2009,792,792006,88,10.3
5,2009,792,792008,451,53
5,2009,792,792049,69,8.1
5,2009,792,792050,23,2.7
5,2009,792,792051,11,1.3
5,2009,804,804006,45,7.1
5,2009,804,804019,20,3.2
5,2009,804,804052,67,10.6
5,2009,804,804053,312,49.3
5,2009,804,804054,175,27.6
5,2009,804,804061,5,0.8
5,2009,804,804062,4,0.6
5,2009,804,804063,3,0.5
5,2009,804,804064,2,0.3
5,2009,818,818001,1696,88.8
5,2009,818,818002,111,5.8
5,2009,818,818003,20,1
5,2009,818,818004,37,1.9
5,2009,818,818005,46,2.4
5,2009,840,840001,391,35.4
5,2009,840,840002,504,45.6
5,2009,840,840003,210,19
5,2009,854,854001,850,84.8
5,2009,854,854002,91,9.1
5,2009,854,854003,32,3.2
5,2009,854,854004,12,1.2
5,2009,854,854005,17,1.7
5,2009,858,858001,75,12
5,2009,858,858002,143,22.9
5,2009,858,858003,389,62.2
5,2009,858,858004,18,2.9
5,2009,891,891007,39,4.6
5,2009,891,891008,16,1.9
5,2009,891,891009,292,34.2
5,2009,891,891010,238,27.9
5,2009,891,891011,132,15.5
5,2009,891,891020,28,3.3
5,2009,891,891030,62,7.3
5,2009,891,891031,7,0.8
5,2009,891,891032,14,1.6
5,2009,891,891033,25,2.9
5,2009,894,894001,423,32.2
5,2009,894,894002,539,41.1
5,2009,894,894003,307,23.4
5,2009,894,894004,34,2.6
5,2009,894,894005,6,0.5
5,2009,894,894007,2,0.2
5,2009,894,894008,1,0.1
6,2014,12,12001,166,29
6,2014,12,12002,45,7.9
6,2014,12,12005,56,9.8
6,2014,12,12006,108,18.8
6,2014,12,12007,66,11.5
6,2014,12,12008,64,11.2
6,2014,12,12009,20,3.5
6,2014,12,12010,15,2.6
6,2014,12,12011,6,1
6,2014,12,12012,6,1
6,2014,12,12013,11,1.9
6,2014,12,12014,10,1.7
6,2014,31,31001,799,95.1
6,2014,31,31002,1,0.1
6,2014,31,31007,1,0.1
6,2014,31,31008,21,2.5
6,2014,31,31017,1,0.1
6,2014,31,31019,9,1.1
6,2014,31,31029,8,1
6,2014,32,32001,309,58.7
6,2014,32,32002,54,10.3
6,2014,32,32003,53,10.1
6,2014,32,32004,78,14.8
6,2014,32,32005,32,6.1
6,2014,36,36001,458,33.5
6,2014,36,36002,610,44.6
6,2014,36,36003,78,5.7
6,2014,36,36004,186,13.6
6,2014,36,36005,4,0.3
6,2014,36,36007,19,1.4
6,2014,36,36008,1,0.1
6,2014,36,36009,5,0.4
6,2014,36,36010,5,0.4
6,2014,36,36011,1,0.1
6,2014,51,51002,44,6.9
6,2014,51,51003,14,2.2
6,2014,51,51005,1,0.2
6,2014,51,51009,270,42.3
6,2014,51,51023,27,4.2
6,2014,51,51027,225,35.2
6,2014,51,51029,14,2.2
6,2014,51,51031,40,6.3
6,2014,51,51032,4,0.6
6,2014,76,76001,96,19.5
6,2014,76,76002,226,45.8
6,2014,76,76003,63,12.8
6,2014,76,76004,27,5.5
6,2014,76,76007,7,1.4
6,2014,76,76009,3,0.6
6,2014,76,76010,11,2.2
6,2014,76,76012,20,4.1
6,2014,76,76014,3,0.6
6,2014,76,76015,9,1.8
6,2014,76,76022,11,2.2
6,2014,76,76023,10,2
6,2014,76,76024,4,0.8
6,2014,76,76025,3,0.6
6,2014,152,152001,56,10.8
6,2014,152,152002,77,14.9
6,2014,152,152005,6,1.2
6,2014,152,152006,77,14.9
6,2014,152,152007,121,23.4
6,2014,152,152008,15,2.9
6,2014,152,152009,33,6.4
6,2014,152,152010,106,20.5
6,2014,152,152012,4,0.8
6,2014,152,152016,1,0.2
6,2014,152,152017,1,0.2
6,2014,152,152018,4,0.8
6,2014,152,152019,3,0.6
6,2014,152,152020,3,0.6
6,2014,152,152021,3,0.6
6,2014,152,152022,7,1.4
6,2014,158,158011,382,51.7
6,2014,158,158012,322,43.6
6,2014,158,158013,5,0.7
6,2014,158,158014,6,0.8
6,2014,158,158015,24,3.2
6,2014,170,170001,151,18.8
6,2014,170,170002,313,38.9
6,2014,170,170003,238,29.6
6,2014,170,170004,18,2.2
6,2014,170,170006,37,4.6
6,2014,170,170016,48,6
6,2014,196,196001,113,18.3
6,2014,196,196002,103,16.7
6,2014,196,196003,52,8.4
6,2014,196,196004,17,2.8
6,2014,196,196005,1,0.2
6,2014,196,196009,146,23.7
6,2014,196,196010,37,6
6,2014,196,196011,105,17
6,2014,196,196016,5,0.8
6,2014,196,196018,3,0.5
6,2014,196,196019,7,1.1
6,2014,196,196021,2,0.3
6,2014,196,196022,1,0.2
6,2014,196,196023,4,0.6
6,2014,196,196024,1,0.2
6,2014,196,196025,20,3.2
6,2014,218,218001,652,74.1
6,2014,218,218003,9,1
6,2014,218,218006,17,1.9
6,2014,218,218009,23,2.6
6,2014,218,218013,14,1.6
6,2014,218,218014,142,16.1
6,2014,218,218015,19,2.2
6,2014,218,218016,4,0.5
6,2014,233,233002,396,34.9
6,2014,233,233008,232,20.5
6,2014,233,233022,50,4.4
6,2014,233,233029,42,3.7
6,2014,233,233030,167,14.7
6,2014,233,233031,247,21.8
6,2014,268,268004,9,1.5
6,2014,268,268101,102,17.1
6,2014,268,268103,1,0.2
6,2014,268,268104,4,0.7
6,2014,268,268105,1,0.2
6,2014,268,268108,42,7
6,2014,268,268109,9,1.5
6,2014,268,268111,16,2.7
6,2014,268,268116,2,0.3
6,2014,268,268121,37,6.2
6,2014,268,268123,249,41.8
6,2014,268,268125,27,4.5
6,2014,268,268126,11,1.8
6,2014,268,268127,1,0.2
6,2014,268,268128,85,14.3
6,2014,275,275001,411,59.8
6,2014,275,275002,172,25
6,2014,275,275003,16,2.3
6,2014,275,275004,24,3.5
6,2014,275,275005,13,1.9
6,2014,275,275006,12,1.7
6,2014,275,275007,31,4.5
6,2014,275,275008,8,1.2
6,2014,276,276001,652,42
6,2014,276,276002,419,27
6,2014,276,276003,44,2.8
6,2014,276,276004,156,10.1
6,2014,276,276005,202,13
6,2014,276,276016,4,0.3
6,2014,276,276017,2,0.1
6,2014,276,276018,4,0.3
6,2014,276,276026,20,1.3
6,2014,276,276031,2,0.1
6,2014,276,276032,13,0.8
6,2014,276,276033,34,2.2
6,2014,288,288026,464,38.5
6,2014,288,288027,668,55.4
6,2014,288,288028,61,5.1
6,2014,288,288029,1,0.1
6,2014,288,288030,1,0.1
6,2014,288,288031,1,0.1
6,2014,288,288032,7,0.6
6,2014,288,288035,2,0.2
6,2014,344,344001,35,4.2
6,2014,344,344002,25,3
6,2014,344,344003,71,8.6
6,2014,344,344004,161,19.5
6,2014,344,344005,162,19.7
6,2014,344,344006,5,0.6
6,2014,344,344007,5,0.6
6,2014,344,344008,4,0.5
6,2014,344,344009,104,12.6
6,2014,344,344010,16,1.9
6,2014,344,344012,14,1.7
6,2014,344,344013,44,5.3
6,2014,344,344014,21,2.5
6,2014,344,344015,14,1.7
6,2014,344,344017,12,1.5
6,2014,344,344018,22,2.7
6,2014,344,344019,50,6.1
6,2014,344,344020,6,0.7
6,2014,344,344021,50,6.1
6,2014,344,344022,3,0.4
6,2014,356,356003,105,2.2
6,2014,356,356004,35,0.7
6,2014,356,356005,166,3.5
6,2014,356,356006,172,3.7
6,2014,356,356010,34,0.7
6,2014,356,356011,5,0.1
6,2014,356,356014,46,1
6,2014,356,356015,3,0.1
6,2014,356,356016,65,1.4
6,2014,356,356017,240,5.1
6,2014,356,356019,1,0
6,2014,356,356021,1,0
6,2014,356,356023,1,0
6,2014,356,356026,1,0
6,2014,356,356033,12,0.3
6,2014,356,356036,1,0
6,2014,356,356038,14,0.3
6,2014,356,356044,66,1.4
6,2014,356,356059,15,0.3
6,2014,356,356067,1580,33.8
6,2014,356,356068,1513,32.3
6,2014,356,356079,17,0.4
6,2014,356,356081,2,0
6,2014,356,356085,62,1.3
6,2014,356,356088,70,1.5
6,2014,356,356090,5,0.1
6,2014,356,356091,6,0.1
6,2014,356,356092,3,0.1
6,2014,356,356093,1,0
6,2014,356,356094,72,1.5
