dataset_party_id,partyfacts_id
RWA-prd,3294
RWA-pdi,7643
RWA-mdr,8442
RWA-p,5330
RWA-pl,3657
RWA-psd,3658
STP-adi,5340
STP-independent,5016
STP-mlstppsd,5331
STP-mdfm,6143
STP-pcd,5332
STP-uk,6445
STP-udd,8710
SAU-independent,6326
SEN-afp,2379
SEN-apr,5766
SEN-ajpads,2382
SEN-fsdbj,5958
SEN-independent,2907
SEN-ldmpt,7087
SEN-pit,2381
SEN-pds,2329
SEN-pdsr,
SEN-psups,
SEN-rp,5959
SEN-r,
SEN-sc,6460
SEN-urd,6462
SRB-asns,2915
SRB-da,4135
SRB-dhss,7966
SRB-ds,2189
SRB-dss,2190
SRB-g,2193
SRB-gss,2202
SRB-independent,2912
SRB-jul,6626
SRB-kv,2182
SRB-nd,2197
SRB-ns,2346
SRB-pups,2179
SRB-pds,7967
SRB-ps,6558
SRB-rv,2915
YUG-skj,5391
SRB-sdp,5357
SRB-sdps,4771
SRB-sdu,5400
SRB-sps,2178
SRB-sns,3177
SRB-srs,2175
SRB-spo,2176
SRB-sdas,3176
SRB-svm,2203
SLE-apc,4045
SLE-dcp,8729
SLE-independent,3505
SLE-nup,6081
SLE-pdp,5895
SLE-pmdc,4048
SLE-slpp,4047
SLE-unpp,4046
SGP-independent,3298
SGP-pap,3277
SVK-ads,295
SVK-ano,217
SVK-dusapr,707
SVK-hzds,560
SVK-independent,2916
SVK-kdh,63
SVK-mh,258
SVK-nds,1174
SVK-s,4872
SVK-sas,1386
SVK-sdkuds,1617
SVK-sdk,226
SVK-sns,730
SVK-smer,311
SVK-sdl,1242
SVK-smkmkp,349
SVK-sop,9
SVK-zrs,230
SVN-desus,467
SVN-dl,98
SVN-independent,2919
SVN-lds,975
SVN-lzjps,1773
SVN-nsi,1618
SVN-sdz,761
SVN-sds,472
SVN-sls,764
SVN-skd,644
SVN-sd zlsd,1403
SVN-smc,3098
SVN-zares,474
SVN-zaab,3114
SVN-zs,1494
SOM-independent,3511
SOM-pdp,8444
SOM-syl,5220
SOM-rsp,5286
SOM-tpp,8699
ZAF-anc,1219
ZAF-azapo,8698
ZAF-independent,2923
ZAF-ifp,1630
ZAF-labour,8677
ZAF-np,1289
ZAF-npp,6442
ZAF-sacp,1368
SSD-splm,5554
SSD-independent,5567
ESP-ap pp,441
ESP-fet,5778
ESP-independent,2927
ESP-psoe,1338
ESP-ucd,1271
LKA-acmc,
LKA-cwc,8070
LKA-epdp,
LKA-nc,
LKA-ucpf,
LKA-unp,1966
LKA-independent,2930
LKA-plf,4067
LKA-jhu,4160
LKA-nua,4068
LKA-lss,5414
LKA-mep,6692
LKA-pa,6078
LKA-slmc,4064
LKA-slfp,1967
LKA-cp,6691
SDN-ncp,5496
SDN-slp,4755
SDN-splm,5495
SDN-udsf,
SDN-dup,4754
SDN-ssu,5494
SDN-nf,5493
SDN-umma,4756
SDN-independent,4703
SUR-ac,6079
SUR-bvd,3728
SUR-bvd/vhp,3728
SUR-bep,7183
SUR-hvb,8724
SUR-doe,3725
SUR-da,3729
SUR-rvp,8730
SUR-hpp,3727
SUR-independent,3517
SUR-ktpi,5931
SUR-ndp,3731
SUR-nps,5515
SUR-pnr,6849
SUR-pl,5504
SUR-palu,6076
SUR-psv,6853
SUR-spa,7182
SUR-vvv,5932
SUR-vhp,5800
SWZ-independent,5573
SWE-bc,199
SWE-hm,690
SWE-independent,2934
SWE-kd,651
SWE-fp,1274
SWE-mp,456
SWE-s,487
CHE-bdp,1415
CHE-fdp,1231
CHE-kkcvp,1808
CHE-svp,308
CHE-sp,29
SYR-npf,5217
SYR-baath,5216
TWN-independent,2941
TWN-kmt,1112
TWN-dpp,1596
TWN-pfp,3665
TWN-npsu,5936
TWN-cnp,3666
TJK-pdpt,4906
TJK-independent,5040
TJK-uto,5044
TZA-asp,8676
TZA-ccm,2328
TZA-independent,2946
TZA-tanu,5788
THA-nt,5167
THA-pd,2953
THA-pep,2953
THA-ndp,4288
THA-nd,4287
THA-sp,4302
THA-independent,2951
THA-nap,4289
THA-mass,6420
THA-pf,4294
THA-pdp,4310
THA-pct,2373
THA-pks,4115
THA-pcp,2954
THA-ptp,5398
THA-bjt,6423
THA-tcp,4303
THA-pp,2327
THA-ppd,2377
THA-utp,4305
THA-snp,4301
THA-s,4291
THA-l,5168
THA-trt,5397
THA-sjp,4311
TLS-astd,6148
TLS-cnrt,5624
TLS-frtli,5625
TLS-fm,7887
TLS-independent,5631
TLS-pd,5626
TLS-psd,5671
TGO-car,4133
TGO-cdpa,8752
TGO-cpp,8530
TGO-independent,3523
TGO-psr,8764
TGO-pdr,3526
TGO-ptp,4763
TGO-rpt,4131
TGO-ufc,4130
TGO-unir,4129
TGO-utd,6613
TTO-cop,4285
TTO-independent,3529
TTO-nar,4284
TTO-njac,8675
TTO-pnm,4283
TTO-top,4280
TTO-unc,4281
TUN-nahdah,5832
TUN-at,8622
TUN-cpr,4532
TUN-ettakatolftdl,6074
TUN-independent,3611
TUN-nt,4530
TUN-ndpsdrcd,4757
TUN-upl,6073
TUR-ap,4373
TUR-akp,306
TUR-anap,1190
TUR-chp,1060
TUR-dp,4376
TUR-dsp,1740
TUR-dtup,398
TUR-dyp,351
TUR-cgp,4371
TUR-independent,2956
TUR-msp,815
TUR-mhp,1610
TUR-shp,1253
TKM-dpt,5202
UGA-cp,
UGA-dp,4525
UGA-fdc,5389
UGA-independent,3617
UGA-nrc,
UGA-nrm,4523
UGA-unlf,5841
UGA-unrf,
UGA-upm,
UGA-upc,4524
UGA-updf,
UKR-pieu,8566
UKR-udarvk,5825
UKR-apu,2215
UKR-lb,2230
UKR-nuns,2231
UKR-byut,2228
UKR-bpp,4778
UKR-independent,2960
UKR-khdpu,2218
UKR-ndpu,2206
UKR-nru,2207
UKR-rukh,2207
UKR-nf,4773
UKR-pzu,2226
UKR-pdvu,2232
UKR-prp,5548
UKR-pr,2234
UKR-lu,2229
UKR-rp,4774
UKR-sp,4776
UKR-sdpuo,
UKR-spu,2211
UKR-su,3178
UKR-unp,
UKR-di,2962
UKR-n,2962
UKR-vu,2225
UKR-freedom,3267
UKR-fatherland,3266
ARE-independent,7388
GBR-con,1567
GBR-independent,2964
GBR-lab,1516
GBR-ld,1388
USA-dem,432
USA-independent,2968
USA-rep,809
URY-faep,1658
URY-independent,2970
URY-pc,1419
URY-pn,118
URY-ps,4490
URY-uc,353
UZB-asdp,5101
UZB-fmdp,5831
UZB-oxdp,5100
UZB-oldp,5099
UZB-omtdp,5102
VEN-ad,862
VEN-copei,4759
VEN-cn,4804
VEN-independent,2974
VEN-mas,646
VEN-mvr,1754
VEN-pcv,1483
VEN-psuv,5094
VEN-ppt,1356
VEN-urd,4760
DVN-dcvn,4898
VNM-dcvn,4898
RVN-nsdf,8514
YEM-jmp,
YEM-ysp,4164
YEM-islah,4163
YEM-gpc,4162
YEM-nupo,4328
YEM-asbp,
YEM-haqq,
YEM-independent,3623
YPR-hiy,5218
YPR-nlf,5720
ZMB-mmd,2333
ZMB-pf,2302
ZMB-unip,2334
ZWE-independent,3547
ZWE-mdc,3558
ZWE-mdcn,3560
ZWE-mdct,3559
ZWE-zanupf,3305
